DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME,JOBCOUNT_ALLINEMPLOYMENT
2020,TLC1,Tees Valley and Durham,16-17,Manufacture of wood and paper products,105,2830,85,3280
2021,TLC1,Tees Valley and Durham,16-17,Manufacture of wood and paper products,114,1175,205,1400
2022,TLC1,Tees Valley and Durham,16-17,Manufacture of wood and paper products,118,2450,215,2700
2015,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,38,1680,195,2205
2016,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,40,575,80,890
2017,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,47,400,45,510
2018,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,35,550,80,655
2019,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,48,490,45,650
2020,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,36,540,85,550
2021,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,39,275,110,385
2022,TLC1,Tees Valley and Durham,18,Printing and reproduction of recorded media,42,140,80,220
2015,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1104,6705,295,6855
2016,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1230,7360,125,7410
2017,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1175,6150,165,6280
2018,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1255,6255,375,6770
2019,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1368,6675,365,6925
2020,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1749,4880,490,5515
2021,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1800,6095,230,6195
2022,TLC1,Tees Valley and Durham,CD-CF (19-21),"Manufacture of petroleum, chemicals and pharmaceuticals",1895,6355,205,6505
2015,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,162,3050,140,3150
2016,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,161,2825,90,2825
2017,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,153,4075,150,4210
2018,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,146,2900,45,2825
2019,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,127,3275,130,3275
2020,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,140,3975,100,3975
2021,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,140,2820,90,3070
2022,TLC1,Tees Valley and Durham,22,Manufacture of rubber and plastic products,150,2645,150,2795
2015,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,138,1265,25,1240
2016,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,94,855,10,915
2017,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,73,1320,45,1345
2018,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,79,820,190,1015
2019,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,96,1370,70,1495
2020,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,51,540,10,540
2021,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,56,1195,35,1500
2022,TLC1,Tees Valley and Durham,23,Manufacture of other non-metallic mineral products,51,1215,45,1240
2015,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,141,1750,10,1750
2016,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,174,1810,25,1810
2017,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,127,1500,45,1700
2018,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,102,2500,160,2510
2019,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,115,2450,25,2460
2020,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,144,1910,25,1910
2021,TLC1,Tees Valley and Durham,24,Manufacture of basic metals,107,2440,45,2450
