DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME,JOBCOUNT_ALLINEMPLOYMENT
2018,TLC14,Durham,G-T,Services sector,4650,78350,52480,134625
2019,TLC14,Durham,G-T,Services sector,4871,80260,56055,140440
2020,TLC14,Durham,G-T,Services sector,4776,79230,53220,137790
2021,TLC14,Durham,G-T,Services sector,5187,85445,55350,146695
2022,TLC14,Durham,G-T,Services sector,5608,89700,54455,149060
2015,TLC21,Northumberland,A-E,Production sector,1258,15040,2640,20030
2016,TLC21,Northumberland,A-E,Production sector,1339,14105,1570,19350
2017,TLC21,Northumberland,A-E,Production sector,1405,15395,1150,19805
2018,TLC21,Northumberland,A-E,Production sector,1385,14680,1855,19830
2019,TLC21,Northumberland,A-E,Production sector,1481,15805,1460,21485
2020,TLC21,Northumberland,A-E,Production sector,1473,14435,1195,19965
2021,TLC21,Northumberland,A-E,Production sector,1485,13500,1840,19090
2022,TLC21,Northumberland,A-E,Production sector,1861,13965,1850,20770
2015,TLC21,Northumberland,F (41-43),Construction,327,4830,1110,5850
2016,TLC21,Northumberland,F (41-43),Construction,257,3570,460,4990
2017,TLC21,Northumberland,F (41-43),Construction,269,4445,1890,6665
2018,TLC21,Northumberland,F (41-43),Construction,293,5280,690,6300
2019,TLC21,Northumberland,F (41-43),Construction,314,4945,660,6825
2020,TLC21,Northumberland,F (41-43),Construction,223,3975,750,5145
2021,TLC21,Northumberland,F (41-43),Construction,289,5715,490,6760
2022,TLC21,Northumberland,F (41-43),Construction,361,5155,420,6015
2015,TLC21,Northumberland,G-T,Services sector,2540,46380,71550,84375
2016,TLC21,Northumberland,G-T,Services sector,2630,46350,35790,85650
2017,TLC21,Northumberland,G-T,Services sector,2635,46470,35420,85595
2018,TLC21,Northumberland,G-T,Services sector,2612,44095,34645,83385
2019,TLC21,Northumberland,G-T,Services sector,2814,46000,35520,84650
2020,TLC21,Northumberland,G-T,Services sector,2622,43520,37550,84955
2021,TLC21,Northumberland,G-T,Services sector,2929,45960,36395,84280
2022,TLC21,Northumberland,G-T,Services sector,3244,47820,34965,85955
2015,TLC22,Tyneside,A-E,Production sector,2182,33480,4740,36240
2016,TLC22,Tyneside,A-E,Production sector,2041,29905,2895,33715
2017,TLC22,Tyneside,A-E,Production sector,2024,32160,1830,35075
2018,TLC22,Tyneside,A-E,Production sector,2073,30220,2695,33985
2019,TLC22,Tyneside,A-E,Production sector,2152,28645,1665,30450
2020,TLC22,Tyneside,A-E,Production sector,1991,28395,1510,30160
2021,TLC22,Tyneside,A-E,Production sector,2083,26255,2485,29335
2022,TLC22,Tyneside,A-E,Production sector,2139,26685,2580,29670
2015,TLC22,Tyneside,F (41-43),Construction,1031,16495,2860,18215
2016,TLC22,Tyneside,F (41-43),Construction,1082,11465,1360,13835
2017,TLC22,Tyneside,F (41-43),Construction,1148,11405,4210,16170
2018,TLC22,Tyneside,F (41-43),Construction,1145,14920,2095,17825
2019,TLC22,Tyneside,F (41-43),Construction,1260,13420,1450,16420
2020,TLC22,Tyneside,F (41-43),Construction,881,12345,2070,14485
2021,TLC22,Tyneside,F (41-43),Construction,1201,15995,1390,17345
2022,TLC22,Tyneside,F (41-43),Construction,1380,12475,1025,14190
2015,TLC22,Tyneside,G-T,Services sector,13689,221455,246710,352810
2016,TLC22,Tyneside,G-T,Services sector,14102,220775,125330,354740
2017,TLC22,Tyneside,G-T,Services sector,14797,219060,133410,359820
2018,TLC22,Tyneside,G-T,Services sector,14784,223100,127480,357295
2019,TLC22,Tyneside,G-T,Services sector,15488,227435,133430,367105
2020,TLC22,Tyneside,G-T,Services sector,14394,220655,129275,354905
2021,TLC22,Tyneside,G-T,Services sector,16204,234005,135520,373230
2022,TLC22,Tyneside,G-T,Services sector,17988,240845,123325,369575
2015,TLC23,Sunderland,A-E,Production sector,2012,22010,3100,24005
2016,TLC23,Sunderland,A-E,Production sector,2145,22200,1965,23415
2017,TLC23,Sunderland,A-E,Production sector,2324,25840,1545,26930
2018,TLC23,Sunderland,A-E,Production sector,2127,25465,1915,27195
2019,TLC23,Sunderland,A-E,Production sector,2424,22710,1430,24035
2020,TLC23,Sunderland,A-E,Production sector,1861,22780,1265,24290
2021,TLC23,Sunderland,A-E,Production sector,1742,19540,1420,21185
2022,TLC23,Sunderland,A-E,Production sector,1851,19830,1345,21535
2015,TLC23,Sunderland,F (41-43),Construction,322,4230,820,4810
2016,TLC23,Sunderland,F (41-43),Construction,317,3700,405,4405
2017,TLC23,Sunderland,F (41-43),Construction,311,4005,830,4885
2018,TLC23,Sunderland,F (41-43),Construction,327,5135,605,6110
2019,TLC23,Sunderland,F (41-43),Construction,365,5035,460,6320
2020,TLC23,Sunderland,F (41-43),Construction,277,4530,755,5260
2021,TLC23,Sunderland,F (41-43),Construction,338,5505,445,6300
2022,TLC23,Sunderland,F (41-43),Construction,427,4720,295,5365
2015,TLC23,Sunderland,G-T,Services sector,3800,56225,67150,90715
2016,TLC23,Sunderland,G-T,Services sector,3734,55615,35160,92655
2017,TLC23,Sunderland,G-T,Services sector,3865,55190,33380,90495
2018,TLC23,Sunderland,G-T,Services sector,3920,52400,32055,86390
2019,TLC23,Sunderland,G-T,Services sector,3990,54150,33630,88805
2020,TLC23,Sunderland,G-T,Services sector,3769,53975,36400,91125
2021,TLC23,Sunderland,G-T,Services sector,4058,55295,36450,93545
2022,TLC23,Sunderland,G-T,Services sector,4501,54400,31120,87340
2015,TLD11,West Cumbria,A-E,Production sector,1938,26130,3660,30395
2016,TLD11,West Cumbria,A-E,Production sector,1780,25440,1900,29530
2017,TLD11,West Cumbria,A-E,Production sector,1766,27400,1595,31475
2018,TLD11,West Cumbria,A-E,Production sector,1811,25225,1635,31190
2019,TLD11,West Cumbria,A-E,Production sector,1766,26890,2015,31710
2020,TLD11,West Cumbria,A-E,Production sector,1830,27210,2310,32335
2021,TLD11,West Cumbria,A-E,Production sector,1840,26410,1505,30910
2022,TLD11,West Cumbria,A-E,Production sector,1872,26665,1835,33370
2015,TLD11,West Cumbria,F (41-43),Construction,310,5185,810,6020
2016,TLD11,West Cumbria,F (41-43),Construction,306,4570,615,5420
2017,TLD11,West Cumbria,F (41-43),Construction,280,5485,735,6415
2018,TLD11,West Cumbria,F (41-43),Construction,303,4880,805,6265
2019,TLD11,West Cumbria,F (41-43),Construction,289,5115,710,6300
2020,TLD11,West Cumbria,F (41-43),Construction,251,4825,430,5455
2021,TLD11,West Cumbria,F (41-43),Construction,336,5755,755,6950
2022,TLD11,West Cumbria,F (41-43),Construction,413,6025,635,6920
2015,TLD11,West Cumbria,G-T,Services sector,2255,36675,61720,69835
2016,TLD11,West Cumbria,G-T,Services sector,2264,37385,30220,69775
2017,TLD11,West Cumbria,G-T,Services sector,2296,36085,30040,67750
2018,TLD11,West Cumbria,G-T,Services sector,2343,37895,28080,68025
2019,TLD11,West Cumbria,G-T,Services sector,2527,38275,29450,69455
2020,TLD11,West Cumbria,G-T,Services sector,2195,34970,26250,64650
2021,TLD11,West Cumbria,G-T,Services sector,2286,36450,27105,65815
2022,TLD11,West Cumbria,G-T,Services sector,2435,36045,25940,63050
2015,TLD12,East Cumbria,A-E,Production sector,1423,14500,3240,22735
2016,TLD12,East Cumbria,A-E,Production sector,1317,15185,2360,23905
2017,TLD12,East Cumbria,A-E,Production sector,1379,14665,2295,23125
2018,TLD12,East Cumbria,A-E,Production sector,1354,14735,1630,23445
2019,TLD12,East Cumbria,A-E,Production sector,1524,14810,2690,24410
2020,TLD12,East Cumbria,A-E,Production sector,1555,14595,2565,24120
2021,TLD12,East Cumbria,A-E,Production sector,1630,13565,1860,22520
2022,TLD12,East Cumbria,A-E,Production sector,1766,14400,2095,24345
2015,TLD12,East Cumbria,F (41-43),Construction,454,5450,1190,6935
2016,TLD12,East Cumbria,F (41-43),Construction,446,4695,890,6035
2017,TLD12,East Cumbria,F (41-43),Construction,464,6035,950,7715
2018,TLD12,East Cumbria,F (41-43),Construction,477,5590,1260,7730
2019,TLD12,East Cumbria,F (41-43),Construction,465,5650,1205,7870
2020,TLD12,East Cumbria,F (41-43),Construction,342,5300,780,6925
2021,TLD12,East Cumbria,F (41-43),Construction,481,7330,1365,9700
2022,TLD12,East Cumbria,F (41-43),Construction,548,7110,1075,8850
2015,TLD12,East Cumbria,G-T,Services sector,3916,62455,91100,113090
2016,TLD12,East Cumbria,G-T,Services sector,4003,63540,46800,115730
2017,TLD12,East Cumbria,G-T,Services sector,4116,62230,45110,110450
2018,TLD12,East Cumbria,G-T,Services sector,4215,65710,45445,116100
2019,TLD12,East Cumbria,G-T,Services sector,4540,66400,46295,116650
2020,TLD12,East Cumbria,G-T,Services sector,3994,63525,43505,112465
2021,TLD12,East Cumbria,G-T,Services sector,4378,65175,44055,114900
2022,TLD12,East Cumbria,G-T,Services sector,4887,64555,44750,112420
2015,TLD33,Manchester,A-E,Production sector,1264,12820,2670,14060
2016,TLD33,Manchester,A-E,Production sector,1195,12635,1690,14470
2017,TLD33,Manchester,A-E,Production sector,1237,12620,1525,14555
2018,TLD33,Manchester,A-E,Production sector,1183,11830,950,13145
2019,TLD33,Manchester,A-E,Production sector,1252,11725,1185,12750
2020,TLD33,Manchester,A-E,Production sector,1466,13805,2590,16815
2021,TLD33,Manchester,A-E,Production sector,1096,11210,925,12450
2022,TLD33,Manchester,A-E,Production sector,1165,12490,1680,14265
2015,TLD33,Manchester,F (41-43),Construction,614,6025,780,6425
2016,TLD33,Manchester,F (41-43),Construction,644,5795,1155,7665
2017,TLD33,Manchester,F (41-43),Construction,754,7755,860,8750
2018,TLD33,Manchester,F (41-43),Construction,813,6980,1250,8440
2019,TLD33,Manchester,F (41-43),Construction,797,6730,1010,8025
2020,TLD33,Manchester,F (41-43),Construction,801,6775,745,7890
2021,TLD33,Manchester,F (41-43),Construction,1042,8630,2190,11125
2022,TLD33,Manchester,F (41-43),Construction,1238,8030,980,9070
2015,TLD33,Manchester,G-T,Services sector,16727,227150,198560,337745
2016,TLD33,Manchester,G-T,Services sector,17951,244560,107375,357755
2017,TLD33,Manchester,G-T,Services sector,19822,256010,107865,371730
2018,TLD33,Manchester,G-T,Services sector,20538,260105,110960,378010
2019,TLD33,Manchester,G-T,Services sector,22253,271710,111805,388340
2020,TLD33,Manchester,G-T,Services sector,21455,269030,114295,389300
2021,TLD33,Manchester,G-T,Services sector,24266,278965,110015,395585
2022,TLD33,Manchester,G-T,Services sector,27865,285385,119725,409345
2015,TLD34,Greater Manchester South West,A-E,Production sector,1931,19335,2560,20785
2016,TLD34,Greater Manchester South West,A-E,Production sector,1892,20320,1735,22410
2017,TLD34,Greater Manchester South West,A-E,Production sector,2037,20070,1700,21685
2018,TLD34,Greater Manchester South West,A-E,Production sector,2172,19375,1275,20950
2019,TLD34,Greater Manchester South West,A-E,Production sector,2189,18185,1675,20300
2020,TLD34,Greater Manchester South West,A-E,Production sector,2304,18095,2160,20630
2021,TLD34,Greater Manchester South West,A-E,Production sector,2213,16250,1215,17715
2022,TLD34,Greater Manchester South West,A-E,Production sector,2285,15705,1730,18070
2015,TLD34,Greater Manchester South West,F (41-43),Construction,1010,12155,2570,14155
2016,TLD34,Greater Manchester South West,F (41-43),Construction,1132,10255,2050,13120
2017,TLD34,Greater Manchester South West,F (41-43),Construction,1276,13745,2240,16175
2018,TLD34,Greater Manchester South West,F (41-43),Construction,1462,12955,2405,16610
2019,TLD34,Greater Manchester South West,F (41-43),Construction,1477,13045,2585,16835
2020,TLD34,Greater Manchester South West,F (41-43),Construction,1242,11260,1785,13540
2021,TLD34,Greater Manchester South West,F (41-43),Construction,1519,15955,3030,19210
2022,TLD34,Greater Manchester South West,F (41-43),Construction,1754,13975,1970,16660
2015,TLD34,Greater Manchester South West,G-T,Services sector,10866,155810,143880,235350
2016,TLD34,Greater Manchester South West,G-T,Services sector,10814,155410,76325,235410
2017,TLD34,Greater Manchester South West,G-T,Services sector,11255,163410,77265,243725
2018,TLD34,Greater Manchester South West,G-T,Services sector,11940,169380,76310,256180
2019,TLD34,Greater Manchester South West,G-T,Services sector,12469,177515,78540,261400
2020,TLD34,Greater Manchester South West,G-T,Services sector,12966,170290,78685,255365
2021,TLD34,Greater Manchester South West,G-T,Services sector,14043,192460,78295,277060
2022,TLD34,Greater Manchester South West,G-T,Services sector,15336,209020,84910,298520
2015,TLD35,Greater Manchester South East,A-E,Production sector,1330,22855,3670,25970
2016,TLD35,Greater Manchester South East,A-E,Production sector,1407,24965,2585,28290
2017,TLD35,Greater Manchester South East,A-E,Production sector,1558,25045,2485,28060
2018,TLD35,Greater Manchester South East,A-E,Production sector,1643,30360,2310,32815
2019,TLD35,Greater Manchester South East,A-E,Production sector,1594,26435,2445,28985
2020,TLD35,Greater Manchester South East,A-E,Production sector,1662,26590,3215,29615
2021,TLD35,Greater Manchester South East,A-E,Production sector,1561,25145,2010,27315
2022,TLD35,Greater Manchester South East,A-E,Production sector,1742,21710,2385,24545
2015,TLD35,Greater Manchester South East,F (41-43),Construction,481,7825,1210,9040
2016,TLD35,Greater Manchester South East,F (41-43),Construction,504,6285,1025,7695
2017,TLD35,Greater Manchester South East,F (41-43),Construction,541,7145,1275,8925
2018,TLD35,Greater Manchester South East,F (41-43),Construction,522,6525,1695,8775
2019,TLD35,Greater Manchester South East,F (41-43),Construction,472,6990,1745,9210
2020,TLD35,Greater Manchester South East,F (41-43),Construction,443,6940,825,8305
2021,TLD35,Greater Manchester South East,F (41-43),Construction,468,9525,1890,11950
2022,TLD35,Greater Manchester South East,F (41-43),Construction,527,9295,1620,11320
2015,TLD35,Greater Manchester South East,G-T,Services sector,6006,97865,115540,160245
2016,TLD35,Greater Manchester South East,G-T,Services sector,6043,96015,59990,159230
2017,TLD35,Greater Manchester South East,G-T,Services sector,6552,96610,62460,162860
2018,TLD35,Greater Manchester South East,G-T,Services sector,6750,100905,62735,167850
2019,TLD35,Greater Manchester South East,G-T,Services sector,6939,107485,62540,175685
2020,TLD35,Greater Manchester South East,G-T,Services sector,7076,99965,61915,166005
2021,TLD35,Greater Manchester South East,G-T,Services sector,7458,111285,61360,173825
2022,TLD35,Greater Manchester South East,G-T,Services sector,8212,107935,61505,172820
2015,TLD36,Greater Manchester North West,A-E,Production sector,1842,24945,4460,27695
2016,TLD36,Greater Manchester North West,A-E,Production sector,1881,25430,3330,29715
2017,TLD36,Greater Manchester North West,A-E,Production sector,1910,26115,2725,29395
2018,TLD36,Greater Manchester North West,A-E,Production sector,1938,25355,2460,28895
2019,TLD36,Greater Manchester North West,A-E,Production sector,1975,26530,2560,29615
2020,TLD36,Greater Manchester North West,A-E,Production sector,2226,24760,3165,28945
2021,TLD36,Greater Manchester North West,A-E,Production sector,2022,23315,2040,26150
2022,TLD36,Greater Manchester North West,A-E,Production sector,2283,24795,2645,28215
2015,TLD36,Greater Manchester North West,F (41-43),Construction,750,10970,1470,12430
2016,TLD36,Greater Manchester North West,F (41-43),Construction,788,10015,1300,11675
2017,TLD36,Greater Manchester North West,F (41-43),Construction,777,11680,1440,13760
2018,TLD36,Greater Manchester North West,F (41-43),Construction,838,11710,1920,13945
2019,TLD36,Greater Manchester North West,F (41-43),Construction,785,12170,1825,14445
2020,TLD36,Greater Manchester North West,F (41-43),Construction,804,11025,1120,12750
2021,TLD36,Greater Manchester North West,F (41-43),Construction,874,15325,2230,18605
2022,TLD36,Greater Manchester North West,F (41-43),Construction,1048,16250,1740,18825
2015,TLD36,Greater Manchester North West,G-T,Services sector,6265,101365,132900,171940
2016,TLD36,Greater Manchester North West,G-T,Services sector,6439,99065,70420,173655
2017,TLD36,Greater Manchester North West,G-T,Services sector,6907,104470,69730,179970
2018,TLD36,Greater Manchester North West,G-T,Services sector,7186,104385,70170,179865
2019,TLD36,Greater Manchester North West,G-T,Services sector,7139,109850,67635,180815
2020,TLD36,Greater Manchester North West,G-T,Services sector,7233,107770,68645,180120
2021,TLD36,Greater Manchester North West,G-T,Services sector,7837,112375,68230,185025
2022,TLD36,Greater Manchester North West,G-T,Services sector,8229,111900,70025,186270
2015,TLD37,Greater Manchester North East,A-E,Production sector,1803,27390,4550,31125
2016,TLD37,Greater Manchester North East,A-E,Production sector,1763,27255,2980,31770
2017,TLD37,Greater Manchester North East,A-E,Production sector,2011,28250,3145,32320
2018,TLD37,Greater Manchester North East,A-E,Production sector,2039,27695,2680,31815
2019,TLD37,Greater Manchester North East,A-E,Production sector,2086,26130,2075,29595
2020,TLD37,Greater Manchester North East,A-E,Production sector,1945,26490,3105,30995
2021,TLD37,Greater Manchester North East,A-E,Production sector,1909,25200,2560,28720
2022,TLD37,Greater Manchester North East,A-E,Production sector,2033,27265,2675,31090
2015,TLD37,Greater Manchester North East,F (41-43),Construction,650,10155,1450,11060
2016,TLD37,Greater Manchester North East,F (41-43),Construction,647,8970,1235,10545
2017,TLD37,Greater Manchester North East,F (41-43),Construction,700,10330,1485,12435
2018,TLD37,Greater Manchester North East,F (41-43),Construction,759,10380,2345,13390
2019,TLD37,Greater Manchester North East,F (41-43),Construction,694,10600,1895,13425
2020,TLD37,Greater Manchester North East,F (41-43),Construction,631,9335,1180,11280
2021,TLD37,Greater Manchester North East,F (41-43),Construction,740,13070,2295,16505
2022,TLD37,Greater Manchester North East,F (41-43),Construction,864,12865,1705,14995
2015,TLD37,Greater Manchester North East,G-T,Services sector,6334,108255,133660,180325
2016,TLD37,Greater Manchester North East,G-T,Services sector,6485,114970,66505,186700
2017,TLD37,Greater Manchester North East,G-T,Services sector,6645,114710,70985,186765
2018,TLD37,Greater Manchester North East,G-T,Services sector,6831,122065,67225,195605
2019,TLD37,Greater Manchester North East,G-T,Services sector,7379,120380,69015,192630
2020,TLD37,Greater Manchester North East,G-T,Services sector,7248,108920,65270,179375
2021,TLD37,Greater Manchester North East,G-T,Services sector,7391,118450,65995,188340
2022,TLD37,Greater Manchester North East,G-T,Services sector,7999,124150,67190,195825
2015,TLD41,Blackburn with Darwen,A-E,Production sector,662,9830,1820,11095
2016,TLD41,Blackburn with Darwen,A-E,Production sector,660,10625,1185,11925
2017,TLD41,Blackburn with Darwen,A-E,Production sector,675,10430,1255,12385
2018,TLD41,Blackburn with Darwen,A-E,Production sector,672,11250,1015,12670
2019,TLD41,Blackburn with Darwen,A-E,Production sector,680,10365,880,11495
2020,TLD41,Blackburn with Darwen,A-E,Production sector,702,9935,1535,11760
2021,TLD41,Blackburn with Darwen,A-E,Production sector,754,9655,910,11000
2022,TLD41,Blackburn with Darwen,A-E,Production sector,837,9505,1250,11150
2015,TLD41,Blackburn with Darwen,F (41-43),Construction,122,1640,240,1740
2016,TLD41,Blackburn with Darwen,F (41-43),Construction,119,1420,220,1680
2017,TLD41,Blackburn with Darwen,F (41-43),Construction,105,1400,230,1660
2018,TLD41,Blackburn with Darwen,F (41-43),Construction,113,1695,380,2190
2019,TLD41,Blackburn with Darwen,F (41-43),Construction,120,1405,240,1820
2020,TLD41,Blackburn with Darwen,F (41-43),Construction,110,1405,145,1645
2021,TLD41,Blackburn with Darwen,F (41-43),Construction,137,2145,385,2665
2022,TLD41,Blackburn with Darwen,F (41-43),Construction,202,2975,330,3325
2015,TLD41,Blackburn with Darwen,G-T,Services sector,1864,30190,45870,53560
2016,TLD41,Blackburn with Darwen,G-T,Services sector,2009,31805,21275,53315
2017,TLD41,Blackburn with Darwen,G-T,Services sector,2052,31190,20925,52035
2018,TLD41,Blackburn with Darwen,G-T,Services sector,2060,33280,21275,56900
2019,TLD41,Blackburn with Darwen,G-T,Services sector,2133,34465,19400,54620
2020,TLD41,Blackburn with Darwen,G-T,Services sector,2078,33810,20210,54885
2021,TLD41,Blackburn with Darwen,G-T,Services sector,2330,35755,21155,58805
2022,TLD41,Blackburn with Darwen,G-T,Services sector,2586,36975,20880,59285
2015,TLD42,Blackpool,A-E,Production sector,180,3425,380,3605
2016,TLD42,Blackpool,A-E,Production sector,181,3615,270,3960
2017,TLD42,Blackpool,A-E,Production sector,195,3820,235,4160
2018,TLD42,Blackpool,A-E,Production sector,195,3690,170,4005
2019,TLD42,Blackpool,A-E,Production sector,203,3630,225,3990
2020,TLD42,Blackpool,A-E,Production sector,221,3860,430,4420
2021,TLD42,Blackpool,A-E,Production sector,214,3485,180,3730
2022,TLD42,Blackpool,A-E,Production sector,258,3940,330,4420
2015,TLD42,Blackpool,F (41-43),Construction,79,1265,230,1470
2016,TLD42,Blackpool,F (41-43),Construction,79,925,160,1150
2017,TLD42,Blackpool,F (41-43),Construction,71,1140,210,1445
2018,TLD42,Blackpool,F (41-43),Construction,92,1120,270,1510
2019,TLD42,Blackpool,F (41-43),Construction,95,1025,305,1475
2020,TLD42,Blackpool,F (41-43),Construction,61,1020,150,1250
2021,TLD42,Blackpool,F (41-43),Construction,88,1495,300,1930
2022,TLD42,Blackpool,F (41-43),Construction,106,1550,255,1900
