DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME,JOBCOUNT_ALLINEMPLOYMENT
2021,TLC1,Tees Valley and Durham,C (10-33),Manufacturing,4263,40360,3520,44625
2022,TLC1,Tees Valley and Durham,C (10-33),Manufacturing,4694,42290,4735,47135
2015,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",506,1025,35,1040
2016,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",385,1250,260,1635
2017,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",323,1310,160,1495
2018,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",304,1660,55,1720
2019,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",339,3260,240,3650
2020,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",348,2220,60,2280
2021,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",244,1250,45,1310
2022,TLC1,Tees Valley and Durham,D (35),"Electricity, gas, steam and air conditioning supply",276,1535,355,1810
2015,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,451,3275,220,3320
2016,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,485,2590,180,2595
2017,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,465,5175,395,5775
2018,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,490,3760,285,4165
2019,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,440,2900,210,3150
2020,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,465,3570,360,4000
2021,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,489,3945,885,4870
2022,TLC1,Tees Valley and Durham,E (36-39),Water supply; sewerage and waste management,538,3885,470,4095
2015,TLC1,Tees Valley and Durham,F (41-43),Construction,1408,21125,2285,24270
2016,TLC1,Tees Valley and Durham,F (41-43),Construction,1407,17495,2020,21265
2017,TLC1,Tees Valley and Durham,F (41-43),Construction,1390,16495,4560,21495
2018,TLC1,Tees Valley and Durham,F (41-43),Construction,1529,22985,2625,25170
2019,TLC1,Tees Valley and Durham,F (41-43),Construction,1622,19270,2195,23980
2020,TLC1,Tees Valley and Durham,F (41-43),Construction,1278,16660,3385,20905
2021,TLC1,Tees Valley and Durham,F (41-43),Construction,1597,22850,1945,24925
2022,TLC1,Tees Valley and Durham,F (41-43),Construction,1795,21070,1750,24295
2015,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2218,34830,30250,66670
2016,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2043,32330,31225,66985
2017,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2030,32640,31175,65905
2018,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2163,33600,29355,65625
2019,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2040,32795,32280,67790
2020,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2125,30680,29290,61885
2021,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2346,32170,33080,67515
2022,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2487,29500,31400,64180
2015,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,792,15685,3775,20055
2016,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,792,16575,2585,20535
2017,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,796,15725,3465,19900
2018,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,840,17805,3830,21740
2019,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,919,18305,3755,22535
2020,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,893,19850,3495,24540
2021,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,920,24360,4625,29150
2022,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,1004,23120,3560,26695
2015,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,502,9950,21110,31900
2016,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,539,11210,19125,30925
2017,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,565,12580,21245,36250
2018,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,574,9445,17735,28750
2019,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,613,8780,19875,30510
2020,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,333,10020,21700,33875
2021,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,543,11760,24105,35325
2022,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,721,11540,20585,31175
2015,TLC1,Tees Valley and Durham,J (58-63),Information and communication,869,7645,1475,9005
2016,TLC1,Tees Valley and Durham,J (58-63),Information and communication,773,5335,1320,6915
2017,TLC1,Tees Valley and Durham,J (58-63),Information and communication,737,8265,1255,9610
2018,TLC1,Tees Valley and Durham,J (58-63),Information and communication,681,5950,1365,7535
2019,TLC1,Tees Valley and Durham,J (58-63),Information and communication,630,6010,1175,7125
2020,TLC1,Tees Valley and Durham,J (58-63),Information and communication,598,7530,1710,9430
2021,TLC1,Tees Valley and Durham,J (58-63),Information and communication,713,8030,2095,10325
2022,TLC1,Tees Valley and Durham,J (58-63),Information and communication,829,8635,1290,10125
2015,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,875,6255,1715,8280
2016,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,930,5985,1425,7635
2017,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,1000,6135,1985,8260
2018,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,969,6990,2035,9095
2019,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,987,6845,1665,8685
2020,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,856,5420,1785,7210
2021,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,885,4895,1430,6130
2022,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,1012,7550,1490,9505
2015,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",964,28310,3820,32705
2016,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",966,20810,4870,27115
2017,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",976,16155,7005,24645
2018,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",944,16290,3415,20260
2019,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",968,21400,4735,27410
2020,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",952,15380,5080,21165
2021,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1128,24185,5920,30355
