DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME
2017,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,30,520,60
2018,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,26,405,80
2019,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,20,500,55
2020,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,31,655,130
2021,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,20,210,35
2022,TLI54,Enfield,CC (16-18),Manufacture of wood and paper products and printing,19,370,115
2015,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",27,470,120
2016,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",24,370,50
2017,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",26,285,110
2018,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",23,385,45
2019,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",28,410,50
2020,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",26,260,80
2021,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",25,305,0
2022,TLI54,Enfield,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",23,235,20
2015,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,104,850,100
2016,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,103,1035,60
2017,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,98,610,30
2018,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,136,685,25
2019,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,110,790,60
2020,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,237,540,35
2021,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,149,290,40
2022,TLI54,Enfield,CH (24-25),Manufacture of basic and fabricated metal products,124,650,390
2015,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",15,215,20
2016,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",14,250,15
2017,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",11,220,10
2018,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",16,230,20
2019,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",15,325,20
2020,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",12,305,10
2021,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",16,270,15
2022,TLI54,Enfield,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",20,215,10
2015,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,5,135,50
2016,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,5,110,0
2017,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,4,25,0
2018,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,4,30,0
2019,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,4,20,0
2020,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,5,85,0
2021,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,3,140,5
2022,TLI54,Enfield,CK-CL (28-30),Manufacture of machinery and transport equipment,7,45,0
2015,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",11,300,60
2016,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",12,270,60
2017,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",15,190,40
2018,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",11,340,30
2019,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",11,165,50
2020,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",9,180,15
2021,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",12,165,85
2022,TLI54,Enfield,CM (31-33),"Other manufacturing, repair and installation",14,280,20
2015,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",215,815,200
2016,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",218,820,130
2017,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",199,875,10
2018,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",225,805,10
2019,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",241,585,15
2020,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",215,950,40
2021,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",172,925,75
2022,TLI54,Enfield,DE (35-39),"Electricity, gas, water; sewerage and waste management",177,1235,180
2015,TLI54,Enfield,41,Construction of buildings,585,1175,650
2016,TLI54,Enfield,41,Construction of buildings,578,1800,550
2017,TLI54,Enfield,41,Construction of buildings,488,2025,550
2018,TLI54,Enfield,41,Construction of buildings,648,1850,1050
2019,TLI54,Enfield,41,Construction of buildings,682,2600,600
2020,TLI54,Enfield,41,Construction of buildings,671,1925,525
2021,TLI54,Enfield,41,Construction of buildings,696,1650,675
2022,TLI54,Enfield,41,Construction of buildings,538,2450,900
2015,TLI54,Enfield,42,Civil engineering,104,950,290
2016,TLI54,Enfield,42,Civil engineering,100,840,150
2017,TLI54,Enfield,42,Civil engineering,116,895,115
2018,TLI54,Enfield,42,Civil engineering,129,590,350
2019,TLI54,Enfield,42,Civil engineering,117,815,130
2020,TLI54,Enfield,42,Civil engineering,97,680,120
2021,TLI54,Enfield,42,Civil engineering,76,765,275
2022,TLI54,Enfield,42,Civil engineering,85,610,105
2015,TLI54,Enfield,43,Specialised construction activities,265,2045,900
2016,TLI54,Enfield,43,Specialised construction activities,270,2745,365
2017,TLI54,Enfield,43,Specialised construction activities,255,3395,920
2018,TLI54,Enfield,43,Specialised construction activities,248,2725,620
2019,TLI54,Enfield,43,Specialised construction activities,249,3025,790
2020,TLI54,Enfield,43,Specialised construction activities,190,2755,595
2021,TLI54,Enfield,43,Specialised construction activities,258,3400,1095
2022,TLI54,Enfield,43,Specialised construction activities,249,2600,935
2015,TLI54,Enfield,45,Motor trades,131,1625,860
2016,TLI54,Enfield,45,Motor trades,138,1350,320
2017,TLI54,Enfield,45,Motor trades,117,1745,300
2018,TLI54,Enfield,45,Motor trades,97,1700,375
2019,TLI54,Enfield,45,Motor trades,85,1880,675
2020,TLI54,Enfield,45,Motor trades,62,1560,285
2021,TLI54,Enfield,45,Motor trades,85,1370,490
2022,TLI54,Enfield,45,Motor trades,77,1285,380
2015,TLI54,Enfield,46,Wholesale trade,338,5295,1690
2016,TLI54,Enfield,46,Wholesale trade,311,4515,1160
2017,TLI54,Enfield,46,Wholesale trade,314,4960,1155
2018,TLI54,Enfield,46,Wholesale trade,291,5340,1100
2019,TLI54,Enfield,46,Wholesale trade,269,5420,1105
2020,TLI54,Enfield,46,Wholesale trade,183,5680,1210
2021,TLI54,Enfield,46,Wholesale trade,339,5770,1110
2022,TLI54,Enfield,46,Wholesale trade,323,5270,1285
2015,TLI54,Enfield,47,Retail trade,416,5570,14620
2016,TLI54,Enfield,47,Retail trade,424,4920,6535
2017,TLI54,Enfield,47,Retail trade,472,5335,7285
2018,TLI54,Enfield,47,Retail trade,442,5795,7065
2019,TLI54,Enfield,47,Retail trade,453,4660,6305
2020,TLI54,Enfield,47,Retail trade,379,5920,7260
2021,TLI54,Enfield,47,Retail trade,378,5540,7175
2022,TLI54,Enfield,47,Retail trade,364,5650,7005
2015,TLI54,Enfield,49-51,"Land, water and air transport",170,2115,450
2016,TLI54,Enfield,49-51,"Land, water and air transport",182,2130,635
2017,TLI54,Enfield,49-51,"Land, water and air transport",177,2250,580
2018,TLI54,Enfield,49-51,"Land, water and air transport",178,1935,255
2019,TLI54,Enfield,49-51,"Land, water and air transport",194,2465,820
2020,TLI54,Enfield,49-51,"Land, water and air transport",106,2840,785
2021,TLI54,Enfield,49-51,"Land, water and air transport",138,2285,290
2022,TLI54,Enfield,49-51,"Land, water and air transport",150,2340,530
2015,TLI54,Enfield,52,Warehousing and transport support activities,102,2160,780
2016,TLI54,Enfield,52,Warehousing and transport support activities,87,2955,335
2017,TLI54,Enfield,52,Warehousing and transport support activities,96,2870,340
2018,TLI54,Enfield,52,Warehousing and transport support activities,113,2840,330
2019,TLI54,Enfield,52,Warehousing and transport support activities,128,3345,300
2020,TLI54,Enfield,52,Warehousing and transport support activities,120,3220,730
2021,TLI54,Enfield,52,Warehousing and transport support activities,130,3290,945
2022,TLI54,Enfield,52,Warehousing and transport support activities,175,2910,845
2015,TLI54,Enfield,53,Postal and courier activities,74,755,190
2016,TLI54,Enfield,53,Postal and courier activities,74,655,155
2017,TLI54,Enfield,53,Postal and courier activities,68,705,130
2018,TLI54,Enfield,53,Postal and courier activities,76,800,110
2019,TLI54,Enfield,53,Postal and courier activities,96,1025,300
2020,TLI54,Enfield,53,Postal and courier activities,93,970,330
2021,TLI54,Enfield,53,Postal and courier activities,86,1095,400
2022,TLI54,Enfield,53,Postal and courier activities,92,990,335
2015,TLI54,Enfield,55,Accommodation,34,550,420
2016,TLI54,Enfield,55,Accommodation,32,1325,180
2017,TLI54,Enfield,55,Accommodation,38,1345,180
2018,TLI54,Enfield,55,Accommodation,50,630,210
2019,TLI54,Enfield,55,Accommodation,41,665,185
2020,TLI54,Enfield,55,Accommodation,9,625,180
2021,TLI54,Enfield,55,Accommodation,22,425,310
2022,TLI54,Enfield,55,Accommodation,17,645,305
2015,TLI54,Enfield,56,Food and beverage service activities,126,2470,4740
2016,TLI54,Enfield,56,Food and beverage service activities,135,2645,2345
2017,TLI54,Enfield,56,Food and beverage service activities,127,2335,2690
2018,TLI54,Enfield,56,Food and beverage service activities,112,2720,3115
2019,TLI54,Enfield,56,Food and beverage service activities,129,2660,3215
2020,TLI54,Enfield,56,Food and beverage service activities,75,2560,3065
2021,TLI54,Enfield,56,Food and beverage service activities,106,2925,3300
2022,TLI54,Enfield,56,Food and beverage service activities,114,2975,3650
2015,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,38,280,360
2016,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,38,270,190
2017,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,28,300,200
2018,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,23,315,200
2019,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,23,265,185
2020,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,21,300,185
2021,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,27,335,210
2022,TLI54,Enfield,58-60,Publishing; film and TV production and broadcasting,29,410,150
2015,TLI54,Enfield,61-63,Telecommunications; information technology,178,2570,580
2016,TLI54,Enfield,61-63,Telecommunications; information technology,217,2440,450
2017,TLI54,Enfield,61-63,Telecommunications; information technology,237,2665,440
2018,TLI54,Enfield,61-63,Telecommunications; information technology,276,2240,360
2019,TLI54,Enfield,61-63,Telecommunications; information technology,335,2625,405
2020,TLI54,Enfield,61-63,Telecommunications; information technology,267,2035,355
2021,TLI54,Enfield,61-63,Telecommunications; information technology,238,2505,285
2022,TLI54,Enfield,61-63,Telecommunications; information technology,346,2535,265
2015,TLI54,Enfield,64,Financial service activities,107,735,530
2016,TLI54,Enfield,64,Financial service activities,91,675,235
2017,TLI54,Enfield,64,Financial service activities,97,620,205
2018,TLI54,Enfield,64,Financial service activities,92,600,215
2019,TLI54,Enfield,64,Financial service activities,82,625,220
2020,TLI54,Enfield,64,Financial service activities,60,640,195
2021,TLI54,Enfield,64,Financial service activities,59,760,235
2022,TLI54,Enfield,64,Financial service activities,53,630,150
2015,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",116,480,140
2016,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",182,565,95
2017,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",161,660,85
2018,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",126,530,70
2019,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",96,560,65
2020,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",68,495,45
2021,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",28,510,80
2022,TLI54,Enfield,65-66,"Insurance, pension funding and auxiliary financial activities",30,265,40
2015,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",489,1865,840
2016,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",457,1260,325
2017,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",493,1435,390
2018,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",595,1335,565
2019,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",616,1670,430
2020,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",612,1315,425
2021,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",627,1325,555
2022,TLI54,Enfield,68,"Real estate activities, excluding imputed rental",592,1650,665
2015,TLI54,Enfield,69,Legal and accounting activities,103,1055,670
2016,TLI54,Enfield,69,Legal and accounting activities,120,1115,365
2017,TLI54,Enfield,69,Legal and accounting activities,103,1215,520
2018,TLI54,Enfield,69,Legal and accounting activities,85,1345,350
2019,TLI54,Enfield,69,Legal and accounting activities,77,1195,400
2020,TLI54,Enfield,69,Legal and accounting activities,67,1385,475
2021,TLI54,Enfield,69,Legal and accounting activities,58,1840,375
2022,TLI54,Enfield,69,Legal and accounting activities,58,1510,385
2015,TLI54,Enfield,70,Head offices and management consultancy,65,1260,480
2016,TLI54,Enfield,70,Head offices and management consultancy,69,1240,265
2017,TLI54,Enfield,70,Head offices and management consultancy,70,1255,330
2018,TLI54,Enfield,70,Head offices and management consultancy,65,1350,230
2019,TLI54,Enfield,70,Head offices and management consultancy,70,985,295
2020,TLI54,Enfield,70,Head offices and management consultancy,43,955,295
2021,TLI54,Enfield,70,Head offices and management consultancy,39,1140,230
2022,TLI54,Enfield,70,Head offices and management consultancy,29,1225,240
2015,TLI54,Enfield,71,Architectural and engineering activities,52,825,160
2016,TLI54,Enfield,71,Architectural and engineering activities,49,1000,120
2017,TLI54,Enfield,71,Architectural and engineering activities,39,500,60
2018,TLI54,Enfield,71,Architectural and engineering activities,40,705,110
2019,TLI54,Enfield,71,Architectural and engineering activities,29,650,145
2020,TLI54,Enfield,71,Architectural and engineering activities,15,690,160
2021,TLI54,Enfield,71,Architectural and engineering activities,25,675,115
2022,TLI54,Enfield,71,Architectural and engineering activities,33,1185,185
2015,TLI54,Enfield,72-73,Research and development; advertising and market research,48,285,40
2016,TLI54,Enfield,72-73,Research and development; advertising and market research,40,330,70
2017,TLI54,Enfield,72-73,Research and development; advertising and market research,51,165,25
2018,TLI54,Enfield,72-73,Research and development; advertising and market research,46,230,35
2019,TLI54,Enfield,72-73,Research and development; advertising and market research,77,320,35
2020,TLI54,Enfield,72-73,Research and development; advertising and market research,86,165,25
2021,TLI54,Enfield,72-73,Research and development; advertising and market research,99,305,35
2022,TLI54,Enfield,72-73,Research and development; advertising and market research,80,300,35
2015,TLI54,Enfield,74,"Other professional, scientific and technical activities",34,400,130
2016,TLI54,Enfield,74,"Other professional, scientific and technical activities",35,885,130
2017,TLI54,Enfield,74,"Other professional, scientific and technical activities",33,525,65
2018,TLI54,Enfield,74,"Other professional, scientific and technical activities",33,570,180
2019,TLI54,Enfield,74,"Other professional, scientific and technical activities",42,425,105
2020,TLI54,Enfield,74,"Other professional, scientific and technical activities",25,445,80
2021,TLI54,Enfield,74,"Other professional, scientific and technical activities",26,710,135
2022,TLI54,Enfield,74,"Other professional, scientific and technical activities",30,465,105
2015,TLI54,Enfield,75,Veterinary activities,10,100,30
2016,TLI54,Enfield,75,Veterinary activities,10,45,15
2017,TLI54,Enfield,75,Veterinary activities,9,45,15
2018,TLI54,Enfield,75,Veterinary activities,12,75,25
2019,TLI54,Enfield,75,Veterinary activities,11,75,25
2020,TLI54,Enfield,75,Veterinary activities,6,100,30
2021,TLI54,Enfield,75,Veterinary activities,7,45,10
2022,TLI54,Enfield,75,Veterinary activities,10,45,20
2015,TLI54,Enfield,77,Rental and leasing activities,86,480,220
2016,TLI54,Enfield,77,Rental and leasing activities,87,345,60
2017,TLI54,Enfield,77,Rental and leasing activities,81,325,160
2018,TLI54,Enfield,77,Rental and leasing activities,85,345,255
2019,TLI54,Enfield,77,Rental and leasing activities,78,555,130
2020,TLI54,Enfield,77,Rental and leasing activities,56,325,90
2021,TLI54,Enfield,77,Rental and leasing activities,69,160,25
2022,TLI54,Enfield,77,Rental and leasing activities,62,410,55
2015,TLI54,Enfield,78-80,Employment activities; tourism and security services,270,2510,2370
2016,TLI54,Enfield,78-80,Employment activities; tourism and security services,175,2495,1150
2017,TLI54,Enfield,78-80,Employment activities; tourism and security services,157,2790,1670
2018,TLI54,Enfield,78-80,Employment activities; tourism and security services,169,2700,1440
2019,TLI54,Enfield,78-80,Employment activities; tourism and security services,174,2285,1570
2020,TLI54,Enfield,78-80,Employment activities; tourism and security services,124,1970,1585
2021,TLI54,Enfield,78-80,Employment activities; tourism and security services,168,3300,930
2022,TLI54,Enfield,78-80,Employment activities; tourism and security services,173,2935,1570
2015,TLI54,Enfield,81,Services to buildings and landscape activities,41,1850,5390
2016,TLI54,Enfield,81,Services to buildings and landscape activities,48,970,2835
2017,TLI54,Enfield,81,Services to buildings and landscape activities,55,870,2850
2018,TLI54,Enfield,81,Services to buildings and landscape activities,45,1245,2915
2019,TLI54,Enfield,81,Services to buildings and landscape activities,49,885,3335
2020,TLI54,Enfield,81,Services to buildings and landscape activities,47,1010,2560
2021,TLI54,Enfield,81,Services to buildings and landscape activities,45,1690,1950
2022,TLI54,Enfield,81,Services to buildings and landscape activities,49,1150,2130
2015,TLI54,Enfield,82,Office administration and business support activities,55,1180,420
2016,TLI54,Enfield,82,Office administration and business support activities,55,1255,385
2017,TLI54,Enfield,82,Office administration and business support activities,46,1660,515
2018,TLI54,Enfield,82,Office administration and business support activities,43,800,340
2019,TLI54,Enfield,82,Office administration and business support activities,42,1275,335
2020,TLI54,Enfield,82,Office administration and business support activities,42,890,225
2021,TLI54,Enfield,82,Office administration and business support activities,37,1435,370
2022,TLI54,Enfield,82,Office administration and business support activities,40,1935,545
2015,TLI54,Enfield,O (84),Public administration and defence,247,3120,1120
2016,TLI54,Enfield,O (84),Public administration and defence,260,2860,460
2017,TLI54,Enfield,O (84),Public administration and defence,263,2710,640
2018,TLI54,Enfield,O (84),Public administration and defence,251,1685,1740
2019,TLI54,Enfield,O (84),Public administration and defence,233,2730,460
2020,TLI54,Enfield,O (84),Public administration and defence,228,3170,800
2021,TLI54,Enfield,O (84),Public administration and defence,225,3490,620
2022,TLI54,Enfield,O (84),Public administration and defence,201,2670,520
2015,TLI54,Enfield,P (85),Education,391,5855,12400
2016,TLI54,Enfield,P (85),Education,358,4140,6905
2017,TLI54,Enfield,P (85),Education,355,4660,6380
2018,TLI54,Enfield,P (85),Education,372,5260,5745
2019,TLI54,Enfield,P (85),Education,389,4455,5240
2020,TLI54,Enfield,P (85),Education,297,4960,5470
2021,TLI54,Enfield,P (85),Education,334,5000,5645
2022,TLI54,Enfield,P (85),Education,381,5340,5605
2015,TLI54,Enfield,86,Human health activities,450,6650,5470
2016,TLI54,Enfield,86,Human health activities,459,6525,2940
2017,TLI54,Enfield,86,Human health activities,488,6730,3240
2018,TLI54,Enfield,86,Human health activities,444,6215,2540
2019,TLI54,Enfield,86,Human health activities,474,5400,3475
2020,TLI54,Enfield,86,Human health activities,246,6800,3020
2021,TLI54,Enfield,86,Human health activities,387,6500,2465
2022,TLI54,Enfield,86,Human health activities,482,7750,3040
2015,TLI54,Enfield,87,Residential care activities,134,1950,1800
2016,TLI54,Enfield,87,Residential care activities,155,1525,670
2017,TLI54,Enfield,87,Residential care activities,134,1650,840
2018,TLI54,Enfield,87,Residential care activities,148,2050,1200
2019,TLI54,Enfield,87,Residential care activities,160,1575,790
2020,TLI54,Enfield,87,Residential care activities,137,1825,1025
2021,TLI54,Enfield,87,Residential care activities,95,1925,1125
2022,TLI54,Enfield,87,Residential care activities,114,1775,1000
2015,TLI54,Enfield,88,Social work activities,104,2500,3200
2016,TLI54,Enfield,88,Social work activities,126,2300,1500
2017,TLI54,Enfield,88,Social work activities,162,2200,2100
2018,TLI54,Enfield,88,Social work activities,165,2200,1600
2019,TLI54,Enfield,88,Social work activities,135,2300,1600
2020,TLI54,Enfield,88,Social work activities,106,2300,1650
2021,TLI54,Enfield,88,Social work activities,110,2000,1600
2022,TLI54,Enfield,88,Social work activities,130,2100,1150
2015,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",57,235,260
2016,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",48,235,95
2017,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",46,245,95
2018,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",46,165,100
2019,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",51,255,120
2020,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",35,140,105
2021,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",45,270,170
2022,TLI54,Enfield,90-91,"Creative, arts, entertainment and cultural activities",49,775,125
2015,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,87,775,1490
2016,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,82,850,845
2017,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,98,960,915
2018,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,94,665,1020
2019,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,103,765,870
2020,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,81,825,860
2021,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,95,720,1130
2022,TLI54,Enfield,92-93,Gambling and betting; sports and recreation activities,126,780,930
2015,TLI54,Enfield,94,Activities of membership organisations,11,270,530
2016,TLI54,Enfield,94,Activities of membership organisations,11,275,185
2017,TLI54,Enfield,94,Activities of membership organisations,12,280,185
2018,TLI54,Enfield,94,Activities of membership organisations,12,355,400
2019,TLI54,Enfield,94,Activities of membership organisations,13,305,215
2020,TLI54,Enfield,94,Activities of membership organisations,14,315,265
2021,TLI54,Enfield,94,Activities of membership organisations,18,355,295
2022,TLI54,Enfield,94,Activities of membership organisations,23,250,150
2015,TLI54,Enfield,95,"Repair of computers, personal and household goods",21,155,50
2016,TLI54,Enfield,95,"Repair of computers, personal and household goods",24,205,80
2017,TLI54,Enfield,95,"Repair of computers, personal and household goods",24,65,30
2018,TLI54,Enfield,95,"Repair of computers, personal and household goods",22,265,40
2019,TLI54,Enfield,95,"Repair of computers, personal and household goods",18,220,40
2020,TLI54,Enfield,95,"Repair of computers, personal and household goods",14,250,50
2021,TLI54,Enfield,95,"Repair of computers, personal and household goods",9,145,30
2022,TLI54,Enfield,95,"Repair of computers, personal and household goods",5,330,35
2015,TLI54,Enfield,96,Other personal service activities,93,840,730
2016,TLI54,Enfield,96,Other personal service activities,102,970,685
2017,TLI54,Enfield,96,Other personal service activities,100,935,560
2018,TLI54,Enfield,96,Other personal service activities,100,580,415
2019,TLI54,Enfield,96,Other personal service activities,85,910,495
2020,TLI54,Enfield,96,Other personal service activities,80,650,500
2021,TLI54,Enfield,96,Other personal service activities,86,1205,540
2022,TLI54,Enfield,96,Other personal service activities,96,1055,600
2015,TLI54,Enfield,T (97-98),Activities of households,23,0,0
2016,TLI54,Enfield,T (97-98),Activities of households,28,0,0
2017,TLI54,Enfield,T (97-98),Activities of households,29,0,0
2018,TLI54,Enfield,T (97-98),Activities of households,31,0,0
2019,TLI54,Enfield,T (97-98),Activities of households,31,0,0
2020,TLI54,Enfield,T (97-98),Activities of households,26,0,0
2021,TLI54,Enfield,T (97-98),Activities of households,17,0,0
2022,TLI54,Enfield,T (97-98),Activities of households,13,0,0
2015,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",6,330,60
2016,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,260,40
2017,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,295,20
2018,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,85,20
2019,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,120,15
2020,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",6,100,15
2021,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,215,15
2022,TLI61,Bromley,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,225,55
2015,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",16,295,80
2016,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",13,245,10
2017,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",12,305,50
2018,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",16,335,50
2019,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",18,350,105
2020,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",13,300,85
2021,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",19,305,95
2022,TLI61,Bromley,CA (10-12),"Manufacture of food, beverages and tobacco",14,250,55
2015,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,125,20
2016,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,60,25
2017,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,75,40
2018,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",6,50,10
2019,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",4,50,10
2020,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",5,20,15
2021,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",4,20,25
2022,TLI61,Bromley,CB (13-15),"Manufacture of textiles, wearing apparel and leather",3,60,20
2015,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,12,465,50
2016,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,15,200,35
2017,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,20,315,45
2018,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,21,360,75
2019,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,21,390,55
2020,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,23,540,80
2021,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,16,190,40
2022,TLI61,Bromley,CC (16-18),Manufacture of wood and paper products and printing,17,290,60
2015,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",13,250,20
2016,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",11,255,15
2017,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",10,70,35
2018,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",9,115,20
2019,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",8,85,5
2020,TLI61,Bromley,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2,30,20
