DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME
2018,TLG22,Shropshire,77,Rental and leasing activities,144,760,100
2019,TLG22,Shropshire,77,Rental and leasing activities,141,790,70
2020,TLG22,Shropshire,77,Rental and leasing activities,103,780,130
2021,TLG22,Shropshire,77,Rental and leasing activities,98,885,95
2022,TLG22,Shropshire,77,Rental and leasing activities,97,410,185
2015,TLG22,Shropshire,78-80,Employment activities; tourism and security services,73,1825,1490
2016,TLG22,Shropshire,78-80,Employment activities; tourism and security services,76,1545,550
2017,TLG22,Shropshire,78-80,Employment activities; tourism and security services,60,1560,510
2018,TLG22,Shropshire,78-80,Employment activities; tourism and security services,46,1540,920
2019,TLG22,Shropshire,78-80,Employment activities; tourism and security services,47,1420,1325
2020,TLG22,Shropshire,78-80,Employment activities; tourism and security services,49,1585,855
2021,TLG22,Shropshire,78-80,Employment activities; tourism and security services,62,2055,840
2022,TLG22,Shropshire,78-80,Employment activities; tourism and security services,60,1700,730
2015,TLG22,Shropshire,81,Services to buildings and landscape activities,47,855,1430
2016,TLG22,Shropshire,81,Services to buildings and landscape activities,57,860,820
2017,TLG22,Shropshire,81,Services to buildings and landscape activities,73,765,1110
2018,TLG22,Shropshire,81,Services to buildings and landscape activities,55,855,635
2019,TLG22,Shropshire,81,Services to buildings and landscape activities,48,880,565
2020,TLG22,Shropshire,81,Services to buildings and landscape activities,31,1660,1045
2021,TLG22,Shropshire,81,Services to buildings and landscape activities,37,1290,765
2022,TLG22,Shropshire,81,Services to buildings and landscape activities,39,945,850
2015,TLG22,Shropshire,82,Office administration and business support activities,34,580,450
2016,TLG22,Shropshire,82,Office administration and business support activities,30,570,190
2017,TLG22,Shropshire,82,Office administration and business support activities,38,570,265
2018,TLG22,Shropshire,82,Office administration and business support activities,39,670,345
2019,TLG22,Shropshire,82,Office administration and business support activities,35,650,350
2020,TLG22,Shropshire,82,Office administration and business support activities,38,690,775
2021,TLG22,Shropshire,82,Office administration and business support activities,74,1025,330
2022,TLG22,Shropshire,82,Office administration and business support activities,65,635,300
2015,TLG22,Shropshire,O (84),Public administration and defence,400,3675,3130
2016,TLG22,Shropshire,O (84),Public administration and defence,428,3575,1520
2017,TLG22,Shropshire,O (84),Public administration and defence,426,3350,1420
2018,TLG22,Shropshire,O (84),Public administration and defence,426,3325,1405
2019,TLG22,Shropshire,O (84),Public administration and defence,460,3830,1250
2020,TLG22,Shropshire,O (84),Public administration and defence,418,3670,1345
2021,TLG22,Shropshire,O (84),Public administration and defence,419,3270,1225
2022,TLG22,Shropshire,O (84),Public administration and defence,430,3425,1195
2015,TLG22,Shropshire,P (85),Education,384,5435,11560
2016,TLG22,Shropshire,P (85),Education,395,5660,5230
2017,TLG22,Shropshire,P (85),Education,392,4945,5545
2018,TLG22,Shropshire,P (85),Education,403,5635,5285
2019,TLG22,Shropshire,P (85),Education,425,5030,5535
2020,TLG22,Shropshire,P (85),Education,318,5440,5295
2021,TLG22,Shropshire,P (85),Education,365,5630,5205
2022,TLG22,Shropshire,P (85),Education,409,5455,5255
2015,TLG22,Shropshire,86,Human health activities,415,5210,8680
2016,TLG22,Shropshire,86,Human health activities,412,5875,5350
2017,TLG22,Shropshire,86,Human health activities,436,6105,4335
2018,TLG22,Shropshire,86,Human health activities,480,6035,4725
2019,TLG22,Shropshire,86,Human health activities,455,5900,4680
2020,TLG22,Shropshire,86,Human health activities,283,6215,4570
2021,TLG22,Shropshire,86,Human health activities,448,6525,6925
2022,TLG22,Shropshire,86,Human health activities,515,7775,5330
2015,TLG22,Shropshire,87,Residential care activities,80,2725,3670
2016,TLG22,Shropshire,87,Residential care activities,91,2800,2595
2017,TLG22,Shropshire,87,Residential care activities,86,3025,2450
2018,TLG22,Shropshire,87,Residential care activities,93,3025,2025
2019,TLG22,Shropshire,87,Residential care activities,95,2875,1880
2020,TLG22,Shropshire,87,Residential care activities,91,2725,1850
2021,TLG22,Shropshire,87,Residential care activities,101,3250,2025
2022,TLG22,Shropshire,87,Residential care activities,146,3080,2110
2015,TLG22,Shropshire,88,Social work activities,76,1250,3300
2016,TLG22,Shropshire,88,Social work activities,69,1550,1750
2017,TLG22,Shropshire,88,Social work activities,65,1600,2200
2018,TLG22,Shropshire,88,Social work activities,61,1400,2050
2019,TLG22,Shropshire,88,Social work activities,56,1800,1750
2020,TLG22,Shropshire,88,Social work activities,63,1600,1750
2021,TLG22,Shropshire,88,Social work activities,83,1750,1850
2022,TLG22,Shropshire,88,Social work activities,80,2450,2050
2015,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",12,285,830
2016,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",15,260,405
2017,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",16,190,370
2018,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",13,185,225
2019,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",14,425,305
2020,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",7,245,215
2021,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",16,220,180
2022,TLG22,Shropshire,90-91,"Creative, arts, entertainment and cultural activities",19,295,265
2015,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,55,1605,2160
2016,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,65,1195,1735
2017,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,66,1335,1675
2018,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,58,995,950
2019,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,58,1000,1200
2020,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,28,1095,1025
2021,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,35,1875,1220
2022,TLG22,Shropshire,92-93,Gambling and betting; sports and recreation activities,44,880,1140
2015,TLG22,Shropshire,94,Activities of membership organisations,16,375,1040
2016,TLG22,Shropshire,94,Activities of membership organisations,17,465,650
2017,TLG22,Shropshire,94,Activities of membership organisations,24,410,630
2018,TLG22,Shropshire,94,Activities of membership organisations,22,685,780
2019,TLG22,Shropshire,94,Activities of membership organisations,19,565,680
2020,TLG22,Shropshire,94,Activities of membership organisations,19,580,655
2021,TLG22,Shropshire,94,Activities of membership organisations,21,520,640
2022,TLG22,Shropshire,94,Activities of membership organisations,27,470,670
2015,TLG22,Shropshire,95,"Repair of computers, personal and household goods",3,80,0
2016,TLG22,Shropshire,95,"Repair of computers, personal and household goods",3,175,20
2017,TLG22,Shropshire,95,"Repair of computers, personal and household goods",3,135,0
2018,TLG22,Shropshire,95,"Repair of computers, personal and household goods",2,85,65
2019,TLG22,Shropshire,95,"Repair of computers, personal and household goods",2,30,5
2020,TLG22,Shropshire,95,"Repair of computers, personal and household goods",2,170,25
2021,TLG22,Shropshire,95,"Repair of computers, personal and household goods",3,65,55
2022,TLG22,Shropshire,95,"Repair of computers, personal and household goods",5,55,0
2015,TLG22,Shropshire,96,Other personal service activities,101,1450,1130
2016,TLG22,Shropshire,96,Other personal service activities,87,1120,655
2017,TLG22,Shropshire,96,Other personal service activities,89,1175,740
2018,TLG22,Shropshire,96,Other personal service activities,104,1065,740
2019,TLG22,Shropshire,96,Other personal service activities,109,965,590
2020,TLG22,Shropshire,96,Other personal service activities,76,1225,850
2021,TLG22,Shropshire,96,Other personal service activities,123,720,425
2022,TLG22,Shropshire,96,Other personal service activities,138,1675,975
2015,TLG22,Shropshire,T (97-98),Activities of households,8,0,0
2016,TLG22,Shropshire,T (97-98),Activities of households,7,0,0
2017,TLG22,Shropshire,T (97-98),Activities of households,6,0,0
2018,TLG22,Shropshire,T (97-98),Activities of households,6,0,0
2019,TLG22,Shropshire,T (97-98),Activities of households,9,0,0
2020,TLG22,Shropshire,T (97-98),Activities of households,6,0,0
2021,TLG22,Shropshire,T (97-98),Activities of households,10,0,0
2022,TLG22,Shropshire,T (97-98),Activities of households,9,0,0
2015,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,110,0
2016,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,20,0
2017,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,60,0
2018,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,40,0
2019,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,190,0
2020,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",3,70,10
2021,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,35,0
2022,TLG23,Stoke-on-Trent,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",6,65,0
2015,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",45,900,900
2016,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",59,820,410
2017,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",57,560,200
2018,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",52,560,210
2019,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",51,600,225
2020,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",51,770,220
2021,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",89,600,210
2022,TLG23,Stoke-on-Trent,CA (10-12),"Manufacture of food, beverages and tobacco",83,695,340
2015,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",4,125,30
2016,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",6,80,35
2017,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,125,35
2018,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,135,10
2019,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,150,140
2020,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",3,195,10
2021,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,40,15
2022,TLG23,Stoke-on-Trent,CB (13-15),"Manufacture of textiles, wearing apparel and leather",8,45,10
2015,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,24,805,250
2016,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,28,660,90
2017,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,25,795,70
2018,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,29,555,75
2019,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,41,735,100
2020,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,52,675,185
2021,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,58,640,40
2022,TLG23,Stoke-on-Trent,CC (16-18),Manufacture of wood and paper products and printing,61,1065,225
2015,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",390,6675,1030
2016,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",395,6480,545
2017,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",392,6275,510
2018,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",411,7790,550
2019,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",385,6215,500
2020,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",376,5610,805
2021,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",360,6600,695
2022,TLG23,Stoke-on-Trent,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",337,7960,960
2015,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,107,2460,320
2016,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,108,1860,115
2017,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,108,2355,170
2018,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,114,2595,180
2019,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,113,2490,170
2020,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,114,2535,205
2021,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,123,2075,125
2022,TLG23,Stoke-on-Trent,CH (24-25),Manufacture of basic and fabricated metal products,109,2510,100
2015,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",16,320,80
2016,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",17,390,70
2017,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",14,330,55
2018,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",13,485,70
2019,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",13,335,10
2020,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",16,535,40
2021,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",15,450,120
2022,TLG23,Stoke-on-Trent,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",17,285,40
2015,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,85,1650,310
2016,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,73,1515,70
2017,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,63,1635,95
2018,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,63,1485,65
2019,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,55,1735,105
2020,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,58,1360,50
2021,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,80,1435,25
2022,TLG23,Stoke-on-Trent,CK-CL (28-30),Manufacture of machinery and transport equipment,106,1590,100
2015,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",32,510,130
2016,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",29,795,55
2017,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",31,635,90
2018,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",32,590,110
2019,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",31,880,150
2020,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",34,455,70
2021,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",36,860,150
2022,TLG23,Stoke-on-Trent,CM (31-33),"Other manufacturing, repair and installation",36,665,65
2015,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",249,830,40
2016,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",124,775,35
2017,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",136,830,535
2018,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",207,1315,35
2019,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",200,1500,45
2020,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",136,790,5
2021,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",119,1670,45
2022,TLG23,Stoke-on-Trent,DE (35-39),"Electricity, gas, water; sewerage and waste management",183,1240,55
2015,TLG23,Stoke-on-Trent,41,Construction of buildings,87,930,340
2016,TLG23,Stoke-on-Trent,41,Construction of buildings,75,1125,85
2017,TLG23,Stoke-on-Trent,41,Construction of buildings,89,1125,145
2018,TLG23,Stoke-on-Trent,41,Construction of buildings,88,1035,60
2019,TLG23,Stoke-on-Trent,41,Construction of buildings,72,1100,70
2020,TLG23,Stoke-on-Trent,41,Construction of buildings,91,1125,170
2021,TLG23,Stoke-on-Trent,41,Construction of buildings,83,1250,185
2022,TLG23,Stoke-on-Trent,41,Construction of buildings,66,1175,140
2015,TLG23,Stoke-on-Trent,42,Civil engineering,54,240,10
2016,TLG23,Stoke-on-Trent,42,Civil engineering,45,365,50
2017,TLG23,Stoke-on-Trent,42,Civil engineering,46,280,35
2018,TLG23,Stoke-on-Trent,42,Civil engineering,51,450,35
2019,TLG23,Stoke-on-Trent,42,Civil engineering,47,205,35
2020,TLG23,Stoke-on-Trent,42,Civil engineering,44,315,50
2021,TLG23,Stoke-on-Trent,42,Civil engineering,30,215,60
2022,TLG23,Stoke-on-Trent,42,Civil engineering,44,240,30
2015,TLG23,Stoke-on-Trent,43,Specialised construction activities,142,3975,1120
2016,TLG23,Stoke-on-Trent,43,Specialised construction activities,170,2415,400
2017,TLG23,Stoke-on-Trent,43,Specialised construction activities,202,3040,500
2018,TLG23,Stoke-on-Trent,43,Specialised construction activities,196,3610,705
2019,TLG23,Stoke-on-Trent,43,Specialised construction activities,226,2960,415
2020,TLG23,Stoke-on-Trent,43,Specialised construction activities,128,2345,485
2021,TLG23,Stoke-on-Trent,43,Specialised construction activities,173,2210,405
2022,TLG23,Stoke-on-Trent,43,Specialised construction activities,212,2355,455
2015,TLG23,Stoke-on-Trent,45,Motor trades,203,2795,740
2016,TLG23,Stoke-on-Trent,45,Motor trades,175,2675,565
2017,TLG23,Stoke-on-Trent,45,Motor trades,202,2860,650
2018,TLG23,Stoke-on-Trent,45,Motor trades,153,2800,365
2019,TLG23,Stoke-on-Trent,45,Motor trades,114,2720,500
2020,TLG23,Stoke-on-Trent,45,Motor trades,110,2985,480
2021,TLG23,Stoke-on-Trent,45,Motor trades,173,2450,455
2022,TLG23,Stoke-on-Trent,45,Motor trades,172,2170,330
2015,TLG23,Stoke-on-Trent,46,Wholesale trade,158,4050,6210
2016,TLG23,Stoke-on-Trent,46,Wholesale trade,191,4170,3050
2017,TLG23,Stoke-on-Trent,46,Wholesale trade,195,4520,2530
2018,TLG23,Stoke-on-Trent,46,Wholesale trade,214,4405,2630
2019,TLG23,Stoke-on-Trent,46,Wholesale trade,181,3390,585
2020,TLG23,Stoke-on-Trent,46,Wholesale trade,169,3270,505
2021,TLG23,Stoke-on-Trent,46,Wholesale trade,254,3065,555
2022,TLG23,Stoke-on-Trent,46,Wholesale trade,238,3665,565
2015,TLG23,Stoke-on-Trent,47,Retail trade,343,4415,13400
2016,TLG23,Stoke-on-Trent,47,Retail trade,330,4720,6790
2017,TLG23,Stoke-on-Trent,47,Retail trade,339,4085,6585
2018,TLG23,Stoke-on-Trent,47,Retail trade,300,4695,6590
2019,TLG23,Stoke-on-Trent,47,Retail trade,265,4140,6585
2020,TLG23,Stoke-on-Trent,47,Retail trade,256,4575,6815
2021,TLG23,Stoke-on-Trent,47,Retail trade,382,4515,6995
2022,TLG23,Stoke-on-Trent,47,Retail trade,354,4060,6665
2015,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",72,1440,1020
2016,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",80,1700,630
2017,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",69,1415,575
2018,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",75,1305,535
2019,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",79,1855,2690
2020,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",70,1785,2695
2021,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",103,2640,2590
2022,TLG23,Stoke-on-Trent,49-51,"Land, water and air transport",119,2060,2660
2015,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,96,3950,620
2016,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,78,4370,435
2017,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,79,4855,420
2018,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,93,4395,440
2019,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,111,4850,550
2020,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,115,4895,495
2021,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,122,5420,525
2022,TLG23,Stoke-on-Trent,52,Warehousing and transport support activities,163,5740,750
2015,TLG23,Stoke-on-Trent,53,Postal and courier activities,33,730,580
2016,TLG23,Stoke-on-Trent,53,Postal and courier activities,26,755,205
2017,TLG23,Stoke-on-Trent,53,Postal and courier activities,31,755,150
2018,TLG23,Stoke-on-Trent,53,Postal and courier activities,35,825,260
2019,TLG23,Stoke-on-Trent,53,Postal and courier activities,55,805,250
2020,TLG23,Stoke-on-Trent,53,Postal and courier activities,58,770,240
2021,TLG23,Stoke-on-Trent,53,Postal and courier activities,53,1025,230
2022,TLG23,Stoke-on-Trent,53,Postal and courier activities,70,1015,235
2015,TLG23,Stoke-on-Trent,55,Accommodation,4,100,250
2016,TLG23,Stoke-on-Trent,55,Accommodation,5,100,125
2017,TLG23,Stoke-on-Trent,55,Accommodation,5,100,150
2018,TLG23,Stoke-on-Trent,55,Accommodation,6,75,130
2019,TLG23,Stoke-on-Trent,55,Accommodation,5,135,195
2020,TLG23,Stoke-on-Trent,55,Accommodation,2,50,110
2021,TLG23,Stoke-on-Trent,55,Accommodation,6,85,110
2022,TLG23,Stoke-on-Trent,55,Accommodation,11,115,130
2015,TLG23,Stoke-on-Trent,56,Food and beverage service activities,87,1525,4500
2016,TLG23,Stoke-on-Trent,56,Food and beverage service activities,75,1600,3125
2017,TLG23,Stoke-on-Trent,56,Food and beverage service activities,91,1625,3600
2018,TLG23,Stoke-on-Trent,56,Food and beverage service activities,93,1350,3200
2019,TLG23,Stoke-on-Trent,56,Food and beverage service activities,87,1650,3675
2020,TLG23,Stoke-on-Trent,56,Food and beverage service activities,60,1460,3325
2021,TLG23,Stoke-on-Trent,56,Food and beverage service activities,70,2080,3100
2022,TLG23,Stoke-on-Trent,56,Food and beverage service activities,78,1930,3050
2015,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,16,185,170
2016,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,21,135,140
2017,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,23,160,140
2018,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,22,115,130
2019,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,23,110,85
2020,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,17,190,65
2021,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,13,90,95
2022,TLG23,Stoke-on-Trent,58-60,Publishing; film and TV production and broadcasting,12,80,70
2015,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,247,2460,400
2016,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,323,2685,175
2017,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,376,3310,315
2018,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,525,3970,310
2019,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,618,3900,310
2020,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,836,3405,390
2021,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,919,4080,410
2022,TLG23,Stoke-on-Trent,61-63,Telecommunications; information technology,886,4580,495
2015,TLG23,Stoke-on-Trent,64,Financial service activities,73,485,460
2016,TLG23,Stoke-on-Trent,64,Financial service activities,82,405,190
2017,TLG23,Stoke-on-Trent,64,Financial service activities,73,510,165
2018,TLG23,Stoke-on-Trent,64,Financial service activities,80,485,145
2019,TLG23,Stoke-on-Trent,64,Financial service activities,63,355,145
2020,TLG23,Stoke-on-Trent,64,Financial service activities,45,360,130
2021,TLG23,Stoke-on-Trent,64,Financial service activities,35,330,85
2022,TLG23,Stoke-on-Trent,64,Financial service activities,34,255,105
2015,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",49,1710,670
2016,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",49,1420,265
2017,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",54,1430,225
2018,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",116,1310,200
2019,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",161,1040,215
2020,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",134,1015,155
2021,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",159,585,135
2022,TLG23,Stoke-on-Trent,65-66,"Insurance, pension funding and auxiliary financial activities",166,535,95
2015,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",160,650,910
2016,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",164,460,490
2017,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",146,680,375
2018,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",112,660,330
2019,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",94,755,380
2020,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",88,655,340
2021,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",110,790,335
2022,TLG23,Stoke-on-Trent,68,"Real estate activities, excluding imputed rental",101,1165,570
2015,TLG23,Stoke-on-Trent,69,Legal and accounting activities,55,700,540
2016,TLG23,Stoke-on-Trent,69,Legal and accounting activities,60,915,380
2017,TLG23,Stoke-on-Trent,69,Legal and accounting activities,72,980,325
2018,TLG23,Stoke-on-Trent,69,Legal and accounting activities,58,1030,490
2019,TLG23,Stoke-on-Trent,69,Legal and accounting activities,60,720,225
2020,TLG23,Stoke-on-Trent,69,Legal and accounting activities,49,905,235
2021,TLG23,Stoke-on-Trent,69,Legal and accounting activities,45,855,235
2022,TLG23,Stoke-on-Trent,69,Legal and accounting activities,40,935,275
2015,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,23,650,220
2016,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,21,630,105
2017,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,22,845,195
2018,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,24,750,190
2019,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,21,735,110
2020,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,24,730,205
2021,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,23,890,285
2022,TLG23,Stoke-on-Trent,70,Head offices and management consultancy,23,1180,200
2015,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,35,815,310
2016,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,30,945,110
2017,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,29,685,130
2018,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,25,735,165
2019,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,32,935,145
2020,TLG23,Stoke-on-Trent,71,Architectural and engineering activities,27,965,225
