DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME,JOBCOUNT_ALLINEMPLOYMENT
2022,TLC1,Tees Valley and Durham,F (41-43),Construction,1630,21070,1750,24295
2015,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2484,34830,30250,66670
2016,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2319,32330,31225,66985
2017,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2236,32640,31175,65905
2018,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2286,33600,29355,65625
2019,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2040,32795,32280,67790
2020,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,1876,30680,29290,61885
2021,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2173,32170,33080,67515
2022,TLC1,Tees Valley and Durham,G (45-47),Wholesale and retail trade; repair of motor vehicles,2148,29500,31400,64180
2015,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,889,15685,3775,20055
2016,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,864,16575,2585,20535
2017,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,844,15725,3465,19900
2018,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,872,17805,3830,21740
2019,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,919,18305,3755,22535
2020,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,857,19850,3495,24540
2021,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,811,24360,4625,29150
2022,TLC1,Tees Valley and Durham,H (49-53),Transportation and storage,902,23120,3560,26695
2015,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,564,9950,21110,31900
2016,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,593,11210,19125,30925
2017,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,619,12580,21245,36250
2018,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,592,9445,17735,28750
2019,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,613,8780,19875,30510
2020,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,331,10020,21700,33875
2021,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,515,11760,24105,35325
2022,TLC1,Tees Valley and Durham,I (55-56),Accommodation and food service activities,620,11540,20585,31175
2015,TLC1,Tees Valley and Durham,J (58-63),Information and communication,460,7645,1475,9005
2016,TLC1,Tees Valley and Durham,J (58-63),Information and communication,466,5335,1320,6915
2017,TLC1,Tees Valley and Durham,J (58-63),Information and communication,508,8265,1255,9610
2018,TLC1,Tees Valley and Durham,J (58-63),Information and communication,591,5950,1365,7535
2019,TLC1,Tees Valley and Durham,J (58-63),Information and communication,630,6010,1175,7125
2020,TLC1,Tees Valley and Durham,J (58-63),Information and communication,719,7530,1710,9430
2021,TLC1,Tees Valley and Durham,J (58-63),Information and communication,948,8030,2095,10325
2022,TLC1,Tees Valley and Durham,J (58-63),Information and communication,1098,8635,1290,10125
2015,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,946,6255,1715,8280
2016,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,991,5985,1425,7635
2017,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,1046,6135,1985,8260
2018,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,998,6990,2035,9095
2019,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,987,6845,1665,8685
2020,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,801,5420,1785,7210
2021,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,780,4895,1430,6130
2022,TLC1,Tees Valley and Durham,K (64-66),Financial and insurance activities,807,7550,1490,9505
2015,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",977,4365,1535,8125
2016,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",986,5200,1165,7175
2017,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",1041,4685,1125,6500
2018,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",911,5165,1760,7850
2019,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",913,5390,1610,7000
2020,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",884,4460,1415,6860
2021,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",1012,5330,2285,8065
2022,TLC1,Tees Valley and Durham,L (68),"Real estate activities, excluding imputed rental",1037,4680,1755,8135
2015,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1098,28310,3820,32705
2016,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1052,20810,4870,27115
2017,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1037,16155,7005,24645
2018,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",970,16290,3415,20260
2019,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",968,21400,4735,27410
2020,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",940,15380,5080,21165
2021,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1089,24185,5920,30355
2022,TLC1,Tees Valley and Durham,M (69-75),"Professional, scientific and technical activities",1026,17610,4695,23565
2015,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,858,17545,9540,27080
2016,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,853,20460,6410,26705
2017,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,809,22625,8290,31570
2018,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,769,19185,10570,29275
2019,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,850,21485,8645,30155
2020,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,829,21425,8110,29705
2021,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,705,17560,8360,26415
2022,TLC1,Tees Valley and Durham,N (77-82),Administrative and support service activities,713,22415,8520,31970
2015,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1337,19875,7985,26975
2016,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1407,20325,7975,27375
2017,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1417,18905,7760,26955
2018,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1454,20905,7950,29355
2019,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1511,21500,8325,30050
2020,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1391,21930,8200,29680
2021,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1394,22650,7795,30450
2022,TLC1,Tees Valley and Durham,O (84),Public administration and defence,1480,24650,7150,31600
2015,TLC1,Tees Valley and Durham,P (85),Education,1558,25320,21565,46625
2016,TLC1,Tees Valley and Durham,P (85),Education,1564,27350,20440,48150
2017,TLC1,Tees Valley and Durham,P (85),Education,1598,26235,19410,43675
2018,TLC1,Tees Valley and Durham,P (85),Education,1651,25315,19600,43450
2019,TLC1,Tees Valley and Durham,P (85),Education,1749,25765,19220,43250
2020,TLC1,Tees Valley and Durham,P (85),Education,1519,26650,17415,44830
2021,TLC1,Tees Valley and Durham,P (85),Education,1657,27150,20170,46075
2022,TLC1,Tees Valley and Durham,P (85),Education,1854,27175,19885,46575
2015,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2530,41025,31600,72200
2016,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2442,38100,31875,70050
2017,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2531,38150,31625,70400
2018,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2530,39650,27700,67700
2019,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2486,38600,32700,74650
2020,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,1856,44575,31275,75200
2021,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2462,41075,27925,70000
2022,TLC1,Tees Valley and Durham,Q (86-88),Human health and social work activities,2702,44425,27475,72750
2015,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",291,3775,5010,9155
2016,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",244,4095,6825,10955
2017,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",251,3530,5960,9790
2018,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",240,3650,5450,9180
2019,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",272,4545,6305,11125
2020,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",151,3205,5285,8860
2021,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",175,3000,4460,7595
2022,TLC1,Tees Valley and Durham,R (90-93),"Arts, entertainment and recreation",218,3420,4795,8480
2015,TLC1,Tees Valley and Durham,S (94-96),Other service activities,278,2825,4665,8590
2016,TLC1,Tees Valley and Durham,S (94-96),Other service activities,311,2585,3770,7165
2017,TLC1,Tees Valley and Durham,S (94-96),Other service activities,330,3295,4170,8295
2018,TLC1,Tees Valley and Durham,S (94-96),Other service activities,364,4690,3955,9340
2019,TLC1,Tees Valley and Durham,S (94-96),Other service activities,342,3425,4105,7665
2020,TLC1,Tees Valley and Durham,S (94-96),Other service activities,300,2995,3300,7400
2021,TLC1,Tees Valley and Durham,S (94-96),Other service activities,347,4085,3230,7750
2022,TLC1,Tees Valley and Durham,S (94-96),Other service activities,370,4085,3615,8310
2015,TLC1,Tees Valley and Durham,T (97-98),Activities of households,22,0,0,0
2016,TLC1,Tees Valley and Durham,T (97-98),Activities of households,30,0,0,0
2017,TLC1,Tees Valley and Durham,T (97-98),Activities of households,24,0,0,0
2018,TLC1,Tees Valley and Durham,T (97-98),Activities of households,34,0,0,0
2019,TLC1,Tees Valley and Durham,T (97-98),Activities of households,40,0,0,0
2020,TLC1,Tees Valley and Durham,T (97-98),Activities of households,34,0,0,0
2021,TLC1,Tees Valley and Durham,T (97-98),Activities of households,37,0,0,0
2022,TLC1,Tees Valley and Durham,T (97-98),Activities of households,24,0,0,0
2015,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",243,1685,510,6530
2016,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",198,1990,790,7185
2017,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",205,1645,515,6160
2018,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",181,1630,460,6285
2019,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",226,2015,500,6905
2020,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",192,2040,600,6800
2021,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",200,2600,605,7485
2022,TLC2,Northumberland and Tyne and Wear,A (1-3),"Agriculture, forestry and fishing",212,2070,820,7250
2015,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,165,445,0,445
2016,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,79,325,0,350
2017,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,24,265,0,270
2018,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,41,320,10,330
2019,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,31,375,10,400
2020,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,22,515,5,515
2021,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,15,235,0,245
2022,TLC2,Northumberland and Tyne and Wear,B (5-9),Mining and quarrying,23,160,5,200
2015,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4497,61995,4080,65990
2016,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4224,58470,4930,63745
2017,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4207,62950,2890,66640
2018,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4256,59670,4850,65740
2019,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4281,55280,3150,58400
2020,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4258,55270,2380,58295
2021,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4294,51275,4325,55760
2022,TLC2,Northumberland and Tyne and Wear,C (10-33),Manufacturing,4374,53240,4110,57165
2015,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",877,3440,610,3440
2016,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",969,2390,575,3065
2017,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",1082,4625,920,5225
2018,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",864,4490,830,4990
2019,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",1120,5890,920,7415
2020,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",661,4400,745,4900
2021,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",407,2215,420,2740
2022,TLC2,Northumberland and Tyne and Wear,D (35),"Electricity, gas, steam and air conditioning supply",298,2320,585,2825
2015,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,353,2830,155,3260
2016,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,379,2535,130,2640
2017,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,404,4260,210,4485
2018,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,401,3680,220,4185
2019,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,399,3045,120,3045
2020,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,406,3065,360,3565
2021,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,377,3460,610,4065
2022,TLC2,Northumberland and Tyne and Wear,E (36-39),Water supply; sewerage and waste management,368,3075,370,3500
2015,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1982,25665,2425,29230
2016,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1863,19075,2300,23325
2017,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1901,19940,6810,27915
2018,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1816,25155,3445,30260
2019,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1938,23600,2560,29385
2020,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1397,20580,3625,24780
2021,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1832,27375,2260,30875
2022,TLC2,Northumberland and Tyne and Wear,F (41-43),Construction,1986,22170,1815,25150
2015,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,3118,45280,40165,90080
2016,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,3107,44540,43880,90295
2017,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,3086,46865,43045,92725
2018,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,2949,46195,39660,88740
2019,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,3139,46145,43745,94150
2020,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,2263,40200,40335,82685
2021,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,2901,41680,43410,87130
2022,TLC2,Northumberland and Tyne and Wear,G (45-47),Wholesale and retail trade; repair of motor vehicles,2978,41105,41485,86900
2015,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,1124,19420,4455,24375
2016,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,1185,20590,3560,24955
2017,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,1184,19940,4035,25030
2018,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,1248,22065,4940,27605
2019,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,1277,22185,4810,27620
2020,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,779,21715,4045,26400
2021,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,896,22000,7425,30815
2022,TLC2,Northumberland and Tyne and Wear,H (49-53),Transportation and storage,933,26490,3260,28695
2015,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,949,15875,33185,49710
2016,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,1080,19700,29795,51935
2017,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,1137,20425,35730,59070
2018,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,1009,18190,29700,48685
2019,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,916,16915,33210,53175
2020,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,689,19895,37120,60600
2021,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,935,21700,37805,60540
2022,TLC2,Northumberland and Tyne and Wear,I (55-56),Accommodation and food service activities,1127,20535,32095,53925
2015,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1131,20465,3050,23995
2016,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1287,17630,3210,21475
2017,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1522,18760,2410,21590
2018,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1647,22070,3160,24590
2019,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1826,22465,3155,26125
2020,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,1975,18370,3070,22420
2021,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,2380,18875,3245,22790
2022,TLC2,Northumberland and Tyne and Wear,J (58-63),Information and communication,2595,20390,2490,22970
2015,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1899,11875,3355,15625
2016,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1810,11940,3065,14265
2017,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1975,12335,3905,16545
2018,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,2054,13560,3705,17340
2019,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1746,12525,3205,16070
2020,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1646,13115,3480,16755
2021,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1659,11570,2665,15240
2022,TLC2,Northumberland and Tyne and Wear,K (64-66),Financial and insurance activities,1626,11460,2485,14310
2015,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1286,7705,2625,10875
2016,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1274,7990,1870,11275
2017,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1286,6380,1725,9225
2018,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1211,8135,2655,11480
2019,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1252,9660,2660,12270
2020,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1310,7860,2730,11430
2021,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1327,8085,3645,11780
2022,TLC2,Northumberland and Tyne and Wear,L (68),"Real estate activities, excluding imputed rental",1372,7395,2405,12875
2015,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1475,33685,5320,39690
2016,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1427,28325,6275,36775
2017,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1459,24010,6705,33250
2018,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1485,23380,4845,29045
2019,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1592,30395,6585,38795
2020,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1483,24590,7240,32800
2021,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1621,35220,8290,45235
2022,TLC2,Northumberland and Tyne and Wear,M (69-75),"Professional, scientific and technical activities",1664,29625,7405,38715
2015,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1413,34500,17900,53145
2016,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1462,38155,14965,53705
2017,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1492,41035,17625,60335
2018,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1497,34905,21115,57260
2019,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1584,34340,17660,53575
2020,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1287,36660,17895,56190
2021,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1506,36220,17955,54275
2022,TLC2,Northumberland and Tyne and Wear,N (77-82),Administrative and support service activities,1600,40330,14375,55205
2015,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,2032,27450,12470,39650
2016,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,1944,27100,11120,39100
2017,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,1896,26950,11170,38100
2018,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,1889,25700,11180,37100
2019,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,2044,28650,11135,39100
2020,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,1819,28900,10810,38850
2021,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,2085,32200,11845,43600
2022,TLC2,Northumberland and Tyne and Wear,O (84),Public administration and defence,2211,33750,10150,44100
2015,TLC2,Northumberland and Tyne and Wear,P (85),Education,1998,34400,19245,53650
2016,TLC2,Northumberland and Tyne and Wear,P (85),Education,2076,34485,19900,55285
2017,TLC2,Northumberland and Tyne and Wear,P (85),Education,1962,33310,19970,53035
2018,TLC2,Northumberland and Tyne and Wear,P (85),Education,2016,33485,21115,55160
2019,TLC2,Northumberland and Tyne and Wear,P (85),Education,2180,33210,21330,55010
