DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME
2016,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",380,2570,1210
2017,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",387,2770,1170
2018,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",374,2390,1040
2019,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",489,3705,1490
2020,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",356,2000,1270
2021,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",424,3050,1940
2022,TLI44,Lewisham and Southwark,90-91,"Creative, arts, entertainment and cultural activities",550,3260,1020
2015,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,108,1600,2700
2016,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,84,1450,1175
2017,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,91,1625,1675
2018,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,103,1475,1550
2019,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,93,1600,1325
2020,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,45,1760,1250
2021,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,67,1475,2025
2022,TLI44,Lewisham and Southwark,92-93,Gambling and betting; sports and recreation activities,87,1625,1350
2015,TLI44,Lewisham and Southwark,94,Activities of membership organisations,154,3305,3330
2016,TLI44,Lewisham and Southwark,94,Activities of membership organisations,125,3090,910
2017,TLI44,Lewisham and Southwark,94,Activities of membership organisations,156,2960,1135
2018,TLI44,Lewisham and Southwark,94,Activities of membership organisations,196,3650,1890
2019,TLI44,Lewisham and Southwark,94,Activities of membership organisations,207,3540,1205
2020,TLI44,Lewisham and Southwark,94,Activities of membership organisations,180,3665,1335
2021,TLI44,Lewisham and Southwark,94,Activities of membership organisations,229,3840,1485
2022,TLI44,Lewisham and Southwark,94,Activities of membership organisations,271,3980,1170
2015,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",53,650,90
2016,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",62,705,145
2017,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",64,420,70
2018,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",67,985,90
2019,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",62,780,115
2020,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",92,915,185
2021,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",79,755,100
2022,TLI44,Lewisham and Southwark,95,"Repair of computers, personal and household goods",100,1255,110
2015,TLI44,Lewisham and Southwark,96,Other personal service activities,196,2290,2070
2016,TLI44,Lewisham and Southwark,96,Other personal service activities,212,2650,1720
2017,TLI44,Lewisham and Southwark,96,Other personal service activities,237,2235,1400
2018,TLI44,Lewisham and Southwark,96,Other personal service activities,235,1395,910
2019,TLI44,Lewisham and Southwark,96,Other personal service activities,290,1930,1045
2020,TLI44,Lewisham and Southwark,96,Other personal service activities,162,1470,1090
2021,TLI44,Lewisham and Southwark,96,Other personal service activities,258,2400,1065
2022,TLI44,Lewisham and Southwark,96,Other personal service activities,260,2390,1200
2015,TLI44,Lewisham and Southwark,T (97-98),Activities of households,28,0,0
2016,TLI44,Lewisham and Southwark,T (97-98),Activities of households,33,0,0
2017,TLI44,Lewisham and Southwark,T (97-98),Activities of households,31,0,0
2018,TLI44,Lewisham and Southwark,T (97-98),Activities of households,31,0,0
2019,TLI44,Lewisham and Southwark,T (97-98),Activities of households,33,0,0
2020,TLI44,Lewisham and Southwark,T (97-98),Activities of households,30,0,0
2021,TLI44,Lewisham and Southwark,T (97-98),Activities of households,32,0,0
2022,TLI44,Lewisham and Southwark,T (97-98),Activities of households,36,0,0
2015,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,160,0
2016,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,130,10
2017,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,130,0
2018,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,140,0
2019,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,135,0
2020,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",4,55,10
2021,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",5,170,0
2022,TLI45,Lambeth,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",3,110,50
2015,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",38,140,50
2016,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",26,115,15
2017,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",24,265,20
2018,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",22,220,35
2019,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",20,250,120
2020,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",19,260,125
2021,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",21,435,120
2022,TLI45,Lambeth,CA (10-12),"Manufacture of food, beverages and tobacco",22,365,90
2015,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",5,75,30
2016,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",6,30,25
2017,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,45,10
2018,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,60,25
2019,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",8,85,5
2020,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",7,30,20
2021,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",8,40,35
2022,TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",11,120,45
2015,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,10,280,70
2016,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,12,145,30
2017,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,11,135,20
2018,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,12,145,15
2019,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,9,190,30
2020,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,9,130,30
2021,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,7,70,20
2022,TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,8,115,30
2015,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",22,375,40
2016,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",28,210,20
2017,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",26,100,80
2018,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",20,210,80
2019,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",22,260,15
2020,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",25,140,90
2021,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",28,150,10
2022,TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",26,170,20
2015,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,4,65,20
2016,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,3,140,15
2017,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,3,30,0
2018,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,4,40,0
2019,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,6,125,10
2020,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,7,95,5
2021,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,4,45,0
2022,TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,5,95,5
2015,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",5,25,0
2016,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",5,40,0
2017,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",7,30,0
2018,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",8,30,0
2019,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",7,90,0
2020,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",4,55,5
2021,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",6,55,5
2022,TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",11,65,0
2015,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2,30,0
2016,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,1,180,0
2017,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,4,100,0
2018,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,5,100,0
2019,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,9,110,0
2020,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,10,165,0
2021,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,8,195,0
2022,TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,8,130,0
2015,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",19,125,30
2016,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",20,185,10
2017,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",22,220,15
2018,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",24,180,15
2019,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",22,145,15
2020,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",21,100,5
2021,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",31,180,95
2022,TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",30,280,30
2015,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",150,1760,200
2016,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",121,1820,90
2017,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",117,1655,55
2018,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",107,1405,25
2019,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",133,1430,45
2020,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",145,1475,45
2021,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",172,1460,115
2022,TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",138,1275,130
2015,TLI45,Lambeth,41,Construction of buildings,148,925,480
2016,TLI45,Lambeth,41,Construction of buildings,148,1475,250
2017,TLI45,Lambeth,41,Construction of buildings,165,1450,325
2018,TLI45,Lambeth,41,Construction of buildings,203,1450,425
2019,TLI45,Lambeth,41,Construction of buildings,244,1550,275
2020,TLI45,Lambeth,41,Construction of buildings,168,1000,275
2021,TLI45,Lambeth,41,Construction of buildings,151,1050,400
2022,TLI45,Lambeth,41,Construction of buildings,167,1450,375
2015,TLI45,Lambeth,42,Civil engineering,76,285,20
2016,TLI45,Lambeth,42,Civil engineering,61,260,25
2017,TLI45,Lambeth,42,Civil engineering,51,645,10
2018,TLI45,Lambeth,42,Civil engineering,74,1200,50
2019,TLI45,Lambeth,42,Civil engineering,88,1105,40
2020,TLI45,Lambeth,42,Civil engineering,108,1105,30
2021,TLI45,Lambeth,42,Civil engineering,109,1105,35
2022,TLI45,Lambeth,42,Civil engineering,130,1120,50
2015,TLI45,Lambeth,43,Specialised construction activities,172,1035,490
2016,TLI45,Lambeth,43,Specialised construction activities,167,1370,130
2017,TLI45,Lambeth,43,Specialised construction activities,196,1685,355
2018,TLI45,Lambeth,43,Specialised construction activities,203,1465,230
2019,TLI45,Lambeth,43,Specialised construction activities,199,1780,405
2020,TLI45,Lambeth,43,Specialised construction activities,192,1680,260
2021,TLI45,Lambeth,43,Specialised construction activities,220,1795,405
2022,TLI45,Lambeth,43,Specialised construction activities,241,1645,390
2015,TLI45,Lambeth,45,Motor trades,16,535,360
2016,TLI45,Lambeth,45,Motor trades,9,390,130
2017,TLI45,Lambeth,45,Motor trades,8,490,130
2018,TLI45,Lambeth,45,Motor trades,7,420,135
2019,TLI45,Lambeth,45,Motor trades,5,410,155
2020,TLI45,Lambeth,45,Motor trades,4,350,70
2021,TLI45,Lambeth,45,Motor trades,7,290,150
2022,TLI45,Lambeth,45,Motor trades,9,300,140
2015,TLI45,Lambeth,46,Wholesale trade,1556,2285,680
2016,TLI45,Lambeth,46,Wholesale trade,1673,1805,410
2017,TLI45,Lambeth,46,Wholesale trade,1880,2050,375
2018,TLI45,Lambeth,46,Wholesale trade,1943,1965,320
2019,TLI45,Lambeth,46,Wholesale trade,1969,1925,370
2020,TLI45,Lambeth,46,Wholesale trade,1056,1995,305
2021,TLI45,Lambeth,46,Wholesale trade,1379,2145,335
2022,TLI45,Lambeth,46,Wholesale trade,1855,2165,375
2015,TLI45,Lambeth,47,Retail trade,273,4280,9220
2016,TLI45,Lambeth,47,Retail trade,258,4070,4505
2017,TLI45,Lambeth,47,Retail trade,314,3960,4540
2018,TLI45,Lambeth,47,Retail trade,347,4320,4590
2019,TLI45,Lambeth,47,Retail trade,340,3845,4455
2020,TLI45,Lambeth,47,Retail trade,337,4505,4670
2021,TLI45,Lambeth,47,Retail trade,428,4130,5215
2022,TLI45,Lambeth,47,Retail trade,483,6240,5145
2015,TLI45,Lambeth,49-51,"Land, water and air transport",186,3295,1140
2016,TLI45,Lambeth,49-51,"Land, water and air transport",212,3245,335
2017,TLI45,Lambeth,49-51,"Land, water and air transport",222,3645,405
2018,TLI45,Lambeth,49-51,"Land, water and air transport",256,3200,250
2019,TLI45,Lambeth,49-51,"Land, water and air transport",289,3470,445
2020,TLI45,Lambeth,49-51,"Land, water and air transport",59,3475,385
2021,TLI45,Lambeth,49-51,"Land, water and air transport",106,3305,380
2022,TLI45,Lambeth,49-51,"Land, water and air transport",241,3180,315
2015,TLI45,Lambeth,52,Warehousing and transport support activities,54,1035,150
2016,TLI45,Lambeth,52,Warehousing and transport support activities,51,900,80
2017,TLI45,Lambeth,52,Warehousing and transport support activities,46,350,60
2018,TLI45,Lambeth,52,Warehousing and transport support activities,19,270,60
2019,TLI45,Lambeth,52,Warehousing and transport support activities,23,375,100
2020,TLI45,Lambeth,52,Warehousing and transport support activities,17,325,70
2021,TLI45,Lambeth,52,Warehousing and transport support activities,14,425,65
2022,TLI45,Lambeth,52,Warehousing and transport support activities,19,495,65
2015,TLI45,Lambeth,53,Postal and courier activities,23,350,160
2016,TLI45,Lambeth,53,Postal and courier activities,27,310,105
2017,TLI45,Lambeth,53,Postal and courier activities,27,390,135
2018,TLI45,Lambeth,53,Postal and courier activities,28,630,140
2019,TLI45,Lambeth,53,Postal and courier activities,35,850,130
2020,TLI45,Lambeth,53,Postal and courier activities,41,675,125
2021,TLI45,Lambeth,53,Postal and courier activities,45,695,145
2022,TLI45,Lambeth,53,Postal and courier activities,44,720,135
2015,TLI45,Lambeth,55,Accommodation,111,1295,1020
2016,TLI45,Lambeth,55,Accommodation,102,1555,360
2017,TLI45,Lambeth,55,Accommodation,107,1525,455
2018,TLI45,Lambeth,55,Accommodation,125,2295,620
2019,TLI45,Lambeth,55,Accommodation,164,3100,615
2020,TLI45,Lambeth,55,Accommodation,38,1790,610
2021,TLI45,Lambeth,55,Accommodation,83,1540,720
2022,TLI45,Lambeth,55,Accommodation,158,2065,920
2015,TLI45,Lambeth,56,Food and beverage service activities,285,6050,10650
2016,TLI45,Lambeth,56,Food and beverage service activities,325,6500,5350
2017,TLI45,Lambeth,56,Food and beverage service activities,327,5175,6075
2018,TLI45,Lambeth,56,Food and beverage service activities,341,6550,6925
2019,TLI45,Lambeth,56,Food and beverage service activities,349,5975,5900
2020,TLI45,Lambeth,56,Food and beverage service activities,287,5250,5825
2021,TLI45,Lambeth,56,Food and beverage service activities,299,6025,5925
2022,TLI45,Lambeth,56,Food and beverage service activities,525,7000,7600
2015,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,668,3690,780
2016,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,655,3590,500
2017,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,657,4110,525
2018,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,592,2135,330
2019,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,283,2060,365
2020,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,127,2385,405
2021,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,184,2745,455
2022,TLI45,Lambeth,58-60,Publishing; film and TV production and broadcasting,220,2785,385
2015,TLI45,Lambeth,61-63,Telecommunications; information technology,1390,6815,1110
2016,TLI45,Lambeth,61-63,Telecommunications; information technology,1383,6730,615
2017,TLI45,Lambeth,61-63,Telecommunications; information technology,1277,7045,835
2018,TLI45,Lambeth,61-63,Telecommunications; information technology,1068,5900,640
2019,TLI45,Lambeth,61-63,Telecommunications; information technology,1032,6805,815
2020,TLI45,Lambeth,61-63,Telecommunications; information technology,1018,6245,650
2021,TLI45,Lambeth,61-63,Telecommunications; information technology,1263,7270,530
2022,TLI45,Lambeth,61-63,Telecommunications; information technology,1761,5630,585
2015,TLI45,Lambeth,64,Financial service activities,36,470,230
2016,TLI45,Lambeth,64,Financial service activities,41,540,105
2017,TLI45,Lambeth,64,Financial service activities,51,565,110
2018,TLI45,Lambeth,64,Financial service activities,32,680,105
2019,TLI45,Lambeth,64,Financial service activities,42,685,110
2020,TLI45,Lambeth,64,Financial service activities,48,1175,150
2021,TLI45,Lambeth,64,Financial service activities,70,960,150
2022,TLI45,Lambeth,64,Financial service activities,292,1005,125
2015,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",19,275,20
2016,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",26,275,50
2017,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",20,340,35
2018,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",11,335,20
2019,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",14,485,15
2020,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",13,480,20
2021,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",15,525,50
2022,TLI45,Lambeth,65-66,"Insurance, pension funding and auxiliary financial activities",20,490,30
2015,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",598,2765,1060
2016,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",668,2465,380
2017,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",713,2470,530
2018,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",701,2280,695
2019,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",453,2480,585
2020,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",404,2050,570
2021,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",460,2150,660
2022,TLI45,Lambeth,68,"Real estate activities, excluding imputed rental",453,2945,805
2015,TLI45,Lambeth,69,Legal and accounting activities,53,1180,370
2016,TLI45,Lambeth,69,Legal and accounting activities,56,835,195
2017,TLI45,Lambeth,69,Legal and accounting activities,62,1110,430
2018,TLI45,Lambeth,69,Legal and accounting activities,63,955,230
2019,TLI45,Lambeth,69,Legal and accounting activities,70,885,295
2020,TLI45,Lambeth,69,Legal and accounting activities,77,1250,320
2021,TLI45,Lambeth,69,Legal and accounting activities,86,1420,245
2022,TLI45,Lambeth,69,Legal and accounting activities,93,1045,240
2015,TLI45,Lambeth,70,Head offices and management consultancy,261,4800,1820
2016,TLI45,Lambeth,70,Head offices and management consultancy,311,4575,955
2017,TLI45,Lambeth,70,Head offices and management consultancy,358,4550,920
2018,TLI45,Lambeth,70,Head offices and management consultancy,386,4600,630
2019,TLI45,Lambeth,70,Head offices and management consultancy,450,3750,900
2020,TLI45,Lambeth,70,Head offices and management consultancy,601,5500,960
2021,TLI45,Lambeth,70,Head offices and management consultancy,723,4850,715
2022,TLI45,Lambeth,70,Head offices and management consultancy,809,4650,705
2015,TLI45,Lambeth,71,Architectural and engineering activities,67,1750,320
2016,TLI45,Lambeth,71,Architectural and engineering activities,61,1875,275
2017,TLI45,Lambeth,71,Architectural and engineering activities,54,1545,160
2018,TLI45,Lambeth,71,Architectural and engineering activities,61,2050,290
2019,TLI45,Lambeth,71,Architectural and engineering activities,69,2225,410
2020,TLI45,Lambeth,71,Architectural and engineering activities,54,2150,465
2021,TLI45,Lambeth,71,Architectural and engineering activities,44,1875,260
2022,TLI45,Lambeth,71,Architectural and engineering activities,55,2675,390
2015,TLI45,Lambeth,72-73,Research and development; advertising and market research,237,1110,170
2016,TLI45,Lambeth,72-73,Research and development; advertising and market research,326,1805,410
2017,TLI45,Lambeth,72-73,Research and development; advertising and market research,367,775,145
2018,TLI45,Lambeth,72-73,Research and development; advertising and market research,456,985,145
2019,TLI45,Lambeth,72-73,Research and development; advertising and market research,467,1285,115
2020,TLI45,Lambeth,72-73,Research and development; advertising and market research,531,955,145
2021,TLI45,Lambeth,72-73,Research and development; advertising and market research,345,1360,170
2022,TLI45,Lambeth,72-73,Research and development; advertising and market research,425,1550,145
2015,TLI45,Lambeth,74,"Other professional, scientific and technical activities",68,1280,550
2016,TLI45,Lambeth,74,"Other professional, scientific and technical activities",71,1855,310
2017,TLI45,Lambeth,74,"Other professional, scientific and technical activities",64,1515,255
2018,TLI45,Lambeth,74,"Other professional, scientific and technical activities",67,1490,515
2019,TLI45,Lambeth,74,"Other professional, scientific and technical activities",90,1475,320
2020,TLI45,Lambeth,74,"Other professional, scientific and technical activities",81,1335,235
2021,TLI45,Lambeth,74,"Other professional, scientific and technical activities",73,1685,350
2022,TLI45,Lambeth,74,"Other professional, scientific and technical activities",70,1335,285
2015,TLI45,Lambeth,75,Veterinary activities,4,100,20
2016,TLI45,Lambeth,75,Veterinary activities,5,45,10
2017,TLI45,Lambeth,75,Veterinary activities,5,30,5
2018,TLI45,Lambeth,75,Veterinary activities,7,50,30
2019,TLI45,Lambeth,75,Veterinary activities,6,35,5
2020,TLI45,Lambeth,75,Veterinary activities,5,150,30
2021,TLI45,Lambeth,75,Veterinary activities,5,100,15
2022,TLI45,Lambeth,75,Veterinary activities,8,150,50
2015,TLI45,Lambeth,77,Rental and leasing activities,36,200,480
2016,TLI45,Lambeth,77,Rental and leasing activities,35,150,30
2017,TLI45,Lambeth,77,Rental and leasing activities,33,200,105
2018,TLI45,Lambeth,77,Rental and leasing activities,34,690,85
2019,TLI45,Lambeth,77,Rental and leasing activities,46,390,75
2020,TLI45,Lambeth,77,Rental and leasing activities,45,245,115
2021,TLI45,Lambeth,77,Rental and leasing activities,49,100,10
2022,TLI45,Lambeth,77,Rental and leasing activities,80,205,30
2015,TLI45,Lambeth,78-80,Employment activities; tourism and security services,232,5435,2860
2016,TLI45,Lambeth,78-80,Employment activities; tourism and security services,242,5345,1250
2017,TLI45,Lambeth,78-80,Employment activities; tourism and security services,222,5255,2470
2018,TLI45,Lambeth,78-80,Employment activities; tourism and security services,232,6225,2740
2019,TLI45,Lambeth,78-80,Employment activities; tourism and security services,244,5820,2890
2020,TLI45,Lambeth,78-80,Employment activities; tourism and security services,167,3755,1740
2021,TLI45,Lambeth,78-80,Employment activities; tourism and security services,234,4750,1525
2022,TLI45,Lambeth,78-80,Employment activities; tourism and security services,354,4645,1960
2015,TLI45,Lambeth,81,Services to buildings and landscape activities,151,5950,11240
2016,TLI45,Lambeth,81,Services to buildings and landscape activities,167,4375,4070
2017,TLI45,Lambeth,81,Services to buildings and landscape activities,165,3835,3830
2018,TLI45,Lambeth,81,Services to buildings and landscape activities,198,4440,4810
2019,TLI45,Lambeth,81,Services to buildings and landscape activities,196,3450,3405
2020,TLI45,Lambeth,81,Services to buildings and landscape activities,95,2175,2775
2021,TLI45,Lambeth,81,Services to buildings and landscape activities,98,2430,2710
2022,TLI45,Lambeth,81,Services to buildings and landscape activities,110,2010,2215
2015,TLI45,Lambeth,82,Office administration and business support activities,130,4590,3280
2016,TLI45,Lambeth,82,Office administration and business support activities,204,2095,1165
2017,TLI45,Lambeth,82,Office administration and business support activities,151,3125,990
2018,TLI45,Lambeth,82,Office administration and business support activities,118,1410,620
2019,TLI45,Lambeth,82,Office administration and business support activities,111,2485,670
2020,TLI45,Lambeth,82,Office administration and business support activities,141,1875,425
2021,TLI45,Lambeth,82,Office administration and business support activities,149,1570,355
2022,TLI45,Lambeth,82,Office administration and business support activities,216,2405,655
2015,TLI45,Lambeth,O (84),Public administration and defence,720,8170,1480
2016,TLI45,Lambeth,O (84),Public administration and defence,800,7410,730
2017,TLI45,Lambeth,O (84),Public administration and defence,886,7850,1830
2018,TLI45,Lambeth,O (84),Public administration and defence,931,8360,1340
2019,TLI45,Lambeth,O (84),Public administration and defence,914,8480,1040
2020,TLI45,Lambeth,O (84),Public administration and defence,900,8000,910
2021,TLI45,Lambeth,O (84),Public administration and defence,972,8280,1500
2022,TLI45,Lambeth,O (84),Public administration and defence,1118,8180,1375
2015,TLI45,Lambeth,P (85),Education,490,6045,10800
2016,TLI45,Lambeth,P (85),Education,487,6130,4970
2017,TLI45,Lambeth,P (85),Education,477,6330,4395
2018,TLI45,Lambeth,P (85),Education,476,6030,4395
2019,TLI45,Lambeth,P (85),Education,505,5845,4060
2020,TLI45,Lambeth,P (85),Education,474,5600,4965
2021,TLI45,Lambeth,P (85),Education,509,5460,3500
2022,TLI45,Lambeth,P (85),Education,590,4965,4645
2015,TLI45,Lambeth,86,Human health activities,1179,17000,15340
2016,TLI45,Lambeth,86,Human health activities,1214,15340,5235
2017,TLI45,Lambeth,86,Human health activities,1260,16685,6045
2018,TLI45,Lambeth,86,Human health activities,1380,18645,5850
2019,TLI45,Lambeth,86,Human health activities,1504,17525,7750
2020,TLI45,Lambeth,86,Human health activities,1556,20275,7225
2021,TLI45,Lambeth,86,Human health activities,1661,21800,6600
2022,TLI45,Lambeth,86,Human health activities,1678,21725,6550
2015,TLI45,Lambeth,87,Residential care activities,28,1275,1550
2016,TLI45,Lambeth,87,Residential care activities,33,1195,575
2017,TLI45,Lambeth,87,Residential care activities,36,2050,1215
2018,TLI45,Lambeth,87,Residential care activities,45,2075,1255
2019,TLI45,Lambeth,87,Residential care activities,46,1170,550
2020,TLI45,Lambeth,87,Residential care activities,56,1390,955
2021,TLI45,Lambeth,87,Residential care activities,68,1575,730
2022,TLI45,Lambeth,87,Residential care activities,64,1325,825
2015,TLI45,Lambeth,88,Social work activities,141,4600,5400
2016,TLI45,Lambeth,88,Social work activities,156,5500,2650
2017,TLI45,Lambeth,88,Social work activities,159,5500,3050
2018,TLI45,Lambeth,88,Social work activities,150,6100,2200
