DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME
2022,TLE11,"Kingston upon Hull, City of",70,Head offices and management consultancy,36,855,205
2015,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,27,870,260
2016,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,30,1025,190
2017,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,27,865,225
2018,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,24,975,205
2019,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,29,1275,255
2020,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,27,855,190
2021,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,43,855,110
2022,TLE11,"Kingston upon Hull, City of",71,Architectural and engineering activities,43,580,130
2015,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,15,335,450
2016,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,14,255,40
2017,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,11,425,55
2018,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,10,325,115
2019,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,24,105,115
2020,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,14,150,10
2021,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,22,45,20
2022,TLE11,"Kingston upon Hull, City of",72-73,Research and development; advertising and market research,14,275,50
2015,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",12,215,150
2016,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",11,470,35
2017,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",8,215,115
2018,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",6,125,55
2019,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",7,135,65
2020,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",10,225,55
2021,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",28,225,20
2022,TLE11,"Kingston upon Hull, City of",74,"Other professional, scientific and technical activities",31,225,110
2015,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,7,300,300
2016,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,11,300,125
2017,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,11,75,35
2018,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,9,100,50
2019,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,11,100,125
2020,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,11,125,75
2021,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,15,100,75
2022,TLE11,"Kingston upon Hull, City of",75,Veterinary activities,15,125,75
2015,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,82,825,260
2016,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,126,1140,100
2017,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,168,900,95
2018,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,164,610,90
2019,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,122,430,120
2020,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,65,685,165
2021,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,76,515,60
2022,TLE11,"Kingston upon Hull, City of",77,Rental and leasing activities,104,525,165
2015,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,133,6220,3520
2016,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,140,6185,2215
2017,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,147,6650,1950
2018,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,96,5720,1985
2019,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,66,6490,2375
2020,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,51,6575,2080
2021,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,60,5065,1890
2022,TLE11,"Kingston upon Hull, City of",78-80,Employment activities; tourism and security services,71,4565,1935
2015,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,23,830,3140
2016,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,22,635,1710
2017,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,23,785,1800
2018,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,24,1000,1655
2019,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,28,1000,1835
2020,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,20,780,1570
2021,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,33,1180,1410
2022,TLE11,"Kingston upon Hull, City of",81,Services to buildings and landscape activities,42,730,1635
2015,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,37,2300,920
2016,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,41,1930,880
2017,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,45,2100,425
2018,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,72,2600,620
2019,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,103,2735,460
2020,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,102,2970,725
2021,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,95,2715,840
2022,TLE11,"Kingston upon Hull, City of",82,Office administration and business support activities,53,3530,495
2015,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,298,4190,2630
2016,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,277,3840,1265
2017,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,302,4140,1890
2018,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,305,3860,2050
2019,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,323,4110,1905
2020,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,338,4350,1715
2021,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,349,4330,1500
2022,TLE11,"Kingston upon Hull, City of",O (84),Public administration and defence,343,3970,1410
2015,TLE11,"Kingston upon Hull, City of",P (85),Education,394,6550,10850
2016,TLE11,"Kingston upon Hull, City of",P (85),Education,390,6185,5445
2017,TLE11,"Kingston upon Hull, City of",P (85),Education,417,6550,5500
2018,TLE11,"Kingston upon Hull, City of",P (85),Education,429,7535,4335
2019,TLE11,"Kingston upon Hull, City of",P (85),Education,449,7315,4165
2020,TLE11,"Kingston upon Hull, City of",P (85),Education,448,7435,4125
2021,TLE11,"Kingston upon Hull, City of",P (85),Education,479,6975,4885
2022,TLE11,"Kingston upon Hull, City of",P (85),Education,541,6940,4455
2015,TLE11,"Kingston upon Hull, City of",86,Human health activities,391,4755,9940
2016,TLE11,"Kingston upon Hull, City of",86,Human health activities,399,5680,4560
2017,TLE11,"Kingston upon Hull, City of",86,Human health activities,405,6255,4350
2018,TLE11,"Kingston upon Hull, City of",86,Human health activities,444,7030,4030
2019,TLE11,"Kingston upon Hull, City of",86,Human health activities,479,6530,4655
2020,TLE11,"Kingston upon Hull, City of",86,Human health activities,437,6315,4415
2021,TLE11,"Kingston upon Hull, City of",86,Human health activities,484,6280,5055
2022,TLE11,"Kingston upon Hull, City of",86,Human health activities,447,7755,4545
2015,TLE11,"Kingston upon Hull, City of",87,Residential care activities,70,1675,2550
2016,TLE11,"Kingston upon Hull, City of",87,Residential care activities,79,2100,1750
2017,TLE11,"Kingston upon Hull, City of",87,Residential care activities,84,2025,1545
2018,TLE11,"Kingston upon Hull, City of",87,Residential care activities,85,1700,1275
2019,TLE11,"Kingston upon Hull, City of",87,Residential care activities,87,1750,1150
2020,TLE11,"Kingston upon Hull, City of",87,Residential care activities,95,1450,1000
2021,TLE11,"Kingston upon Hull, City of",87,Residential care activities,120,1950,1050
2022,TLE11,"Kingston upon Hull, City of",87,Residential care activities,116,1300,900
2015,TLE11,"Kingston upon Hull, City of",88,Social work activities,142,2500,4800
2016,TLE11,"Kingston upon Hull, City of",88,Social work activities,145,2475,1900
2017,TLE11,"Kingston upon Hull, City of",88,Social work activities,136,2200,2000
2018,TLE11,"Kingston upon Hull, City of",88,Social work activities,137,2350,2150
2019,TLE11,"Kingston upon Hull, City of",88,Social work activities,138,2400,2200
2020,TLE11,"Kingston upon Hull, City of",88,Social work activities,223,2175,1600
2021,TLE11,"Kingston upon Hull, City of",88,Social work activities,236,2600,2300
2022,TLE11,"Kingston upon Hull, City of",88,Social work activities,203,3400,2300
2015,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",9,195,410
2016,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",10,215,295
2017,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",9,145,185
2018,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",10,195,285
2019,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",13,235,345
2020,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",9,285,155
2021,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",12,165,275
2022,TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",14,205,270
2015,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,79,965,3400
2016,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,73,945,1665
2017,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,81,1095,1255
2018,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,75,900,1385
2019,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,55,780,1090
2020,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,46,1065,1395
2021,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,50,720,1115
2022,TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,69,895,860
2015,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,12,105,530
2016,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,15,195,290
2017,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,15,150,235
2018,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,16,430,245
2019,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,11,215,170
2020,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,7,200,225
2021,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,12,115,185
2022,TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,15,125,255
2015,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",2,10,0
2016,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",2,130,80
2017,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",2,60,10
2018,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",2,0,0
2019,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",1,105,10
2020,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",1,35,0
2021,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",4,160,105
2022,TLE11,"Kingston upon Hull, City of",95,"Repair of computers, personal and household goods",4,105,60
2015,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,32,555,800
2016,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,39,535,405
2017,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,46,365,405
2018,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,43,345,275
2019,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,47,900,770
2020,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,40,360,370
2021,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,38,980,510
2022,TLE11,"Kingston upon Hull, City of",96,Other personal service activities,43,485,280
2015,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,6,0,0
2016,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,6,0,0
2017,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,4,0,0
2018,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,4,0,0
2019,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,5,0,0
2020,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,4,0,0
2021,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,2,0,0
2022,TLE11,"Kingston upon Hull, City of",T (97-98),Activities of households,3,0,0
2015,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",307,2695,1240
2016,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",297,4030,1245
2017,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",289,2695,780
2018,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",297,3120,550
2019,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",330,2755,565
2020,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",312,2765,595
2021,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",396,3090,625
2022,TLE12,East Riding of Yorkshire,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",451,3220,500
2015,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",140,2355,630
2016,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",148,2850,270
2017,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",164,3390,395
2018,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",175,3110,185
2019,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",194,3440,270
2020,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",208,3820,410
2021,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",263,3530,350
2022,TLE12,East Riding of Yorkshire,CA (10-12),"Manufacture of food, beverages and tobacco",277,3775,310
2015,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",6,85,20
2016,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",8,60,5
2017,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",14,140,25
2018,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",17,205,10
2019,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",18,155,50
2020,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",13,45,25
2021,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",23,300,50
2022,TLE12,East Riding of Yorkshire,CB (13-15),"Manufacture of textiles, wearing apparel and leather",27,290,25
2015,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,105,2315,130
2016,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,123,1860,145
2017,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,114,1925,120
2018,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,109,2460,180
2019,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,138,2090,140
2020,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,137,2590,180
2021,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,166,2710,430
2022,TLE12,East Riding of Yorkshire,CC (16-18),Manufacture of wood and paper products and printing,189,3175,355
2015,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",389,4095,360
2016,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",387,3490,70
2017,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",367,3680,145
2018,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",383,4135,245
2019,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",420,4165,150
2020,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",402,3155,150
2021,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",485,3945,165
2022,TLE12,East Riding of Yorkshire,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",552,3685,395
2015,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,106,1440,170
2016,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,109,1340,110
2017,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,116,1900,230
2018,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,145,1795,195
2019,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,131,1295,115
2020,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,140,1210,90
2021,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,189,1620,80
2022,TLE12,East Riding of Yorkshire,CH (24-25),Manufacture of basic and fabricated metal products,196,1485,205
2015,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",27,755,30
2016,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",28,460,40
2017,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",30,185,155
2018,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",25,375,45
2019,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",22,445,20
2020,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",27,235,25
2021,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",33,295,0
2022,TLE12,East Riding of Yorkshire,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",33,395,10
2015,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,253,3130,230
2016,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,267,2600,110
2017,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,292,3495,110
2018,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,310,3475,145
2019,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,264,3225,320
2020,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,187,3185,305
2021,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,234,3550,265
2022,TLE12,East Riding of Yorkshire,CK-CL (28-30),Manufacture of machinery and transport equipment,254,3795,115
2015,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",110,2375,260
2016,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",116,2455,250
2017,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",136,1960,115
2018,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",148,1995,210
2019,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",137,1995,200
2020,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",150,1990,250
2021,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",209,2715,230
2022,TLE12,East Riding of Yorkshire,CM (31-33),"Other manufacturing, repair and installation",237,2895,145
2015,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",294,815,150
2016,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",255,1025,20
2017,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",259,1425,250
2018,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",244,1585,295
2019,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",249,1245,255
2020,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",255,1495,315
2021,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",195,1605,210
2022,TLE12,East Riding of Yorkshire,DE (35-39),"Electricity, gas, water; sewerage and waste management",220,1710,410
2015,TLE12,East Riding of Yorkshire,41,Construction of buildings,101,2150,450
2016,TLE12,East Riding of Yorkshire,41,Construction of buildings,103,2000,300
2017,TLE12,East Riding of Yorkshire,41,Construction of buildings,107,2050,250
2018,TLE12,East Riding of Yorkshire,41,Construction of buildings,140,1250,250
2019,TLE12,East Riding of Yorkshire,41,Construction of buildings,145,2400,300
2020,TLE12,East Riding of Yorkshire,41,Construction of buildings,118,1575,500
2021,TLE12,East Riding of Yorkshire,41,Construction of buildings,150,1950,675
2022,TLE12,East Riding of Yorkshire,41,Construction of buildings,165,1325,75
2015,TLE12,East Riding of Yorkshire,42,Civil engineering,33,820,260
2016,TLE12,East Riding of Yorkshire,42,Civil engineering,31,590,85
2017,TLE12,East Riding of Yorkshire,42,Civil engineering,42,750,110
2018,TLE12,East Riding of Yorkshire,42,Civil engineering,46,320,70
2019,TLE12,East Riding of Yorkshire,42,Civil engineering,53,445,40
2020,TLE12,East Riding of Yorkshire,42,Civil engineering,42,390,30
2021,TLE12,East Riding of Yorkshire,42,Civil engineering,67,570,50
2022,TLE12,East Riding of Yorkshire,42,Civil engineering,130,405,45
2015,TLE12,East Riding of Yorkshire,43,Specialised construction activities,168,2420,610
2016,TLE12,East Riding of Yorkshire,43,Specialised construction activities,152,2670,550
2017,TLE12,East Riding of Yorkshire,43,Specialised construction activities,171,2655,410
2018,TLE12,East Riding of Yorkshire,43,Specialised construction activities,168,2610,370
2019,TLE12,East Riding of Yorkshire,43,Specialised construction activities,153,3290,565
2020,TLE12,East Riding of Yorkshire,43,Specialised construction activities,178,3355,750
2021,TLE12,East Riding of Yorkshire,43,Specialised construction activities,202,2790,350
2022,TLE12,East Riding of Yorkshire,43,Specialised construction activities,235,3775,595
2015,TLE12,East Riding of Yorkshire,45,Motor trades,124,2170,760
2016,TLE12,East Riding of Yorkshire,45,Motor trades,128,2900,575
2017,TLE12,East Riding of Yorkshire,45,Motor trades,136,2465,490
2018,TLE12,East Riding of Yorkshire,45,Motor trades,139,2090,245
2019,TLE12,East Riding of Yorkshire,45,Motor trades,149,2340,435
2020,TLE12,East Riding of Yorkshire,45,Motor trades,149,2370,420
2021,TLE12,East Riding of Yorkshire,45,Motor trades,207,2215,330
2022,TLE12,East Riding of Yorkshire,45,Motor trades,230,2585,490
2015,TLE12,East Riding of Yorkshire,46,Wholesale trade,142,4080,1070
2016,TLE12,East Riding of Yorkshire,46,Wholesale trade,170,4630,620
2017,TLE12,East Riding of Yorkshire,46,Wholesale trade,198,3605,520
2018,TLE12,East Riding of Yorkshire,46,Wholesale trade,232,3730,560
2019,TLE12,East Riding of Yorkshire,46,Wholesale trade,222,3510,415
2020,TLE12,East Riding of Yorkshire,46,Wholesale trade,234,4190,600
2021,TLE12,East Riding of Yorkshire,46,Wholesale trade,309,4320,510
2022,TLE12,East Riding of Yorkshire,46,Wholesale trade,385,4425,730
2015,TLE12,East Riding of Yorkshire,47,Retail trade,322,4380,13360
2016,TLE12,East Riding of Yorkshire,47,Retail trade,311,4745,6720
2017,TLE12,East Riding of Yorkshire,47,Retail trade,328,5395,7160
2018,TLE12,East Riding of Yorkshire,47,Retail trade,354,4745,7010
2019,TLE12,East Riding of Yorkshire,47,Retail trade,409,6020,7280
2020,TLE12,East Riding of Yorkshire,47,Retail trade,367,4160,7125
2021,TLE12,East Riding of Yorkshire,47,Retail trade,445,3700,7010
2022,TLE12,East Riding of Yorkshire,47,Retail trade,416,4320,7140
2015,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",104,2590,890
2016,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",115,2450,560
2017,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",118,2160,335
2018,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",122,2495,835
2019,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",127,1870,575
2020,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",149,1855,340
2021,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",161,2260,385
2022,TLE12,East Riding of Yorkshire,49-51,"Land, water and air transport",188,1865,230
2015,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,53,1275,1200
2016,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,67,3285,1360
2017,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,66,3235,925
2018,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,71,1950,300
2019,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,74,1780,240
2020,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,54,1760,300
2021,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,66,1580,910
2022,TLE12,East Riding of Yorkshire,52,Warehousing and transport support activities,62,2325,380
2015,TLE12,East Riding of Yorkshire,53,Postal and courier activities,34,450,500
2016,TLE12,East Riding of Yorkshire,53,Postal and courier activities,33,375,190
2017,TLE12,East Riding of Yorkshire,53,Postal and courier activities,33,485,260
2018,TLE12,East Riding of Yorkshire,53,Postal and courier activities,37,400,200
2019,TLE12,East Riding of Yorkshire,53,Postal and courier activities,34,400,175
2020,TLE12,East Riding of Yorkshire,53,Postal and courier activities,40,455,175
2021,TLE12,East Riding of Yorkshire,53,Postal and courier activities,40,475,220
2022,TLE12,East Riding of Yorkshire,53,Postal and courier activities,38,555,445
2015,TLE12,East Riding of Yorkshire,55,Accommodation,53,1055,2320
2016,TLE12,East Riding of Yorkshire,55,Accommodation,68,1105,1575
2017,TLE12,East Riding of Yorkshire,55,Accommodation,78,1300,1715
2018,TLE12,East Riding of Yorkshire,55,Accommodation,84,980,1335
2019,TLE12,East Riding of Yorkshire,55,Accommodation,84,1110,1180
2020,TLE12,East Riding of Yorkshire,55,Accommodation,55,1070,1035
2021,TLE12,East Riding of Yorkshire,55,Accommodation,86,1210,1890
2022,TLE12,East Riding of Yorkshire,55,Accommodation,114,1235,1615
2015,TLE12,East Riding of Yorkshire,56,Food and beverage service activities,111,2465,9550
2016,TLE12,East Riding of Yorkshire,56,Food and beverage service activities,109,2100,4425
2017,TLE12,East Riding of Yorkshire,56,Food and beverage service activities,126,2345,5650
2018,TLE12,East Riding of Yorkshire,56,Food and beverage service activities,136,2600,5600
2019,TLE12,East Riding of Yorkshire,56,Food and beverage service activities,149,2225,4675
