DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME,JOBCOUNT_ALLINEMPLOYMENT
2019,TLC11,Hartlepool and Stockton-on-Tees,G (45-47),Wholesale and retail trade; repair of motor vehicles,784,9100,8675,18465
2020,TLC11,Hartlepool and Stockton-on-Tees,G (45-47),Wholesale and retail trade; repair of motor vehicles,670,8375,8540,17515
2021,TLC11,Hartlepool and Stockton-on-Tees,G (45-47),Wholesale and retail trade; repair of motor vehicles,820,9320,9095,18770
2022,TLC11,Hartlepool and Stockton-on-Tees,G (45-47),Wholesale and retail trade; repair of motor vehicles,824,8705,8290,17620
2015,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,462,4225,2120,5045
2016,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,450,4195,685,5090
2017,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,332,3680,985,5000
2018,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,209,4485,1020,5465
2019,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,200,4585,1070,5655
2020,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,215,4235,1025,5915
2021,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,195,5145,1090,6555
2022,TLC11,Hartlepool and Stockton-on-Tees,H (49-53),Transportation and storage,215,5320,730,5900
2015,TLC11,Hartlepool and Stockton-on-Tees,I (55-56),Accommodation and food service activities,146,2555,10950,8135
2016,TLC11,Hartlepool and Stockton-on-Tees,I (55-56),Accommodation and food service activities,147,2695,4745,7895
2017,TLC11,Hartlepool and Stockton-on-Tees,I (55-56),Accommodation and food service activities,152,2975,5420,8750
