DATE,GEOGRAPHY_CODE_ITL321,SIC_2DIGIT_CODE_GVA2023,JOBCOUNT,GVA,Region_name,SIC07_description
2016,TLD34,56,5250,255,Greater Manchester South West,Food and beverage service activities
2016,TLD34,58-60,4350,441,Greater Manchester South West,Publishing; film and TV production and broadcasting
2016,TLD34,61-63,6470,770,Greater Manchester South West,Telecommunications; information technology
2016,TLD34,68,3640,986,Greater Manchester South West,"Real estate activities, excluding imputed rental"
2016,TLD34,69,9730,426,Greater Manchester South West,Legal and accounting activities
2016,TLD34,70,7775,82,Greater Manchester South West,Head offices and management consultancy
2016,TLD34,71,5490,217,Greater Manchester South West,Architectural and engineering activities
2016,TLD34,72-73,1575,66,Greater Manchester South West,Research and development; advertising and market research
2016,TLD34,74-75,1330,66,Greater Manchester South West,"Other professional, scientific and technical activities"
2016,TLD34,77,2195,281,Greater Manchester South West,Rental and leasing activities
2016,TLD34,78-80,12985,616,Greater Manchester South West,Employment activities; tourism and security services
2016,TLD34,81,3600,180,Greater Manchester South West,Services to buildings and landscape activities
2016,TLD34,82,2860,269,Greater Manchester South West,Office administration and business support activities
2016,TLD34,86,9100,606,Greater Manchester South West,Human health activities
2016,TLD34,87,2100,148,Greater Manchester South West,Residential care activities
2016,TLD34,88,3750,283,Greater Manchester South West,Social work activities
2016,TLD34,90-91,570,30,Greater Manchester South West,"Creative, arts, entertainment and cultural activities"
2016,TLD34,92-93,2055,427,Greater Manchester South West,Gambling and betting; sports and recreation activities
2016,TLD34,94,505,36,Greater Manchester South West,Activities of membership organisations
2016,TLD34,95,480,66,Greater Manchester South West,"Repair of computers, personal and household goods"
2016,TLD34,96,740,133,Greater Manchester South West,Other personal service activities
2016,TLD34,AB (1-9),260,27,Greater Manchester South West,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD34,CA (10-12),2830,296,Greater Manchester South West,"Manufacture of food, beverages and tobacco"
2016,TLD34,CB (13-15),305,19,Greater Manchester South West,"Manufacture of textiles, wearing apparel and leather"
2016,TLD34,CC (16-18),2130,121,Greater Manchester South West,Manufacture of wood and paper products and printing
2016,TLD34,CD-CG (19-23),3515,544,Greater Manchester South West,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD34,CH (24-25),1635,74,Greater Manchester South West,Manufacture of basic and fabricated metal products
2016,TLD34,CI-CJ (26-27),1380,141,Greater Manchester South West,"Manufacture of electronic, optical and electrical products"
2016,TLD34,CK-CL (28-30),2515,133,Greater Manchester South West,Manufacture of machinery and transport equipment
2016,TLD34,DE (35-39),4320,424,Greater Manchester South West,"Electricity, gas, water; sewerage and waste management"
2016,TLD34,K (64-66),9185,1042,Greater Manchester South West,Financial and insurance activities
2016,TLD34,O (84),9850,670,Greater Manchester South West,Public administration and defence
2016,TLD34,P (85),12250,688,Greater Manchester South West,Education
2016,TLD34,T (97-98),0,17,Greater Manchester South West,Activities of households
2016,TLD35,31-32,690,39,Greater Manchester South East,Manufacture of furniture; other manufacturing
2016,TLD35,33,270,17,Greater Manchester South East,Repair and installation of machinery and equipment
2016,TLD35,41,1625,116,Greater Manchester South East,Construction of buildings
2016,TLD35,42,895,78,Greater Manchester South East,Civil engineering
2016,TLD35,43,3765,309,Greater Manchester South East,Specialised construction activities
2016,TLD35,45,2690,161,Greater Manchester South East,Motor trades
2016,TLD35,46,8065,337,Greater Manchester South East,Wholesale trade
2016,TLD35,47,9740,577,Greater Manchester South East,Retail trade
2016,TLD35,49-51,2885,145,Greater Manchester South East,"Land, water and air transport"
2016,TLD35,52,1130,36,Greater Manchester South East,Warehousing and transport support activities
2016,TLD35,53,735,35,Greater Manchester South East,Postal and courier activities
2016,TLD35,55,740,27,Greater Manchester South East,Accommodation
2016,TLD35,56,3250,157,Greater Manchester South East,Food and beverage service activities
2016,TLD35,58-60,350,17,Greater Manchester South East,Publishing; film and TV production and broadcasting
2016,TLD35,61-63,4990,378,Greater Manchester South East,Telecommunications; information technology
2016,TLD35,68,2220,276,Greater Manchester South East,"Real estate activities, excluding imputed rental"
2016,TLD35,69,3245,123,Greater Manchester South East,Legal and accounting activities
2016,TLD35,70,3075,37,Greater Manchester South East,Head offices and management consultancy
2016,TLD35,71,3525,145,Greater Manchester South East,Architectural and engineering activities
2016,TLD35,72-73,695,28,Greater Manchester South East,Research and development; advertising and market research
2016,TLD35,74-75,1350,75,Greater Manchester South East,"Other professional, scientific and technical activities"
2016,TLD35,77,710,89,Greater Manchester South East,Rental and leasing activities
2016,TLD35,78-80,3940,150,Greater Manchester South East,Employment activities; tourism and security services
2016,TLD35,81,2715,102,Greater Manchester South East,Services to buildings and landscape activities
2016,TLD35,82,1675,198,Greater Manchester South East,Office administration and business support activities
2016,TLD35,86,9625,699,Greater Manchester South East,Human health activities
2016,TLD35,87,2725,251,Greater Manchester South East,Residential care activities
2016,TLD35,88,2800,225,Greater Manchester South East,Social work activities
2016,TLD35,90-91,405,20,Greater Manchester South East,"Creative, arts, entertainment and cultural activities"
2016,TLD35,92-93,1120,47,Greater Manchester South East,Gambling and betting; sports and recreation activities
2016,TLD35,94,1155,137,Greater Manchester South East,Activities of membership organisations
2016,TLD35,95,215,11,Greater Manchester South East,"Repair of computers, personal and household goods"
2016,TLD35,96,1035,133,Greater Manchester South East,Other personal service activities
2016,TLD35,AB (1-9),250,8,Greater Manchester South East,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD35,CA (10-12),3465,150,Greater Manchester South East,"Manufacture of food, beverages and tobacco"
2016,TLD35,CB (13-15),1185,78,Greater Manchester South East,"Manufacture of textiles, wearing apparel and leather"
2016,TLD35,CC (16-18),3505,168,Greater Manchester South East,Manufacture of wood and paper products and printing
2016,TLD35,CD-CG (19-23),2305,216,Greater Manchester South East,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD35,CH (24-25),2445,137,Greater Manchester South East,Manufacture of basic and fabricated metal products
2016,TLD35,CI-CJ (26-27),2855,258,Greater Manchester South East,"Manufacture of electronic, optical and electrical products"
2016,TLD35,CK-CL (28-30),2955,112,Greater Manchester South East,Manufacture of machinery and transport equipment
2016,TLD35,DE (35-39),5040,224,Greater Manchester South East,"Electricity, gas, water; sewerage and waste management"
2016,TLD35,K (64-66),5580,453,Greater Manchester South East,Financial and insurance activities
2016,TLD35,O (84),4965,418,Greater Manchester South East,Public administration and defence
2016,TLD35,P (85),8665,546,Greater Manchester South East,Education
2016,TLD35,T (97-98),0,18,Greater Manchester South East,Activities of households
2016,TLD36,31-32,1170,62,Greater Manchester North West,Manufacture of furniture; other manufacturing
2016,TLD36,33,455,37,Greater Manchester North West,Repair and installation of machinery and equipment
2016,TLD36,41,2175,162,Greater Manchester North West,Construction of buildings
2016,TLD36,42,2905,230,Greater Manchester North West,Civil engineering
2016,TLD36,43,4935,395,Greater Manchester North West,Specialised construction activities
2016,TLD36,45,2960,157,Greater Manchester North West,Motor trades
2016,TLD36,46,6750,258,Greater Manchester North West,Wholesale trade
2016,TLD36,47,10395,714,Greater Manchester North West,Retail trade
2016,TLD36,49-51,4125,182,Greater Manchester North West,"Land, water and air transport"
2016,TLD36,52,1935,182,Greater Manchester North West,Warehousing and transport support activities
2016,TLD36,53,1940,149,Greater Manchester North West,Postal and courier activities
2016,TLD36,55,485,30,Greater Manchester North West,Accommodation
2016,TLD36,56,3225,174,Greater Manchester North West,Food and beverage service activities
2016,TLD36,58-60,275,22,Greater Manchester North West,Publishing; film and TV production and broadcasting
2016,TLD36,61-63,2510,152,Greater Manchester North West,Telecommunications; information technology
2016,TLD36,68,3055,374,Greater Manchester North West,"Real estate activities, excluding imputed rental"
2016,TLD36,69,5040,183,Greater Manchester North West,Legal and accounting activities
2016,TLD36,70,2955,31,Greater Manchester North West,Head offices and management consultancy
2016,TLD36,71,2510,90,Greater Manchester North West,Architectural and engineering activities
2016,TLD36,72-73,360,11,Greater Manchester North West,Research and development; advertising and market research
2016,TLD36,74-75,1335,63,Greater Manchester North West,"Other professional, scientific and technical activities"
2016,TLD36,77,1120,90,Greater Manchester North West,Rental and leasing activities
2016,TLD36,78-80,5255,161,Greater Manchester North West,Employment activities; tourism and security services
2016,TLD36,81,2465,48,Greater Manchester North West,Services to buildings and landscape activities
2016,TLD36,82,2460,88,Greater Manchester North West,Office administration and business support activities
2016,TLD36,86,11500,826,Greater Manchester North West,Human health activities
2016,TLD36,87,2475,330,Greater Manchester North West,Residential care activities
2016,TLD36,88,3150,299,Greater Manchester North West,Social work activities
2016,TLD36,90-91,300,11,Greater Manchester North West,"Creative, arts, entertainment and cultural activities"
2016,TLD36,92-93,1680,96,Greater Manchester North West,Gambling and betting; sports and recreation activities
2016,TLD36,94,435,19,Greater Manchester North West,Activities of membership organisations
2016,TLD36,95,165,16,Greater Manchester North West,"Repair of computers, personal and household goods"
2016,TLD36,96,895,131,Greater Manchester North West,Other personal service activities
2016,TLD36,AB (1-9),245,10,Greater Manchester North West,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD36,CA (10-12),7280,423,Greater Manchester North West,"Manufacture of food, beverages and tobacco"
2016,TLD36,CB (13-15),900,90,Greater Manchester North West,"Manufacture of textiles, wearing apparel and leather"
2016,TLD36,CC (16-18),2910,146,Greater Manchester North West,Manufacture of wood and paper products and printing
2016,TLD36,CD-CG (19-23),3180,296,Greater Manchester North West,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD36,CH (24-25),3300,187,Greater Manchester North West,Manufacture of basic and fabricated metal products
2016,TLD36,CI-CJ (26-27),1305,113,Greater Manchester North West,"Manufacture of electronic, optical and electrical products"
2016,TLD36,CK-CL (28-30),2030,135,Greater Manchester North West,Manufacture of machinery and transport equipment
2016,TLD36,DE (35-39),2655,380,Greater Manchester North West,"Electricity, gas, water; sewerage and waste management"
2016,TLD36,K (64-66),3220,337,Greater Manchester North West,Financial and insurance activities
2016,TLD36,O (84),6710,555,Greater Manchester North West,Public administration and defence
2016,TLD36,P (85),7380,649,Greater Manchester North West,Education
2016,TLD36,T (97-98),0,21,Greater Manchester North West,Activities of households
2016,TLD37,31-32,985,72,Greater Manchester North East,Manufacture of furniture; other manufacturing
2016,TLD37,33,855,46,Greater Manchester North East,Repair and installation of machinery and equipment
2016,TLD37,41,2000,132,Greater Manchester North East,Construction of buildings
2016,TLD37,42,2340,139,Greater Manchester North East,Civil engineering
2016,TLD37,43,4630,376,Greater Manchester North East,Specialised construction activities
2016,TLD37,45,3320,170,Greater Manchester North East,Motor trades
2016,TLD37,46,7765,411,Greater Manchester North East,Wholesale trade
2016,TLD37,47,12180,671,Greater Manchester North East,Retail trade
2016,TLD37,49-51,4870,200,Greater Manchester North East,"Land, water and air transport"
2016,TLD37,52,5400,380,Greater Manchester North East,Warehousing and transport support activities
2016,TLD37,53,1435,110,Greater Manchester North East,Postal and courier activities
2016,TLD37,55,755,29,Greater Manchester North East,Accommodation
2016,TLD37,56,3750,180,Greater Manchester North East,Food and beverage service activities
2016,TLD37,58-60,545,28,Greater Manchester North East,Publishing; film and TV production and broadcasting
2016,TLD37,61-63,2895,310,Greater Manchester North East,Telecommunications; information technology
2016,TLD37,68,2995,451,Greater Manchester North East,"Real estate activities, excluding imputed rental"
2016,TLD37,69,2500,80,Greater Manchester North East,Legal and accounting activities
2016,TLD37,70,5040,134,Greater Manchester North East,Head offices and management consultancy
2016,TLD37,71,2105,75,Greater Manchester North East,Architectural and engineering activities
2016,TLD37,72-73,1170,15,Greater Manchester North East,Research and development; advertising and market research
2016,TLD37,74-75,1210,42,Greater Manchester North East,"Other professional, scientific and technical activities"
2016,TLD37,77,810,88,Greater Manchester North East,Rental and leasing activities
2016,TLD37,78-80,5820,114,Greater Manchester North East,Employment activities; tourism and security services
2016,TLD37,81,1030,29,Greater Manchester North East,Services to buildings and landscape activities
2016,TLD37,82,2045,89,Greater Manchester North East,Office administration and business support activities
2016,TLD37,86,10650,744,Greater Manchester North East,Human health activities
2016,TLD37,87,5950,251,Greater Manchester North East,Residential care activities
2016,TLD37,88,4000,241,Greater Manchester North East,Social work activities
2016,TLD37,90-91,395,8,Greater Manchester North East,"Creative, arts, entertainment and cultural activities"
2016,TLD37,92-93,1310,56,Greater Manchester North East,Gambling and betting; sports and recreation activities
2016,TLD37,94,340,7,Greater Manchester North East,Activities of membership organisations
2016,TLD37,95,340,22,Greater Manchester North East,"Repair of computers, personal and household goods"
2016,TLD37,96,805,146,Greater Manchester North East,Other personal service activities
2016,TLD37,AB (1-9),235,5,Greater Manchester North East,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD37,CA (10-12),2865,105,Greater Manchester North East,"Manufacture of food, beverages and tobacco"
2016,TLD37,CB (13-15),2435,224,Greater Manchester North East,"Manufacture of textiles, wearing apparel and leather"
2016,TLD37,CC (16-18),2820,128,Greater Manchester North East,Manufacture of wood and paper products and printing
2016,TLD37,CD-CG (19-23),5870,501,Greater Manchester North East,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD37,CH (24-25),4680,221,Greater Manchester North East,Manufacture of basic and fabricated metal products
2016,TLD37,CI-CJ (26-27),1150,91,Greater Manchester North East,"Manufacture of electronic, optical and electrical products"
2016,TLD37,CK-CL (28-30),2850,223,Greater Manchester North East,Manufacture of machinery and transport equipment
2016,TLD37,DE (35-39),2510,147,Greater Manchester North East,"Electricity, gas, water; sewerage and waste management"
2016,TLD37,K (64-66),2085,268,Greater Manchester North East,Financial and insurance activities
2016,TLD37,O (84),5620,407,Greater Manchester North East,Public administration and defence
2016,TLD37,P (85),15835,729,Greater Manchester North East,Education
2016,TLD37,T (97-98),0,22,Greater Manchester North East,Activities of households
2016,TLD41,31-32,1075,49,Blackburn with Darwen,Manufacture of furniture; other manufacturing
2016,TLD41,33,155,13,Blackburn with Darwen,Repair and installation of machinery and equipment
2016,TLD41,41,370,20,Blackburn with Darwen,Construction of buildings
2016,TLD41,42,65,4,Blackburn with Darwen,Civil engineering
2016,TLD41,43,985,95,Blackburn with Darwen,Specialised construction activities
2016,TLD41,45,675,34,Blackburn with Darwen,Motor trades
2016,TLD41,46,2255,259,Blackburn with Darwen,Wholesale trade
2016,TLD41,47,2970,182,Blackburn with Darwen,Retail trade
2016,TLD41,49-51,840,36,Blackburn with Darwen,"Land, water and air transport"
2016,TLD41,52,995,67,Blackburn with Darwen,Warehousing and transport support activities
2016,TLD41,53,335,14,Blackburn with Darwen,Postal and courier activities
2016,TLD41,55,60,1,Blackburn with Darwen,Accommodation
2016,TLD41,56,740,45,Blackburn with Darwen,Food and beverage service activities
2016,TLD41,58-60,120,10,Blackburn with Darwen,Publishing; film and TV production and broadcasting
2016,TLD41,61-63,1480,144,Blackburn with Darwen,Telecommunications; information technology
2016,TLD41,68,535,83,Blackburn with Darwen,"Real estate activities, excluding imputed rental"
2016,TLD41,69,1435,58,Blackburn with Darwen,Legal and accounting activities
2016,TLD41,70,910,16,Blackburn with Darwen,Head offices and management consultancy
2016,TLD41,71,645,22,Blackburn with Darwen,Architectural and engineering activities
2016,TLD41,72-73,185,10,Blackburn with Darwen,Research and development; advertising and market research
2016,TLD41,74-75,235,11,Blackburn with Darwen,"Other professional, scientific and technical activities"
2016,TLD41,77,175,12,Blackburn with Darwen,Rental and leasing activities
2016,TLD41,78-80,1590,40,Blackburn with Darwen,Employment activities; tourism and security services
2016,TLD41,81,540,6,Blackburn with Darwen,Services to buildings and landscape activities
2016,TLD41,82,535,35,Blackburn with Darwen,Office administration and business support activities
2016,TLD41,86,5310,336,Blackburn with Darwen,Human health activities
2016,TLD41,87,610,29,Blackburn with Darwen,Residential care activities
2016,TLD41,88,1150,85,Blackburn with Darwen,Social work activities
2016,TLD41,90-91,25,1,Blackburn with Darwen,"Creative, arts, entertainment and cultural activities"
2016,TLD41,92-93,470,26,Blackburn with Darwen,Gambling and betting; sports and recreation activities
2016,TLD41,94,260,5,Blackburn with Darwen,Activities of membership organisations
2016,TLD41,95,105,4,Blackburn with Darwen,"Repair of computers, personal and household goods"
2016,TLD41,96,195,25,Blackburn with Darwen,Other personal service activities
2016,TLD41,AB (1-9),40,2,Blackburn with Darwen,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD41,CA (10-12),1215,39,Blackburn with Darwen,"Manufacture of food, beverages and tobacco"
2016,TLD41,CB (13-15),880,52,Blackburn with Darwen,"Manufacture of textiles, wearing apparel and leather"
2016,TLD41,CC (16-18),1930,104,Blackburn with Darwen,Manufacture of wood and paper products and printing
2016,TLD41,CD-CG (19-23),2490,241,Blackburn with Darwen,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD41,CH (24-25),1355,71,Blackburn with Darwen,Manufacture of basic and fabricated metal products
2016,TLD41,CI-CJ (26-27),425,40,Blackburn with Darwen,"Manufacture of electronic, optical and electrical products"
2016,TLD41,CK-CL (28-30),705,13,Blackburn with Darwen,Manufacture of machinery and transport equipment
2016,TLD41,DE (35-39),355,36,Blackburn with Darwen,"Electricity, gas, water; sewerage and waste management"
2016,TLD41,K (64-66),770,62,Blackburn with Darwen,Financial and insurance activities
2016,TLD41,O (84),1840,140,Blackburn with Darwen,Public administration and defence
2016,TLD41,P (85),3815,210,Blackburn with Darwen,Education
2016,TLD41,T (97-98),0,3,Blackburn with Darwen,Activities of households
2016,TLD42,31-32,90,13,Blackpool,Manufacture of furniture; other manufacturing
2016,TLD42,33,20,1,Blackpool,Repair and installation of machinery and equipment
2016,TLD42,41,260,18,Blackpool,Construction of buildings
2016,TLD42,42,70,4,Blackpool,Civil engineering
2016,TLD42,43,595,57,Blackpool,Specialised construction activities
2016,TLD42,45,520,27,Blackpool,Motor trades
2016,TLD42,46,940,76,Blackpool,Wholesale trade
2016,TLD42,47,2890,188,Blackpool,Retail trade
2016,TLD42,49-51,1085,25,Blackpool,"Land, water and air transport"
2016,TLD42,52,185,5,Blackpool,Warehousing and transport support activities
2016,TLD42,53,235,10,Blackpool,Postal and courier activities
2016,TLD42,55,1910,59,Blackpool,Accommodation
2016,TLD42,56,1650,96,Blackpool,Food and beverage service activities
2016,TLD42,58-60,35,4,Blackpool,Publishing; film and TV production and broadcasting
2016,TLD42,61-63,720,54,Blackpool,Telecommunications; information technology
2016,TLD42,68,440,37,Blackpool,"Real estate activities, excluding imputed rental"
2016,TLD42,69,625,80,Blackpool,Legal and accounting activities
2016,TLD42,70,295,5,Blackpool,Head offices and management consultancy
2016,TLD42,71,255,6,Blackpool,Architectural and engineering activities
2016,TLD42,72-73,165,11,Blackpool,Research and development; advertising and market research
2016,TLD42,74-75,185,6,Blackpool,"Other professional, scientific and technical activities"
2016,TLD42,77,115,6,Blackpool,Rental and leasing activities
2016,TLD42,78-80,1205,25,Blackpool,Employment activities; tourism and security services
2016,TLD42,81,215,4,Blackpool,Services to buildings and landscape activities
2016,TLD42,82,275,4,Blackpool,Office administration and business support activities
2016,TLD42,86,4865,325,Blackpool,Human health activities
2016,TLD42,87,875,86,Blackpool,Residential care activities
2016,TLD42,88,925,98,Blackpool,Social work activities
2016,TLD42,90-91,215,14,Blackpool,"Creative, arts, entertainment and cultural activities"
2016,TLD42,92-93,1195,116,Blackpool,Gambling and betting; sports and recreation activities
2016,TLD42,94,85,3,Blackpool,Activities of membership organisations
2016,TLD42,95,55,3,Blackpool,"Repair of computers, personal and household goods"
2016,TLD42,96,190,24,Blackpool,Other personal service activities
2016,TLD42,AB (1-9),40,1,Blackpool,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD42,CA (10-12),1365,62,Blackpool,"Manufacture of food, beverages and tobacco"
2016,TLD42,CB (13-15),15,3,Blackpool,"Manufacture of textiles, wearing apparel and leather"
2016,TLD42,CC (16-18),310,7,Blackpool,Manufacture of wood and paper products and printing
2016,TLD42,CD-CG (19-23),375,23,Blackpool,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD42,CH (24-25),305,15,Blackpool,Manufacture of basic and fabricated metal products
2016,TLD42,CI-CJ (26-27),280,15,Blackpool,"Manufacture of electronic, optical and electrical products"
2016,TLD42,CK-CL (28-30),530,26,Blackpool,Manufacture of machinery and transport equipment
2016,TLD42,DE (35-39),285,16,Blackpool,"Electricity, gas, water; sewerage and waste management"
2016,TLD42,K (64-66),455,54,Blackpool,Financial and insurance activities
2016,TLD42,O (84),3270,257,Blackpool,Public administration and defence
2016,TLD42,P (85),2640,162,Blackpool,Education
2016,TLD42,T (97-98),0,3,Blackpool,Activities of households
2016,TLD44,31-32,165,10,Lancaster and Wyre,Manufacture of furniture; other manufacturing
2016,TLD44,33,150,11,Lancaster and Wyre,Repair and installation of machinery and equipment
2016,TLD44,41,775,71,Lancaster and Wyre,Construction of buildings
2016,TLD44,42,575,26,Lancaster and Wyre,Civil engineering
2016,TLD44,43,1950,147,Lancaster and Wyre,Specialised construction activities
2016,TLD44,45,1025,40,Lancaster and Wyre,Motor trades
2016,TLD44,46,1930,231,Lancaster and Wyre,Wholesale trade
2016,TLD44,47,4305,251,Lancaster and Wyre,Retail trade
2016,TLD44,49-51,2010,83,Lancaster and Wyre,"Land, water and air transport"
2016,TLD44,52,660,22,Lancaster and Wyre,Warehousing and transport support activities
2016,TLD44,53,335,18,Lancaster and Wyre,Postal and courier activities
2016,TLD44,55,1210,55,Lancaster and Wyre,Accommodation
2016,TLD44,56,2025,100,Lancaster and Wyre,Food and beverage service activities
2016,TLD44,58-60,140,13,Lancaster and Wyre,Publishing; film and TV production and broadcasting
2016,TLD44,61-63,1105,98,Lancaster and Wyre,Telecommunications; information technology
2016,TLD44,68,740,95,Lancaster and Wyre,"Real estate activities, excluding imputed rental"
2016,TLD44,69,2650,73,Lancaster and Wyre,Legal and accounting activities
2016,TLD44,70,685,9,Lancaster and Wyre,Head offices and management consultancy
2016,TLD44,71,940,33,Lancaster and Wyre,Architectural and engineering activities
2016,TLD44,72-73,455,16,Lancaster and Wyre,Research and development; advertising and market research
2016,TLD44,74-75,530,23,Lancaster and Wyre,"Other professional, scientific and technical activities"
2016,TLD44,77,260,12,Lancaster and Wyre,Rental and leasing activities
2016,TLD44,78-80,1765,51,Lancaster and Wyre,Employment activities; tourism and security services
2016,TLD44,81,1170,17,Lancaster and Wyre,Services to buildings and landscape activities
2016,TLD44,82,510,13,Lancaster and Wyre,Office administration and business support activities
2016,TLD44,86,4720,293,Lancaster and Wyre,Human health activities
2016,TLD44,87,1555,24,Lancaster and Wyre,Residential care activities
2016,TLD44,88,1350,71,Lancaster and Wyre,Social work activities
2016,TLD44,90-91,170,4,Lancaster and Wyre,"Creative, arts, entertainment and cultural activities"
2016,TLD44,92-93,665,29,Lancaster and Wyre,Gambling and betting; sports and recreation activities
2016,TLD44,94,185,7,Lancaster and Wyre,Activities of membership organisations
2016,TLD44,95,30,1,Lancaster and Wyre,"Repair of computers, personal and household goods"
2016,TLD44,96,705,110,Lancaster and Wyre,Other personal service activities
2016,TLD44,AB (1-9),1160,50,Lancaster and Wyre,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD44,CA (10-12),1180,50,Lancaster and Wyre,"Manufacture of food, beverages and tobacco"
2016,TLD44,CB (13-15),190,9,Lancaster and Wyre,"Manufacture of textiles, wearing apparel and leather"
2016,TLD44,CC (16-18),760,39,Lancaster and Wyre,Manufacture of wood and paper products and printing
2016,TLD44,CD-CG (19-23),1265,253,Lancaster and Wyre,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD44,CH (24-25),945,42,Lancaster and Wyre,Manufacture of basic and fabricated metal products
2016,TLD44,CI-CJ (26-27),515,17,Lancaster and Wyre,"Manufacture of electronic, optical and electrical products"
2016,TLD44,CK-CL (28-30),855,23,Lancaster and Wyre,Manufacture of machinery and transport equipment
2016,TLD44,DE (35-39),1840,479,Lancaster and Wyre,"Electricity, gas, water; sewerage and waste management"
2016,TLD44,K (64-66),1040,106,Lancaster and Wyre,Financial and insurance activities
2016,TLD44,O (84),1885,112,Lancaster and Wyre,Public administration and defence
2016,TLD44,P (85),7585,459,Lancaster and Wyre,Education
2016,TLD44,T (97-98),0,5,Lancaster and Wyre,Activities of households
2016,TLD45,31-32,510,25,Mid Lancashire,Manufacture of furniture; other manufacturing
2016,TLD45,33,395,54,Mid Lancashire,Repair and installation of machinery and equipment
2016,TLD45,41,1350,167,Mid Lancashire,Construction of buildings
2016,TLD45,42,8585,591,Mid Lancashire,Civil engineering
2016,TLD45,43,3945,364,Mid Lancashire,Specialised construction activities
2016,TLD45,45,3195,205,Mid Lancashire,Motor trades
2016,TLD45,46,7125,809,Mid Lancashire,Wholesale trade
2016,TLD45,47,8795,489,Mid Lancashire,Retail trade
2016,TLD45,49-51,2495,183,Mid Lancashire,"Land, water and air transport"
2016,TLD45,52,1690,56,Mid Lancashire,Warehousing and transport support activities
2016,TLD45,53,1315,85,Mid Lancashire,Postal and courier activities
2016,TLD45,55,2240,70,Mid Lancashire,Accommodation
2016,TLD45,56,4125,213,Mid Lancashire,Food and beverage service activities
2016,TLD45,58-60,525,47,Mid Lancashire,Publishing; film and TV production and broadcasting
2016,TLD45,61-63,3605,368,Mid Lancashire,Telecommunications; information technology
2016,TLD45,68,2390,475,Mid Lancashire,"Real estate activities, excluding imputed rental"
2016,TLD45,69,7380,242,Mid Lancashire,Legal and accounting activities
2016,TLD45,70,2165,44,Mid Lancashire,Head offices and management consultancy
2016,TLD45,71,2430,69,Mid Lancashire,Architectural and engineering activities
2016,TLD45,72-73,545,38,Mid Lancashire,Research and development; advertising and market research
2016,TLD45,74-75,1365,77,Mid Lancashire,"Other professional, scientific and technical activities"
2016,TLD45,77,1020,62,Mid Lancashire,Rental and leasing activities
2016,TLD45,78-80,5245,256,Mid Lancashire,Employment activities; tourism and security services
2016,TLD45,81,1690,45,Mid Lancashire,Services to buildings and landscape activities
2016,TLD45,82,3250,86,Mid Lancashire,Office administration and business support activities
2016,TLD45,86,10475,588,Mid Lancashire,Human health activities
2016,TLD45,87,2875,247,Mid Lancashire,Residential care activities
2016,TLD45,88,2900,165,Mid Lancashire,Social work activities
2016,TLD45,90-91,680,25,Mid Lancashire,"Creative, arts, entertainment and cultural activities"
2016,TLD45,92-93,1110,121,Mid Lancashire,Gambling and betting; sports and recreation activities
2016,TLD45,94,560,25,Mid Lancashire,Activities of membership organisations
2016,TLD45,95,185,14,Mid Lancashire,"Repair of computers, personal and household goods"
2016,TLD45,96,930,170,Mid Lancashire,Other personal service activities
2016,TLD45,AB (1-9),1165,76,Mid Lancashire,"Agriculture, forestry and fishing; mining and quarrying"
2016,TLD45,CA (10-12),5600,477,Mid Lancashire,"Manufacture of food, beverages and tobacco"
2016,TLD45,CB (13-15),540,36,Mid Lancashire,"Manufacture of textiles, wearing apparel and leather"
2016,TLD45,CC (16-18),1305,51,Mid Lancashire,Manufacture of wood and paper products and printing
2016,TLD45,CD-CG (19-23),2745,304,Mid Lancashire,"Manufacture of petroleum, chemicals and other minerals"
2016,TLD45,CH (24-25),2995,221,Mid Lancashire,Manufacture of basic and fabricated metal products
2016,TLD45,CI-CJ (26-27),135,9,Mid Lancashire,"Manufacture of electronic, optical and electrical products"
2016,TLD45,CK-CL (28-30),12470,1664,Mid Lancashire,Manufacture of machinery and transport equipment
2016,TLD45,DE (35-39),2990,322,Mid Lancashire,"Electricity, gas, water; sewerage and waste management"
2016,TLD45,K (64-66),3130,440,Mid Lancashire,Financial and insurance activities
2016,TLD45,O (84),10700,731,Mid Lancashire,Public administration and defence
2016,TLD45,P (85),8585,517,Mid Lancashire,Education
2016,TLD45,T (97-98),0,8,Mid Lancashire,Activities of households
2016,TLD46,31-32,3880,195,East Lancashire,Manufacture of furniture; other manufacturing
2016,TLD46,33,315,34,East Lancashire,Repair and installation of machinery and equipment
2016,TLD46,41,775,88,East Lancashire,Construction of buildings
2016,TLD46,42,495,28,East Lancashire,Civil engineering
2016,TLD46,43,2125,176,East Lancashire,Specialised construction activities
