ITL_code,Region_name,SIC07_code,SIC07_description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
TLD33,Manchester,F (41-43),Construction,305,320,334,359,384,415,488,515,516,581,614,502,442,440,504,527,560,614,643,753,812,797,796,1088,1227,1485
TLD33,Manchester,G-T,Services sector,7694,8133,8363,9186,9848,10451,11283,12289,13215,13906,14108,14668,15167,15269,15774,16138,16613,17476,18759,20682,21480,23230,22589,25130,29707,32995
TLD34,Greater Manchester South West,A-E,Production sector,1488,1573,1619,1613,1625,1621,1561,1575,1651,1668,1773,1692,1712,1714,1675,1815,1900,1931,1892,2026,2165,2182,2305,2183,2223,2202
TLD34,Greater Manchester South West,F (41-43),Construction,696,718,748,803,867,931,1056,1137,1126,1284,1329,1053,937,938,935,913,913,1012,1134,1279,1464,1478,1235,1589,1813,1761
TLD34,Greater Manchester South West,G-T,Services sector,5391,5653,5806,6290,6630,6992,7441,8000,8511,8880,9006,9220,9436,9483,10131,10910,11376,11859,11928,12422,13176,13780,14278,15516,17372,19090
TLD35,Greater Manchester South East,A-E,Production sector,1351,1430,1434,1369,1346,1337,1326,1343,1356,1346,1515,1530,1540,1508,1521,1584,1546,1330,1407,1561,1645,1596,1673,1578,1838,1960
TLD35,Greater Manchester South East,F (41-43),Construction,332,349,364,389,419,451,533,562,562,635,672,547,480,477,523,547,510,480,504,541,522,472,441,480,538,643
TLD35,Greater Manchester South East,G-T,Services sector,3779,3979,4166,4463,4708,4953,5113,5450,5734,6049,6087,6259,6332,6269,6490,6588,6753,7051,7186,7724,8035,8255,8373,8794,9811,10798
TLD36,Greater Manchester North West,A-E,Production sector,1560,1636,1594,1570,1569,1622,1573,1554,1575,1566,1453,1422,1473,1499,1566,1633,1778,1842,1881,1914,1941,1977,2233,1927,2032,2369
TLD36,Greater Manchester North West,F (41-43),Construction,365,388,406,446,461,510,594,624,630,697,729,632,564,567,638,715,721,749,788,776,837,784,799,879,1028,1272
TLD36,Greater Manchester North West,G-T,Services sector,3659,3804,3946,4271,4455,4613,4882,5296,5615,5873,5903,6028,6137,6120,6347,6714,6783,7189,7401,7893,8240,8246,8284,8903,9669,10531
TLD37,Greater Manchester North East,A-E,Production sector,1493,1596,1621,1585,1571,1594,1566,1578,1557,1566,1580,1437,1534,1582,1641,1689,1737,1803,1763,2013,2039,2086,1960,1904,2037,2175
TLD37,Greater Manchester North East,F (41-43),Construction,331,353,369,403,420,462,548,572,578,640,677,583,517,517,546,558,619,649,647,699,758,694,629,756,894,1243
TLD37,Greater Manchester North East,G-T,Services sector,3897,4059,4181,4470,4753,4888,5173,5535,5857,6163,6201,6323,6461,6437,6692,6944,7005,7319,7517,7705,7944,8550,8386,8610,9568,10434
TLD41,Blackburn with Darwen,A-E,Production sector,515,512,496,468,479,490,464,485,468,470,479,436,478,505,536,590,608,662,660,675,672,680,714,765,793,796
TLD41,Blackburn with Darwen,F (41-43),Construction,59,63,72,74,83,85,96,101,98,103,103,81,94,100,87,103,110,122,119,105,113,120,110,137,188,268
TLD41,Blackburn with Darwen,G-T,Services sector,954,1007,1027,1092,1152,1276,1379,1407,1483,1573,1637,1648,1680,1702,1828,1835,1941,2044,2195,2242,2268,2350,2283,2582,2870,3097
TLD42,Blackpool,A-E,Production sector,154,153,141,137,139,142,147,156,153,150,144,140,153,151,165,170,179,180,181,195,195,203,222,187,221,284
TLD42,Blackpool,F (41-43),Construction,58,63,71,74,82,85,95,99,96,99,95,70,82,89,81,90,79,79,79,71,92,95,61,87,99,100
TLD42,Blackpool,G-T,Services sector,1062,1094,1127,1195,1263,1386,1498,1561,1619,1657,1678,1638,1698,1703,1762,1792,1858,1971,2110,2248,2328,2549,2384,2533,2828,2925
TLD44,Lancaster and Wyre,A-E,Production sector,636,621,525,478,510,600,608,762,860,860,870,627,537,556,658,771,826,1038,983,938,946,991,1150,894,1045,1345
TLD44,Lancaster and Wyre,F (41-43),Construction,123,130,149,153,170,181,202,208,203,214,215,173,192,208,190,202,204,244,244,244,255,289,246,307,347,385
TLD44,Lancaster and Wyre,G-T,Services sector,1598,1672,1722,1817,1928,2120,2280,2320,2405,2511,2578,2569,2634,2638,2691,2773,2788,2924,3027,3121,3171,3339,3095,3504,3857,4164
TLD45,Mid Lancashire,A-E,Production sector,2425,2566,2701,2703,2745,2827,2969,3134,3034,3098,2839,2212,2164,2271,2328,2631,2751,3130,3239,3316,3084,2848,3183,3460,3704,3940
TLD45,Mid Lancashire,F (41-43),Construction,448,462,546,545,601,705,764,770,760,820,883,804,805,874,853,884,924,1048,1123,1209,1141,1135,1131,1206,1171,1226
TLD45,Mid Lancashire,G-T,Services sector,3963,4143,4210,4518,4755,5243,5638,5765,5998,6370,6683,6841,6962,6960,7319,7261,7371,7462,7861,7993,8042,8506,7916,8950,9824,10726
TLD46,East Lancashire,A-E,Production sector,1413,1496,1496,1481,1505,1531,1571,1643,1619,1594,1505,1248,1313,1411,1480,1527,1582,1602,1647,1764,1824,1690,1554,1620,1742,1954
TLD46,East Lancashire,F (41-43),Construction,147,156,180,183,204,213,241,250,245,258,262,211,241,257,226,242,255,293,291,292,314,334,297,363,381,474
TLD46,East Lancashire,G-T,Services sector,1893,1987,2000,2109,2183,2407,2545,2626,2771,2973,3125,3144,3200,3256,3401,3379,3565,3643,3919,3972,3993,4227,4005,4495,4771,4966
TLD47,Chorley and West Lancashire,A-E,Production sector,533,532,512,490,508,494,491,497,477,507,533,520,575,602,655,689,725,684,716,722,748,773,822,894,954,1048
TLD47,Chorley and West Lancashire,F (41-43),Construction,130,137,159,160,178,194,216,222,218,232,243,206,224,240,236,255,255,302,319,325,339,358,326,373,451,545
TLD47,Chorley and West Lancashire,G-T,Services sector,1573,1639,1697,1813,1936,2110,2240,2264,2354,2472,2551,2565,2627,2623,2630,2620,2780,2899,3187,3340,3450,3778,3549,4026,4338,4831
TLD61,Warrington,A-E,Production sector,883,846,853,872,845,782,808,920,922,947,874,900,828,806,863,871,971,944,880,954,971,1049,1096,954,1039,1215
TLD61,Warrington,F (41-43),Construction,342,392,406,429,444,495,500,574,631,662,677,535,508,542,530,551,586,626,663,800,923,892,1013,1094,1194,1399
TLD61,Warrington,G-T,Services sector,2407,2451,2613,2956,3151,3313,3432,3560,3739,3977,3994,3850,4069,4162,4290,4562,4772,5117,5423,5786,5717,6200,5999,6472,7132,7856
TLD62,Cheshire East,A-E,Production sector,2012,2114,2198,2888,2867,2374,3054,3286,3517,3387,3279,3158,3200,3542,3950,4034,4032,4240,4837,4239,4133,4091,4173,3663,4427,5342
TLD62,Cheshire East,F (41-43),Construction,230,263,273,290,300,336,340,393,431,451,459,361,342,360,380,467,497,508,543,537,603,646,580,624,676,802
TLD62,Cheshire East,G-T,Services sector,3698,3841,3987,4364,4604,4773,4963,5205,5627,5931,5962,5932,6295,6402,6534,6653,7296,7596,7991,8567,9039,9500,9018,9524,10421,10783
TLD63,Cheshire West and Chester,A-E,Production sector,1418,1451,1329,1493,1246,1354,1394,1439,1407,1429,1453,1519,1736,1643,1748,2136,2289,2332,2445,2649,2475,2655,2313,2533,2682,3117
TLD63,Cheshire West and Chester,F (41-43),Construction,179,206,213,224,230,252,255,291,326,346,360,293,280,298,270,273,289,292,322,297,341,335,290,385,402,517
TLD63,Cheshire West and Chester,G-T,Services sector,3293,3614,3671,4007,4353,4634,4776,4973,5498,5986,6048,6375,6626,6573,6657,6614,6920,6612,6831,7490,7829,8317,7912,8798,9810,10559
TLD71,East Merseyside,A-E,Production sector,1819,1815,1757,1759,1745,1960,1816,1807,1987,1877,2027,1978,2071,2185,1980,2205,2467,2526,2605,2777,2647,2675,2456,2464,2427,2818
TLD71,East Merseyside,F (41-43),Construction,310,344,375,388,437,460,497,563,606,631,621,559,528,558,547,629,676,724,807,909,870,897,802,745,968,1139
TLD71,East Merseyside,G-T,Services sector,3356,3578,3792,4053,4278,4483,4778,4929,5245,5390,5613,5712,5913,5837,5910,6035,6213,6420,6523,6574,6813,7217,6858,7896,8433,8933
TLD72,Liverpool,A-E,Production sector,803,816,894,909,960,1245,1192,1244,1559,1368,1495,1634,1558,1515,1140,999,1043,1098,1107,1106,1091,1090,1045,1091,1246,1404
TLD72,Liverpool,F (41-43),Construction,252,277,302,316,356,366,393,448,486,497,481,444,422,441,381,393,456,527,516,568,587,588,527,542,666,822
TLD72,Liverpool,G-T,Services sector,4914,5196,5461,5870,6201,6664,7231,7623,8136,8282,8724,9130,9247,9334,9566,9834,10281,10485,10695,11135,11276,12400,12143,13603,14934,16205
TLD73,Sefton,A-E,Production sector,252,257,261,249,255,257,240,245,257,251,264,258,262,250,241,225,227,232,207,224,242,274,278,327,336,370
TLD73,Sefton,F (41-43),Construction,98,109,119,122,137,146,159,178,191,203,205,182,169,179,173,150,159,169,195,208,220,228,218,230,294,349
TLD73,Sefton,G-T,Services sector,1790,1922,1976,2142,2293,2452,2604,2667,2837,2874,2988,3067,3093,3002,3015,3108,3240,3347,3497,3608,3642,3681,3690,4143,4362,4649
TLD74,Wirral,A-E,Production sector,565,586,564,607,582,643,673,674,704,681,692,690,643,638,605,665,693,735,659,715,715,808,838,662,655,662
TLD74,Wirral,F (41-43),Construction,115,128,141,143,160,171,185,207,222,238,245,218,200,210,222,226,213,227,230,243,255,246,241,232,315,399
TLD74,Wirral,G-T,Services sector,1901,2050,2141,2265,2448,2609,2791,2834,3014,3076,3200,3258,3319,3337,3416,3436,3609,3788,3808,3925,3955,4187,4155,4548,5009,5565
TLE11,"Kingston upon Hull, City of",A-E,Production sector,958,984,1068,1029,1081,1155,1103,1127,1394,1423,1871,1996,1749,1510,1624,1558,1472,1587,1571,1574,1692,1604,1348,1594,1755,1918
TLE11,"Kingston upon Hull, City of",F (41-43),Construction,178,202,206,209,251,294,298,350,364,367,363,276,299,288,277,312,320,339,336,345,336,378,374,492,526,557
TLE11,"Kingston upon Hull, City of",G-T,Services sector,1886,1918,2030,2234,2383,2547,2694,2815,2953,3151,3239,3211,3165,3227,3197,3220,3340,3460,3629,3842,3915,4062,3701,4281,4432,4928
TLE12,East Riding of Yorkshire,A-E,Production sector,1454,1367,1409,1349,1430,1495,1642,1642,1766,1615,1643,1523,1374,1400,1434,1569,1665,1737,1740,1765,1852,1899,1851,2167,2253,2388
TLE12,East Riding of Yorkshire,F (41-43),Construction,164,186,189,191,230,266,272,318,327,326,317,236,259,248,267,243,276,302,285,320,355,351,336,419,477,533
TLE12,East Riding of Yorkshire,G-T,Services sector,2124,2161,2271,2524,2726,2902,3093,3174,3337,3569,3637,3593,3559,3567,3669,3713,3867,4015,4109,4313,4624,4889,4760,5463,5891,6454
TLE13,North and North East Lincolnshire,A-E,Production sector,1469,1413,1480,1407,1355,1562,1682,1756,1582,1912,2106,1893,2074,1842,1874,1987,1974,2360,2479,2690,2582,3407,3285,4097,4187,4011
TLE13,North and North East Lincolnshire,F (41-43),Construction,217,251,251,256,310,359,369,427,446,448,463,348,381,369,387,426,503,523,479,531,568,549,442,578,617,697
TLE13,North and North East Lincolnshire,G-T,Services sector,2332,2345,2442,2700,2833,2997,3154,3263,3464,3739,3861,3811,3763,3805,3791,3809,3981,4089,4095,4247,4202,4333,3992,4715,4868,5122
TLE21,York,A-E,Production sector,534,522,572,564,625,631,638,629,599,601,577,504,486,498,501,532,505,479,467,478,530,528,543,580,537,626
TLE21,York,F (41-43),Construction,217,240,244,265,276,291,296,334,354,350,360,286,298,274,319,346,326,327,332,334,322,314,230,315,368,444
TLE21,York,G-T,Services sector,2449,2576,2680,2940,3268,3542,3771,3904,3997,4241,4268,4261,4365,4477,4555,4526,4692,4834,5018,5397,5498,5563,5130,5862,6800,7442
TLE22,North Yorkshire,A-E,Production sector,1958,1880,1972,1886,2109,2153,2052,2109,2374,2464,2626,2642,2574,2653,2746,2853,2928,2945,2925,3049,3107,3266,3377,3359,3767,4381
TLE22,North Yorkshire,F (41-43),Construction,448,497,504,549,570,601,614,689,734,731,755,605,625,574,579,585,639,732,757,776,821,901,691,952,1134,1415
TLE22,North Yorkshire,G-T,Services sector,4986,5164,5424,5859,6380,6789,7266,7415,7652,8196,8305,8147,8126,8538,8749,9160,9294,9420,9831,10605,10556,11033,10555,12175,13156,14149
TLE32,Sheffield,A-E,Production sector,1267,1218,1259,1268,1373,1424,1299,1388,1398,1486,1471,1369,1491,1520,1602,1584,1513,1434,1305,1354,1378,1404,1340,1301,1416,1602
TLE32,Sheffield,F (41-43),Construction,317,322,380,413,459,493,525,591,639,685,688,536,522,542,541,586,574,597,619,658,606,674,551,617,876,946
TLE32,Sheffield,G-T,Services sector,4940,5036,5238,5825,6186,6660,7269,7550,8050,8565,8444,8765,8873,9089,9213,9513,9829,10175,10394,10475,10577,11076,11336,12300,13436,14748
TLE33,Barnsley,A-E,Production sector,637,598,613,619,630,652,623,625,616,664,601,563,642,638,628,680,710,732,742,748,806,833,808,837,885,952
TLE33,Barnsley,F (41-43),Construction,148,150,178,198,217,232,249,282,302,329,333,262,250,266,265,282,304,298,284,295,297,333,285,358,453,536
TLE33,Barnsley,G-T,Services sector,1176,1207,1231,1314,1375,1484,1658,1723,1830,1966,1965,1965,1993,2067,2193,2245,2335,2398,2461,2612,2715,2809,2795,2998,3349,3564
TLE34,Rotherham,A-E,Production sector,788,742,754,747,793,816,747,756,723,780,776,723,790,842,882,878,927,947,910,1031,1040,1098,1031,1068,1146,1182
TLE34,Rotherham,F (41-43),Construction,211,214,255,283,311,331,354,398,428,466,473,375,362,387,407,393,427,448,494,521,580,564,479,513,595,638
TLE34,Rotherham,G-T,Services sector,1436,1485,1528,1646,1725,1853,2009,2098,2226,2388,2389,2386,2475,2491,2692,2709,2740,2870,2951,3022,2990,3102,3096,3298,3590,3787
TLE35,Doncaster,A-E,Production sector,562,523,537,532,547,561,528,535,523,552,533,498,548,568,539,594,637,666,672,722,776,826,859,866,906,948
TLE35,Doncaster,F (41-43),Construction,214,218,255,274,307,330,350,394,428,454,453,349,345,350,346,374,449,463,476,560,571,593,504,555,658,679
TLE35,Doncaster,G-T,Services sector,1846,1912,1949,2083,2195,2355,2605,2671,2887,3102,3131,3061,3128,3119,3257,3274,3405,3707,3809,4194,4192,4303,4308,4568,5149,5564
TLE41,Bradford,A-E,Production sector,1474,1476,1420,1482,1498,1498,1432,1513,1523,1635,1715,1637,1647,1730,1837,1973,1988,1983,1874,1877,1968,1914,1900,2008,2023,2142
TLE41,Bradford,F (41-43),Construction,191,223,237,241,256,282,313,361,385,380,364,297,286,304,314,311,319,365,379,398,394,400,318,386,532,607
TLE41,Bradford,G-T,Services sector,3564,3798,3897,4050,4208,4502,4873,5110,5320,5590,5793,5868,5859,6029,6052,6105,6183,6452,6764,7196,7234,7406,7446,8023,8574,8996
TLE42,Leeds,A-E,Production sector,1998,1976,1952,2024,1996,2039,1975,2034,2293,2461,2696,2771,2660,2445,2678,2730,2752,2873,2795,2807,2860,3084,2641,2576,2909,3317
TLE42,Leeds,F (41-43),Construction,741,865,917,929,988,1078,1190,1375,1482,1443,1359,1075,1047,1109,1078,1140,1238,1366,1368,1460,1579,1700,1303,1540,1931,2307
TLE42,Leeds,G-T,Services sector,9577,10272,10635,11120,11789,12916,14124,15168,15981,16954,16703,16860,17347,17866,18116,18606,19131,19729,20067,20684,22018,22607,21995,24707,28232,30930
TLE44,Calderdale and Kirklees,A-E,Production sector,1901,1884,1849,1880,1868,1865,1751,1815,1835,1946,1970,1911,2088,2048,2149,2298,2414,2518,2491,2680,2766,2787,2667,2889,2928,3072
TLE44,Calderdale and Kirklees,F (41-43),Construction,321,373,396,401,430,475,526,612,661,653,611,493,481,514,505,603,627,683,686,709,780,819,626,761,864,1078
TLE44,Calderdale and Kirklees,G-T,Services sector,3914,4160,4266,4452,4574,4938,5322,5706,5983,6310,6285,6272,6233,6443,6593,6606,7239,7876,8033,8667,9164,9175,8983,9889,10109,10919
TLE45,Wakefield,A-E,Production sector,1287,1253,1280,1340,1323,1278,1251,1252,1328,1354,1404,1395,1273,1221,1252,1345,1373,1486,1453,1514,1615,1595,1587,1599,1985,2097
TLE45,Wakefield,F (41-43),Construction,255,296,314,317,340,373,411,478,518,506,472,375,366,390,415,435,395,458,538,606,671,686,575,690,825,951
TLE45,Wakefield,G-T,Services sector,2489,2683,2771,2889,3036,3289,3461,3631,3692,3858,3979,4004,4022,4150,4249,4330,4352,4623,4829,4962,5259,5639,5520,5981,6545,7203
TLF11,Derby,A-E,Production sector,1444,1570,1679,1662,1636,1621,1752,1879,1920,1791,1832,1611,1536,1884,1994,2150,1986,1926,1872,1752,2011,2215,2606,2843,2675,3004
TLF11,Derby,F (41-43),Construction,149,167,168,177,205,213,224,271,288,290,287,218,217,229,243,255,277,328,346,357,364,359,325,350,397,416
TLF11,Derby,G-T,Services sector,2180,2279,2334,2553,2794,2962,3214,3532,3647,3917,4008,4174,4325,4285,4292,4394,4380,4382,4483,4587,4792,4885,4857,5008,5390,5806
TLF12,East Derbyshire,A-E,Production sector,745,797,801,791,815,807,801,807,798,803,777,693,760,783,825,897,887,918,875,883,892,905,959,989,1018,1068
TLF12,East Derbyshire,F (41-43),Construction,176,196,198,209,240,247,263,320,342,348,354,275,269,287,294,319,361,401,363,349,361,432,447,485,537,599
TLF12,East Derbyshire,G-T,Services sector,1984,1986,2038,2176,2218,2298,2446,2635,2703,2846,3024,3060,3156,3158,3299,3335,3477,3831,4030,4223,4464,4546,4690,5083,5528,5709
TLF13,South and West Derbyshire,A-E,Production sector,2098,2092,2056,1975,2050,2120,2092,2199,2118,2084,2121,1877,2232,2238,2459,2849,3035,3003,3149,3137,3303,3723,3593,3646,3448,3678
TLF13,South and West Derbyshire,F (41-43),Construction,318,348,354,374,426,432,471,575,622,642,686,548,521,565,575,644,644,698,772,797,765,866,872,905,1116,1216
TLF13,South and West Derbyshire,G-T,Services sector,3016,3096,3121,3332,3432,3591,3872,4129,4238,4436,4624,4547,4733,4891,5014,5075,5145,5256,5453,5708,5954,6184,6138,6485,6933,7508
TLF14,Nottingham,A-E,Production sector,701,876,797,776,789,867,974,884,1048,1085,1036,1140,1116,1175,1276,1366,1352,1007,958,1037,977,1026,1080,836,875,1068
TLF14,Nottingham,F (41-43),Construction,302,337,346,361,414,421,437,520,572,602,622,476,472,535,532,442,383,382,344,375,394,335,318,342,471,464
TLF14,Nottingham,G-T,Services sector,3555,3528,3680,3974,4207,4469,4886,5254,5509,5706,5950,5957,6296,6511,6649,6784,7440,7953,8362,8718,8946,9095,8747,9338,10368,11368
TLF15,North Nottinghamshire,A-E,Production sector,1675,1755,1718,1643,1714,1716,1728,1681,1758,1772,1695,1675,1782,1786,1874,2062,2076,2186,2058,2014,2004,2181,2155,2069,2199,2338
TLF15,North Nottinghamshire,F (41-43),Construction,327,361,366,386,442,450,485,590,636,654,685,540,520,563,572,617,635,674,785,840,861,901,856,949,1057,1164
TLF15,North Nottinghamshire,G-T,Services sector,2967,3020,3140,3310,3406,3581,3832,4073,4215,4427,4647,4633,4778,4947,5065,5064,5197,5334,5489,5725,6012,6182,6178,6623,7257,7807
TLF16,South Nottinghamshire,A-E,Production sector,822,841,797,734,776,780,805,858,902,913,892,924,967,979,1080,1164,1159,1136,1079,1161,1248,1385,1351,1301,1350,1497
TLF16,South Nottinghamshire,F (41-43),Construction,161,180,184,192,221,225,234,279,306,320,330,253,250,281,312,342,390,404,406,406,449,460,403,454,584,646
TLF16,South Nottinghamshire,G-T,Services sector,2381,2467,2524,2718,2767,2857,3007,3178,3282,3479,3644,3620,3717,3733,3827,3910,3904,4094,4267,4363,4630,4694,4819,5071,5724,6291
TLF21,Leicester,A-E,Production sector,981,959,1026,970,943,971,972,930,927,1001,979,960,1047,1056,1164,1210,1312,1340,1205,1414,1506,1542,1457,1457,1377,1551
TLF21,Leicester,F (41-43),Construction,153,165,199,196,199,199,228,276,268,287,283,245,231,235,252,276,298,289,275,296,293,300,244,292,380,388
TLF21,Leicester,G-T,Services sector,2679,2804,2907,3083,3224,3497,3818,4060,4454,4679,4961,4976,5190,5231,5367,5536,6014,6257,6626,6522,6780,6948,6725,7426,7749,8381
TLF22,Leicestershire CC and Rutland,A-E,Production sector,2579,2444,2631,2728,2890,3049,3196,3117,3277,3415,3870,3874,3910,3808,4202,4455,4458,4421,4259,4391,4551,4582,4114,4264,4510,4969
TLF22,Leicestershire CC and Rutland,F (41-43),Construction,612,676,808,803,832,870,1010,1136,1110,1160,1063,895,875,894,893,994,1127,1346,1343,1444,1561,1606,1210,1572,1905,2372
TLF22,Leicestershire CC and Rutland,G-T,Services sector,5548,5780,5988,6233,6439,6928,7202,7638,8346,8814,9191,8928,9377,9251,9466,9642,10152,10575,11188,11531,11957,12253,11983,13530,15056,16764
TLF24,West Northamptonshire,A-E,Production sector,1166,1052,1124,1113,1128,1057,1003,993,1080,1155,1234,1147,1285,1349,1457,1622,1727,1809,1856,1813,1835,1983,1866,1869,1726,2064
TLF24,West Northamptonshire,F (41-43),Construction,397,438,523,520,537,558,648,734,716,750,693,586,571,582,571,617,705,871,895,944,1109,1225,992,1245,1423,1554
TLF24,West Northamptonshire,G-T,Services sector,3771,3933,4160,4386,4554,4891,5192,5501,6070,6465,6776,6684,6890,6918,6965,7319,7532,7677,8016,8687,9299,9489,9309,10290,11485,12174
TLF25,North Northamptonshire,A-E,Production sector,1183,1161,1221,1178,1167,1213,1212,1158,1173,1254,1330,1239,1357,1338,1498,1565,1647,1594,1615,1630,1612,1701,1544,1610,1634,1657
TLF25,North Northamptonshire,F (41-43),Construction,246,265,318,316,318,319,367,412,394,410,391,339,322,325,313,341,366,418,422,433,469,529,397,526,674,843
TLF25,North Northamptonshire,G-T,Services sector,2195,2295,2353,2467,2508,2708,2849,3016,3248,3414,3572,3495,3624,3545,3728,3806,3985,4198,4345,4460,4762,4880,4882,5347,5868,6305
TLF30,Lincolnshire CC,A-E,Production sector,2556,2527,2576,2583,2744,2796,2469,2370,2360,2531,2727,2636,2633,2781,2926,3162,3226,3261,3388,3583,3731,3739,3666,3789,3772,4235
TLF30,Lincolnshire CC,F (41-43),Construction,430,514,548,624,666,733,798,795,859,845,889,735,765,745,739,842,861,991,1000,1063,993,1060,959,1083,1239,1382
TLF30,Lincolnshire CC,G-T,Services sector,4764,4824,5115,5616,5880,6285,6467,6784,7427,7831,8256,8124,8230,8292,8703,9008,9310,9361,9405,10050,10502,11183,10877,11892,12531,13437
TLG11,"Herefordshire, County of",A-E,Production sector,750,756,816,776,824,817,693,652,657,671,727,696,724,788,802,855,921,929,923,960,1070,1156,1074,1134,1178,1212
