ITL321CD,year,SIC07_code,value,Region_name,SIC07_description
TLE22,2001,DE (35-39),418,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2001,K (64-66),191,North Yorkshire CC,Financial and insurance activities
TLE22,2001,O (84),680,North Yorkshire CC,Public administration and defence
TLE22,2001,P (85),423,North Yorkshire CC,Education
TLE22,2001,T (97-98),25,North Yorkshire CC,Activities of households
TLE22,2002,31-32,87,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2002,33,45,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2002,41,212,North Yorkshire CC,Construction of buildings
TLE22,2002,42,117,North Yorkshire CC,Civil engineering
TLE22,2002,43,241,North Yorkshire CC,Specialised construction activities
TLE22,2002,45,176,North Yorkshire CC,Motor trades
TLE22,2002,46,225,North Yorkshire CC,Wholesale trade
TLE22,2002,47,583,North Yorkshire CC,Retail trade
TLE22,2002,49-51,201,North Yorkshire CC,"Land, water and air transport"
TLE22,2002,52,114,North Yorkshire CC,Warehousing and transport support activities
TLE22,2002,53,50,North Yorkshire CC,Postal and courier activities
TLE22,2002,55,110,North Yorkshire CC,Accommodation
TLE22,2002,56,246,North Yorkshire CC,Food and beverage service activities
TLE22,2002,58-60,75,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2002,61-63,151,North Yorkshire CC,Telecommunications; information technology
TLE22,2002,68,238,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2002,68IMP,1486,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2002,69,85,North Yorkshire CC,Legal and accounting activities
TLE22,2002,70,55,North Yorkshire CC,Head offices and management consultancy
TLE22,2002,71,82,North Yorkshire CC,Architectural and engineering activities
TLE22,2002,72-73,117,North Yorkshire CC,Research and development; advertising and market research
TLE22,2002,74-75,60,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2002,77,48,North Yorkshire CC,Rental and leasing activities
TLE22,2002,78-80,81,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2002,81,26,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2002,82,63,North Yorkshire CC,Office administration and business support activities
TLE22,2002,86,355,North Yorkshire CC,Human health activities
TLE22,2002,87,99,North Yorkshire CC,Residential care activities
TLE22,2002,88,46,North Yorkshire CC,Social work activities
TLE22,2002,90-91,52,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2002,92-93,73,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2002,94,19,North Yorkshire CC,Activities of membership organisations
TLE22,2002,95,5,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2002,96,106,North Yorkshire CC,Other personal service activities
TLE22,2002,AB (1-9),495,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2002,CA (10-12),480,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2002,CB (13-15),30,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2002,CC (16-18),118,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2002,CD-CG (19-23),140,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2002,CH (24-25),130,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2002,CI-CJ (26-27),87,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2002,CK-CL (28-30),103,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2002,DE (35-39),394,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2002,K (64-66),196,North Yorkshire CC,Financial and insurance activities
TLE22,2002,O (84),717,North Yorkshire CC,Public administration and defence
TLE22,2002,P (85),416,North Yorkshire CC,Education
TLE22,2002,T (97-98),24,North Yorkshire CC,Activities of households
TLE22,2003,31-32,80,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2003,33,65,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2003,41,248,North Yorkshire CC,Construction of buildings
TLE22,2003,42,134,North Yorkshire CC,Civil engineering
TLE22,2003,43,219,North Yorkshire CC,Specialised construction activities
TLE22,2003,45,246,North Yorkshire CC,Motor trades
TLE22,2003,46,303,North Yorkshire CC,Wholesale trade
TLE22,2003,47,600,North Yorkshire CC,Retail trade
TLE22,2003,49-51,202,North Yorkshire CC,"Land, water and air transport"
TLE22,2003,52,123,North Yorkshire CC,Warehousing and transport support activities
TLE22,2003,53,47,North Yorkshire CC,Postal and courier activities
TLE22,2003,55,139,North Yorkshire CC,Accommodation
TLE22,2003,56,273,North Yorkshire CC,Food and beverage service activities
TLE22,2003,58-60,78,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2003,61-63,136,North Yorkshire CC,Telecommunications; information technology
TLE22,2003,68,262,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2003,68IMP,1503,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2003,69,95,North Yorkshire CC,Legal and accounting activities
TLE22,2003,70,52,North Yorkshire CC,Head offices and management consultancy
TLE22,2003,71,89,North Yorkshire CC,Architectural and engineering activities
TLE22,2003,72-73,131,North Yorkshire CC,Research and development; advertising and market research
TLE22,2003,74-75,65,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2003,77,46,North Yorkshire CC,Rental and leasing activities
TLE22,2003,78-80,95,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2003,81,29,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2003,82,72,North Yorkshire CC,Office administration and business support activities
TLE22,2003,86,373,North Yorkshire CC,Human health activities
TLE22,2003,87,105,North Yorkshire CC,Residential care activities
TLE22,2003,88,56,North Yorkshire CC,Social work activities
TLE22,2003,90-91,56,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2003,92-93,81,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2003,94,21,North Yorkshire CC,Activities of membership organisations
TLE22,2003,95,5,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2003,96,108,North Yorkshire CC,Other personal service activities
TLE22,2003,AB (1-9),496,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2003,CA (10-12),492,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2003,CB (13-15),28,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2003,CC (16-18),126,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2003,CD-CG (19-23),141,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2003,CH (24-25),151,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2003,CI-CJ (26-27),77,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2003,CK-CL (28-30),97,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2003,DE (35-39),400,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2003,K (64-66),205,North Yorkshire CC,Financial and insurance activities
TLE22,2003,O (84),734,North Yorkshire CC,Public administration and defence
TLE22,2003,P (85),445,North Yorkshire CC,Education
TLE22,2003,T (97-98),14,North Yorkshire CC,Activities of households
TLE22,2004,31-32,74,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2004,33,64,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2004,41,231,North Yorkshire CC,Construction of buildings
TLE22,2004,42,153,North Yorkshire CC,Civil engineering
TLE22,2004,43,230,North Yorkshire CC,Specialised construction activities
TLE22,2004,45,245,North Yorkshire CC,Motor trades
TLE22,2004,46,339,North Yorkshire CC,Wholesale trade
TLE22,2004,47,629,North Yorkshire CC,Retail trade
TLE22,2004,49-51,201,North Yorkshire CC,"Land, water and air transport"
TLE22,2004,52,185,North Yorkshire CC,Warehousing and transport support activities
TLE22,2004,53,48,North Yorkshire CC,Postal and courier activities
TLE22,2004,55,155,North Yorkshire CC,Accommodation
TLE22,2004,56,289,North Yorkshire CC,Food and beverage service activities
TLE22,2004,58-60,89,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2004,61-63,134,North Yorkshire CC,Telecommunications; information technology
TLE22,2004,68,236,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2004,68IMP,1495,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2004,69,96,North Yorkshire CC,Legal and accounting activities
TLE22,2004,70,54,North Yorkshire CC,Head offices and management consultancy
TLE22,2004,71,88,North Yorkshire CC,Architectural and engineering activities
TLE22,2004,72-73,135,North Yorkshire CC,Research and development; advertising and market research
TLE22,2004,74-75,67,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2004,77,46,North Yorkshire CC,Rental and leasing activities
TLE22,2004,78-80,79,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2004,81,33,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2004,82,70,North Yorkshire CC,Office administration and business support activities
TLE22,2004,86,421,North Yorkshire CC,Human health activities
TLE22,2004,87,115,North Yorkshire CC,Residential care activities
TLE22,2004,88,55,North Yorkshire CC,Social work activities
TLE22,2004,90-91,59,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2004,92-93,99,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2004,94,25,North Yorkshire CC,Activities of membership organisations
TLE22,2004,95,5,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2004,96,116,North Yorkshire CC,Other personal service activities
TLE22,2004,AB (1-9),419,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2004,CA (10-12),494,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2004,CB (13-15),26,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2004,CC (16-18),123,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2004,CD-CG (19-23),123,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2004,CH (24-25),125,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2004,CI-CJ (26-27),98,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2004,CK-CL (28-30),99,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2004,DE (35-39),408,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2004,K (64-66),314,North Yorkshire CC,Financial and insurance activities
TLE22,2004,O (84),832,North Yorkshire CC,Public administration and defence
TLE22,2004,P (85),496,North Yorkshire CC,Education
TLE22,2004,T (97-98),18,North Yorkshire CC,Activities of households
TLE22,2005,31-32,78,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2005,33,74,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2005,41,300,North Yorkshire CC,Construction of buildings
TLE22,2005,42,154,North Yorkshire CC,Civil engineering
TLE22,2005,43,235,North Yorkshire CC,Specialised construction activities
TLE22,2005,45,199,North Yorkshire CC,Motor trades
TLE22,2005,46,308,North Yorkshire CC,Wholesale trade
TLE22,2005,47,630,North Yorkshire CC,Retail trade
TLE22,2005,49-51,175,North Yorkshire CC,"Land, water and air transport"
TLE22,2005,52,166,North Yorkshire CC,Warehousing and transport support activities
TLE22,2005,53,54,North Yorkshire CC,Postal and courier activities
TLE22,2005,55,162,North Yorkshire CC,Accommodation
TLE22,2005,56,328,North Yorkshire CC,Food and beverage service activities
TLE22,2005,58-60,125,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2005,61-63,124,North Yorkshire CC,Telecommunications; information technology
TLE22,2005,68,263,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2005,68IMP,1467,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2005,69,98,North Yorkshire CC,Legal and accounting activities
TLE22,2005,70,65,North Yorkshire CC,Head offices and management consultancy
TLE22,2005,71,94,North Yorkshire CC,Architectural and engineering activities
TLE22,2005,72-73,129,North Yorkshire CC,Research and development; advertising and market research
TLE22,2005,74-75,67,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2005,77,76,North Yorkshire CC,Rental and leasing activities
TLE22,2005,78-80,81,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2005,81,31,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2005,82,62,North Yorkshire CC,Office administration and business support activities
TLE22,2005,86,446,North Yorkshire CC,Human health activities
TLE22,2005,87,112,North Yorkshire CC,Residential care activities
TLE22,2005,88,55,North Yorkshire CC,Social work activities
TLE22,2005,90-91,61,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2005,92-93,101,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2005,94,24,North Yorkshire CC,Activities of membership organisations
TLE22,2005,95,5,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2005,96,112,North Yorkshire CC,Other personal service activities
TLE22,2005,AB (1-9),350,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2005,CA (10-12),502,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2005,CB (13-15),28,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2005,CC (16-18),128,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2005,CD-CG (19-23),155,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2005,CH (24-25),152,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2005,CI-CJ (26-27),96,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2005,CK-CL (28-30),110,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2005,DE (35-39),435,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2005,K (64-66),345,North Yorkshire CC,Financial and insurance activities
TLE22,2005,O (84),858,North Yorkshire CC,Public administration and defence
TLE22,2005,P (85),557,North Yorkshire CC,Education
TLE22,2005,T (97-98),32,North Yorkshire CC,Activities of households
TLE22,2006,31-32,74,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2006,33,70,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2006,41,305,North Yorkshire CC,Construction of buildings
TLE22,2006,42,193,North Yorkshire CC,Civil engineering
TLE22,2006,43,237,North Yorkshire CC,Specialised construction activities
TLE22,2006,45,176,North Yorkshire CC,Motor trades
TLE22,2006,46,329,North Yorkshire CC,Wholesale trade
TLE22,2006,47,641,North Yorkshire CC,Retail trade
TLE22,2006,49-51,182,North Yorkshire CC,"Land, water and air transport"
TLE22,2006,52,186,North Yorkshire CC,Warehousing and transport support activities
TLE22,2006,53,56,North Yorkshire CC,Postal and courier activities
TLE22,2006,55,173,North Yorkshire CC,Accommodation
TLE22,2006,56,327,North Yorkshire CC,Food and beverage service activities
TLE22,2006,58-60,142,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2006,61-63,119,North Yorkshire CC,Telecommunications; information technology
TLE22,2006,68,267,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2006,68IMP,1450,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2006,69,102,North Yorkshire CC,Legal and accounting activities
TLE22,2006,70,68,North Yorkshire CC,Head offices and management consultancy
TLE22,2006,71,98,North Yorkshire CC,Architectural and engineering activities
TLE22,2006,72-73,127,North Yorkshire CC,Research and development; advertising and market research
TLE22,2006,74-75,72,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2006,77,90,North Yorkshire CC,Rental and leasing activities
TLE22,2006,78-80,81,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2006,81,36,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2006,82,53,North Yorkshire CC,Office administration and business support activities
TLE22,2006,86,495,North Yorkshire CC,Human health activities
TLE22,2006,87,123,North Yorkshire CC,Residential care activities
TLE22,2006,88,57,North Yorkshire CC,Social work activities
TLE22,2006,90-91,68,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2006,92-93,98,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2006,94,26,North Yorkshire CC,Activities of membership organisations
TLE22,2006,95,7,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2006,96,123,North Yorkshire CC,Other personal service activities
TLE22,2006,AB (1-9),404,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2006,CA (10-12),478,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2006,CB (13-15),21,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2006,CC (16-18),118,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2006,CD-CG (19-23),174,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2006,CH (24-25),147,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2006,CI-CJ (26-27),99,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2006,CK-CL (28-30),103,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2006,DE (35-39),687,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2006,K (64-66),359,North Yorkshire CC,Financial and insurance activities
TLE22,2006,O (84),864,North Yorkshire CC,Public administration and defence
TLE22,2006,P (85),632,North Yorkshire CC,Education
TLE22,2006,T (97-98),25,North Yorkshire CC,Activities of households
TLE22,2007,31-32,75,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2007,33,66,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2007,41,265,North Yorkshire CC,Construction of buildings
TLE22,2007,42,225,North Yorkshire CC,Civil engineering
TLE22,2007,43,241,North Yorkshire CC,Specialised construction activities
TLE22,2007,45,181,North Yorkshire CC,Motor trades
TLE22,2007,46,343,North Yorkshire CC,Wholesale trade
TLE22,2007,47,625,North Yorkshire CC,Retail trade
TLE22,2007,49-51,189,North Yorkshire CC,"Land, water and air transport"
TLE22,2007,52,207,North Yorkshire CC,Warehousing and transport support activities
TLE22,2007,53,51,North Yorkshire CC,Postal and courier activities
TLE22,2007,55,177,North Yorkshire CC,Accommodation
TLE22,2007,56,335,North Yorkshire CC,Food and beverage service activities
TLE22,2007,58-60,177,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2007,61-63,154,North Yorkshire CC,Telecommunications; information technology
TLE22,2007,68,294,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2007,68IMP,1549,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2007,69,119,North Yorkshire CC,Legal and accounting activities
TLE22,2007,70,71,North Yorkshire CC,Head offices and management consultancy
TLE22,2007,71,114,North Yorkshire CC,Architectural and engineering activities
TLE22,2007,72-73,143,North Yorkshire CC,Research and development; advertising and market research
TLE22,2007,74-75,73,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2007,77,109,North Yorkshire CC,Rental and leasing activities
TLE22,2007,78-80,97,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2007,81,43,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2007,82,57,North Yorkshire CC,Office administration and business support activities
TLE22,2007,86,480,North Yorkshire CC,Human health activities
TLE22,2007,87,116,North Yorkshire CC,Residential care activities
TLE22,2007,88,61,North Yorkshire CC,Social work activities
TLE22,2007,90-91,64,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2007,92-93,89,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2007,94,21,North Yorkshire CC,Activities of membership organisations
TLE22,2007,95,7,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2007,96,130,North Yorkshire CC,Other personal service activities
TLE22,2007,AB (1-9),400,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2007,CA (10-12),526,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2007,CB (13-15),21,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2007,CC (16-18),129,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2007,CD-CG (19-23),173,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2007,CH (24-25),138,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2007,CI-CJ (26-27),128,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2007,CK-CL (28-30),132,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2007,DE (35-39),677,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2007,K (64-66),483,North Yorkshire CC,Financial and insurance activities
TLE22,2007,O (84),926,North Yorkshire CC,Public administration and defence
TLE22,2007,P (85),689,North Yorkshire CC,Education
TLE22,2007,T (97-98),23,North Yorkshire CC,Activities of households
TLE22,2008,31-32,73,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2008,33,71,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2008,41,236,North Yorkshire CC,Construction of buildings
TLE22,2008,42,242,North Yorkshire CC,Civil engineering
TLE22,2008,43,277,North Yorkshire CC,Specialised construction activities
TLE22,2008,45,163,North Yorkshire CC,Motor trades
TLE22,2008,46,377,North Yorkshire CC,Wholesale trade
TLE22,2008,47,585,North Yorkshire CC,Retail trade
TLE22,2008,49-51,168,North Yorkshire CC,"Land, water and air transport"
TLE22,2008,52,203,North Yorkshire CC,Warehousing and transport support activities
TLE22,2008,53,54,North Yorkshire CC,Postal and courier activities
TLE22,2008,55,148,North Yorkshire CC,Accommodation
TLE22,2008,56,331,North Yorkshire CC,Food and beverage service activities
TLE22,2008,58-60,190,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2008,61-63,149,North Yorkshire CC,Telecommunications; information technology
TLE22,2008,68,354,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2008,68IMP,1547,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2008,69,116,North Yorkshire CC,Legal and accounting activities
TLE22,2008,70,71,North Yorkshire CC,Head offices and management consultancy
TLE22,2008,71,107,North Yorkshire CC,Architectural and engineering activities
TLE22,2008,72-73,139,North Yorkshire CC,Research and development; advertising and market research
TLE22,2008,74-75,66,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2008,77,116,North Yorkshire CC,Rental and leasing activities
TLE22,2008,78-80,112,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2008,81,56,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2008,82,59,North Yorkshire CC,Office administration and business support activities
TLE22,2008,86,485,North Yorkshire CC,Human health activities
TLE22,2008,87,154,North Yorkshire CC,Residential care activities
TLE22,2008,88,59,North Yorkshire CC,Social work activities
TLE22,2008,90-91,61,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2008,92-93,94,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2008,94,23,North Yorkshire CC,Activities of membership organisations
TLE22,2008,95,8,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2008,96,144,North Yorkshire CC,Other personal service activities
TLE22,2008,AB (1-9),524,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2008,CA (10-12),550,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2008,CB (13-15),20,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2008,CC (16-18),130,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2008,CD-CG (19-23),182,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2008,CH (24-25),155,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2008,CI-CJ (26-27),130,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2008,CK-CL (28-30),121,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2008,DE (35-39),671,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2008,K (64-66),455,North Yorkshire CC,Financial and insurance activities
TLE22,2008,O (84),968,North Yorkshire CC,Public administration and defence
TLE22,2008,P (85),722,North Yorkshire CC,Education
TLE22,2008,T (97-98),22,North Yorkshire CC,Activities of households
TLE22,2009,31-32,69,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2009,33,88,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2009,41,146,North Yorkshire CC,Construction of buildings
TLE22,2009,42,214,North Yorkshire CC,Civil engineering
TLE22,2009,43,245,North Yorkshire CC,Specialised construction activities
TLE22,2009,45,147,North Yorkshire CC,Motor trades
TLE22,2009,46,333,North Yorkshire CC,Wholesale trade
TLE22,2009,47,597,North Yorkshire CC,Retail trade
TLE22,2009,49-51,181,North Yorkshire CC,"Land, water and air transport"
TLE22,2009,52,145,North Yorkshire CC,Warehousing and transport support activities
TLE22,2009,53,56,North Yorkshire CC,Postal and courier activities
TLE22,2009,55,128,North Yorkshire CC,Accommodation
TLE22,2009,56,275,North Yorkshire CC,Food and beverage service activities
TLE22,2009,58-60,181,North Yorkshire CC,Publishing; film and TV production and broadcasting
TLE22,2009,61-63,126,North Yorkshire CC,Telecommunications; information technology
TLE22,2009,68,386,North Yorkshire CC,"Real estate activities, excluding imputed rental"
TLE22,2009,68IMP,1367,North Yorkshire CC,Owner-occupiers' imputed rental
TLE22,2009,69,126,North Yorkshire CC,Legal and accounting activities
TLE22,2009,70,73,North Yorkshire CC,Head offices and management consultancy
TLE22,2009,71,95,North Yorkshire CC,Architectural and engineering activities
TLE22,2009,72-73,144,North Yorkshire CC,Research and development; advertising and market research
TLE22,2009,74-75,63,North Yorkshire CC,"Other professional, scientific and technical activities"
TLE22,2009,77,121,North Yorkshire CC,Rental and leasing activities
TLE22,2009,78-80,105,North Yorkshire CC,Employment activities; tourism and security services
TLE22,2009,81,61,North Yorkshire CC,Services to buildings and landscape activities
TLE22,2009,82,59,North Yorkshire CC,Office administration and business support activities
TLE22,2009,86,508,North Yorkshire CC,Human health activities
TLE22,2009,87,202,North Yorkshire CC,Residential care activities
TLE22,2009,88,76,North Yorkshire CC,Social work activities
TLE22,2009,90-91,57,North Yorkshire CC,"Creative, arts, entertainment and cultural activities"
TLE22,2009,92-93,92,North Yorkshire CC,Gambling and betting; sports and recreation activities
TLE22,2009,94,25,North Yorkshire CC,Activities of membership organisations
TLE22,2009,95,9,North Yorkshire CC,"Repair of computers, personal and household goods"
TLE22,2009,96,155,North Yorkshire CC,Other personal service activities
TLE22,2009,AB (1-9),498,North Yorkshire CC,"Agriculture, forestry and fishing; mining and quarrying"
TLE22,2009,CA (10-12),586,North Yorkshire CC,"Manufacture of food, beverages and tobacco"
TLE22,2009,CB (13-15),20,North Yorkshire CC,"Manufacture of textiles, wearing apparel and leather"
TLE22,2009,CC (16-18),110,North Yorkshire CC,Manufacture of wood and paper products and printing
TLE22,2009,CD-CG (19-23),183,North Yorkshire CC,"Manufacture of petroleum, chemicals and other minerals"
TLE22,2009,CH (24-25),119,North Yorkshire CC,Manufacture of basic and fabricated metal products
TLE22,2009,CI-CJ (26-27),132,North Yorkshire CC,"Manufacture of electronic, optical and electrical products"
TLE22,2009,CK-CL (28-30),87,North Yorkshire CC,Manufacture of machinery and transport equipment
TLE22,2009,DE (35-39),748,North Yorkshire CC,"Electricity, gas, water; sewerage and waste management"
TLE22,2009,K (64-66),491,North Yorkshire CC,Financial and insurance activities
TLE22,2009,O (84),1043,North Yorkshire CC,Public administration and defence
TLE22,2009,P (85),713,North Yorkshire CC,Education
TLE22,2009,T (97-98),6,North Yorkshire CC,Activities of households
TLE22,2010,31-32,66,North Yorkshire CC,Manufacture of furniture; other manufacturing
TLE22,2010,33,85,North Yorkshire CC,Repair and installation of machinery and equipment
TLE22,2010,41,162,North Yorkshire CC,Construction of buildings
