ITL321CD,year,SIC07_code,value,Region_name,SIC07_description
TLH32,2012,69,8,Thurrock,Legal and accounting activities
TLH32,2012,70,9,Thurrock,Head offices and management consultancy
TLH32,2012,71,16,Thurrock,Architectural and engineering activities
TLH32,2012,72-73,3,Thurrock,Research and development; advertising and market research
TLH32,2012,74-75,9,Thurrock,"Other professional, scientific and technical activities"
TLH32,2012,77,36,Thurrock,Rental and leasing activities
TLH32,2012,78-80,46,Thurrock,Employment activities; tourism and security services
TLH32,2012,81,18,Thurrock,Services to buildings and landscape activities
TLH32,2012,82,10,Thurrock,Office administration and business support activities
TLH32,2012,86,95,Thurrock,Human health activities
TLH32,2012,87,8,Thurrock,Residential care activities
TLH32,2012,88,24,Thurrock,Social work activities
TLH32,2012,90-91,15,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2012,92-93,20,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2012,94,4,Thurrock,Activities of membership organisations
TLH32,2012,95,5,Thurrock,"Repair of computers, personal and household goods"
TLH32,2012,96,25,Thurrock,Other personal service activities
TLH32,2012,AB (1-9),6,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2012,CA (10-12),18,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2012,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2012,CC (16-18),23,Thurrock,Manufacture of wood and paper products and printing
TLH32,2012,CD-CG (19-23),193,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2012,CH (24-25),17,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2012,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2012,CK-CL (28-30),3,Thurrock,Manufacture of machinery and transport equipment
TLH32,2012,DE (35-39),369,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2012,K (64-66),38,Thurrock,Financial and insurance activities
TLH32,2012,O (84),66,Thurrock,Public administration and defence
TLH32,2012,P (85),162,Thurrock,Education
TLH32,2012,T (97-98),7,Thurrock,Activities of households
TLH32,2013,31-32,15,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2013,33,16,Thurrock,Repair and installation of machinery and equipment
TLH32,2013,41,29,Thurrock,Construction of buildings
TLH32,2013,42,63,Thurrock,Civil engineering
TLH32,2013,43,149,Thurrock,Specialised construction activities
TLH32,2013,45,110,Thurrock,Motor trades
TLH32,2013,46,165,Thurrock,Wholesale trade
TLH32,2013,47,364,Thurrock,Retail trade
TLH32,2013,49-51,221,Thurrock,"Land, water and air transport"
TLH32,2013,52,194,Thurrock,Warehousing and transport support activities
TLH32,2013,53,44,Thurrock,Postal and courier activities
TLH32,2013,55,7,Thurrock,Accommodation
TLH32,2013,56,73,Thurrock,Food and beverage service activities
TLH32,2013,58-60,10,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2013,61-63,44,Thurrock,Telecommunications; information technology
TLH32,2013,68,47,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2013,68IMP,247,Thurrock,Owner-occupiers' imputed rental
TLH32,2013,69,7,Thurrock,Legal and accounting activities
TLH32,2013,70,13,Thurrock,Head offices and management consultancy
TLH32,2013,71,14,Thurrock,Architectural and engineering activities
TLH32,2013,72-73,3,Thurrock,Research and development; advertising and market research
TLH32,2013,74-75,11,Thurrock,"Other professional, scientific and technical activities"
TLH32,2013,77,41,Thurrock,Rental and leasing activities
TLH32,2013,78-80,45,Thurrock,Employment activities; tourism and security services
TLH32,2013,81,19,Thurrock,Services to buildings and landscape activities
TLH32,2013,82,23,Thurrock,Office administration and business support activities
TLH32,2013,86,97,Thurrock,Human health activities
TLH32,2013,87,9,Thurrock,Residential care activities
TLH32,2013,88,25,Thurrock,Social work activities
TLH32,2013,90-91,7,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2013,92-93,24,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2013,94,4,Thurrock,Activities of membership organisations
TLH32,2013,95,6,Thurrock,"Repair of computers, personal and household goods"
TLH32,2013,96,28,Thurrock,Other personal service activities
TLH32,2013,AB (1-9),5,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2013,CA (10-12),25,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2013,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2013,CC (16-18),19,Thurrock,Manufacture of wood and paper products and printing
TLH32,2013,CD-CG (19-23),169,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2013,CH (24-25),21,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2013,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2013,CK-CL (28-30),4,Thurrock,Manufacture of machinery and transport equipment
TLH32,2013,DE (35-39),312,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2013,K (64-66),42,Thurrock,Financial and insurance activities
TLH32,2013,O (84),68,Thurrock,Public administration and defence
TLH32,2013,P (85),162,Thurrock,Education
TLH32,2013,T (97-98),6,Thurrock,Activities of households
TLH32,2014,31-32,23,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2014,33,17,Thurrock,Repair and installation of machinery and equipment
TLH32,2014,41,29,Thurrock,Construction of buildings
TLH32,2014,42,52,Thurrock,Civil engineering
TLH32,2014,43,184,Thurrock,Specialised construction activities
TLH32,2014,45,117,Thurrock,Motor trades
TLH32,2014,46,164,Thurrock,Wholesale trade
TLH32,2014,47,366,Thurrock,Retail trade
TLH32,2014,49-51,249,Thurrock,"Land, water and air transport"
TLH32,2014,52,235,Thurrock,Warehousing and transport support activities
TLH32,2014,53,32,Thurrock,Postal and courier activities
TLH32,2014,55,8,Thurrock,Accommodation
TLH32,2014,56,73,Thurrock,Food and beverage service activities
TLH32,2014,58-60,7,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2014,61-63,46,Thurrock,Telecommunications; information technology
TLH32,2014,68,120,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2014,68IMP,271,Thurrock,Owner-occupiers' imputed rental
TLH32,2014,69,9,Thurrock,Legal and accounting activities
TLH32,2014,70,21,Thurrock,Head offices and management consultancy
TLH32,2014,71,6,Thurrock,Architectural and engineering activities
TLH32,2014,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2014,74-75,10,Thurrock,"Other professional, scientific and technical activities"
TLH32,2014,77,50,Thurrock,Rental and leasing activities
TLH32,2014,78-80,48,Thurrock,Employment activities; tourism and security services
TLH32,2014,81,21,Thurrock,Services to buildings and landscape activities
TLH32,2014,82,65,Thurrock,Office administration and business support activities
TLH32,2014,86,97,Thurrock,Human health activities
TLH32,2014,87,10,Thurrock,Residential care activities
TLH32,2014,88,29,Thurrock,Social work activities
TLH32,2014,90-91,7,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2014,92-93,22,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2014,94,4,Thurrock,Activities of membership organisations
TLH32,2014,95,7,Thurrock,"Repair of computers, personal and household goods"
TLH32,2014,96,30,Thurrock,Other personal service activities
TLH32,2014,AB (1-9),9,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2014,CA (10-12),39,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2014,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2014,CC (16-18),22,Thurrock,Manufacture of wood and paper products and printing
TLH32,2014,CD-CG (19-23),179,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2014,CH (24-25),26,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2014,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2014,CK-CL (28-30),4,Thurrock,Manufacture of machinery and transport equipment
TLH32,2014,DE (35-39),249,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2014,K (64-66),50,Thurrock,Financial and insurance activities
TLH32,2014,O (84),63,Thurrock,Public administration and defence
TLH32,2014,P (85),161,Thurrock,Education
TLH32,2014,T (97-98),7,Thurrock,Activities of households
TLH32,2015,31-32,26,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2015,33,16,Thurrock,Repair and installation of machinery and equipment
TLH32,2015,41,27,Thurrock,Construction of buildings
TLH32,2015,42,38,Thurrock,Civil engineering
TLH32,2015,43,213,Thurrock,Specialised construction activities
TLH32,2015,45,125,Thurrock,Motor trades
TLH32,2015,46,183,Thurrock,Wholesale trade
TLH32,2015,47,380,Thurrock,Retail trade
TLH32,2015,49-51,211,Thurrock,"Land, water and air transport"
TLH32,2015,52,267,Thurrock,Warehousing and transport support activities
TLH32,2015,53,31,Thurrock,Postal and courier activities
TLH32,2015,55,14,Thurrock,Accommodation
TLH32,2015,56,71,Thurrock,Food and beverage service activities
TLH32,2015,58-60,7,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2015,61-63,49,Thurrock,Telecommunications; information technology
TLH32,2015,68,152,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2015,68IMP,301,Thurrock,Owner-occupiers' imputed rental
TLH32,2015,69,9,Thurrock,Legal and accounting activities
TLH32,2015,70,21,Thurrock,Head offices and management consultancy
TLH32,2015,71,6,Thurrock,Architectural and engineering activities
TLH32,2015,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2015,74-75,46,Thurrock,"Other professional, scientific and technical activities"
TLH32,2015,77,64,Thurrock,Rental and leasing activities
TLH32,2015,78-80,58,Thurrock,Employment activities; tourism and security services
TLH32,2015,81,27,Thurrock,Services to buildings and landscape activities
TLH32,2015,82,64,Thurrock,Office administration and business support activities
TLH32,2015,86,102,Thurrock,Human health activities
TLH32,2015,87,11,Thurrock,Residential care activities
TLH32,2015,88,38,Thurrock,Social work activities
TLH32,2015,90-91,8,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2015,92-93,18,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2015,94,4,Thurrock,Activities of membership organisations
TLH32,2015,95,9,Thurrock,"Repair of computers, personal and household goods"
TLH32,2015,96,38,Thurrock,Other personal service activities
TLH32,2015,AB (1-9),10,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2015,CA (10-12),95,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2015,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2015,CC (16-18),20,Thurrock,Manufacture of wood and paper products and printing
TLH32,2015,CD-CG (19-23),175,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2015,CH (24-25),26,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2015,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2015,CK-CL (28-30),6,Thurrock,Manufacture of machinery and transport equipment
TLH32,2015,DE (35-39),226,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2015,K (64-66),54,Thurrock,Financial and insurance activities
TLH32,2015,O (84),69,Thurrock,Public administration and defence
TLH32,2015,P (85),163,Thurrock,Education
TLH32,2015,T (97-98),4,Thurrock,Activities of households
TLH32,2016,31-32,30,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2016,33,20,Thurrock,Repair and installation of machinery and equipment
TLH32,2016,41,24,Thurrock,Construction of buildings
TLH32,2016,42,34,Thurrock,Civil engineering
TLH32,2016,43,217,Thurrock,Specialised construction activities
TLH32,2016,45,107,Thurrock,Motor trades
TLH32,2016,46,218,Thurrock,Wholesale trade
TLH32,2016,47,388,Thurrock,Retail trade
TLH32,2016,49-51,222,Thurrock,"Land, water and air transport"
TLH32,2016,52,303,Thurrock,Warehousing and transport support activities
TLH32,2016,53,34,Thurrock,Postal and courier activities
TLH32,2016,55,18,Thurrock,Accommodation
TLH32,2016,56,74,Thurrock,Food and beverage service activities
TLH32,2016,58-60,5,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2016,61-63,46,Thurrock,Telecommunications; information technology
TLH32,2016,68,128,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2016,68IMP,360,Thurrock,Owner-occupiers' imputed rental
TLH32,2016,69,10,Thurrock,Legal and accounting activities
TLH32,2016,70,27,Thurrock,Head offices and management consultancy
TLH32,2016,71,6,Thurrock,Architectural and engineering activities
TLH32,2016,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2016,74-75,58,Thurrock,"Other professional, scientific and technical activities"
TLH32,2016,77,81,Thurrock,Rental and leasing activities
TLH32,2016,78-80,73,Thurrock,Employment activities; tourism and security services
TLH32,2016,81,31,Thurrock,Services to buildings and landscape activities
TLH32,2016,82,56,Thurrock,Office administration and business support activities
TLH32,2016,86,117,Thurrock,Human health activities
TLH32,2016,87,12,Thurrock,Residential care activities
TLH32,2016,88,44,Thurrock,Social work activities
TLH32,2016,90-91,9,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2016,92-93,15,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2016,94,3,Thurrock,Activities of membership organisations
TLH32,2016,95,10,Thurrock,"Repair of computers, personal and household goods"
TLH32,2016,96,35,Thurrock,Other personal service activities
TLH32,2016,AB (1-9),9,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2016,CA (10-12),80,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2016,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2016,CC (16-18),23,Thurrock,Manufacture of wood and paper products and printing
TLH32,2016,CD-CG (19-23),181,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2016,CH (24-25),28,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2016,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2016,CK-CL (28-30),5,Thurrock,Manufacture of machinery and transport equipment
TLH32,2016,DE (35-39),118,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2016,K (64-66),44,Thurrock,Financial and insurance activities
TLH32,2016,O (84),86,Thurrock,Public administration and defence
TLH32,2016,P (85),163,Thurrock,Education
TLH32,2016,T (97-98),4,Thurrock,Activities of households
TLH32,2017,31-32,36,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2017,33,19,Thurrock,Repair and installation of machinery and equipment
TLH32,2017,41,26,Thurrock,Construction of buildings
TLH32,2017,42,50,Thurrock,Civil engineering
TLH32,2017,43,261,Thurrock,Specialised construction activities
TLH32,2017,45,144,Thurrock,Motor trades
TLH32,2017,46,424,Thurrock,Wholesale trade
TLH32,2017,47,384,Thurrock,Retail trade
TLH32,2017,49-51,203,Thurrock,"Land, water and air transport"
TLH32,2017,52,339,Thurrock,Warehousing and transport support activities
TLH32,2017,53,24,Thurrock,Postal and courier activities
TLH32,2017,55,29,Thurrock,Accommodation
TLH32,2017,56,64,Thurrock,Food and beverage service activities
TLH32,2017,58-60,5,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2017,61-63,45,Thurrock,Telecommunications; information technology
TLH32,2017,68,142,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2017,68IMP,384,Thurrock,Owner-occupiers' imputed rental
TLH32,2017,69,14,Thurrock,Legal and accounting activities
TLH32,2017,70,27,Thurrock,Head offices and management consultancy
TLH32,2017,71,9,Thurrock,Architectural and engineering activities
TLH32,2017,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2017,74-75,71,Thurrock,"Other professional, scientific and technical activities"
TLH32,2017,77,96,Thurrock,Rental and leasing activities
TLH32,2017,78-80,81,Thurrock,Employment activities; tourism and security services
TLH32,2017,81,21,Thurrock,Services to buildings and landscape activities
TLH32,2017,82,86,Thurrock,Office administration and business support activities
TLH32,2017,86,125,Thurrock,Human health activities
TLH32,2017,87,13,Thurrock,Residential care activities
TLH32,2017,88,51,Thurrock,Social work activities
TLH32,2017,90-91,14,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2017,92-93,17,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2017,94,3,Thurrock,Activities of membership organisations
TLH32,2017,95,11,Thurrock,"Repair of computers, personal and household goods"
TLH32,2017,96,33,Thurrock,Other personal service activities
TLH32,2017,AB (1-9),7,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2017,CA (10-12),77,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2017,CB (13-15),2,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2017,CC (16-18),26,Thurrock,Manufacture of wood and paper products and printing
TLH32,2017,CD-CG (19-23),210,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2017,CH (24-25),32,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2017,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2017,CK-CL (28-30),4,Thurrock,Manufacture of machinery and transport equipment
TLH32,2017,DE (35-39),124,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2017,K (64-66),40,Thurrock,Financial and insurance activities
TLH32,2017,O (84),87,Thurrock,Public administration and defence
TLH32,2017,P (85),160,Thurrock,Education
TLH32,2017,T (97-98),6,Thurrock,Activities of households
TLH32,2018,31-32,44,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2018,33,25,Thurrock,Repair and installation of machinery and equipment
TLH32,2018,41,28,Thurrock,Construction of buildings
TLH32,2018,42,57,Thurrock,Civil engineering
TLH32,2018,43,296,Thurrock,Specialised construction activities
TLH32,2018,45,132,Thurrock,Motor trades
TLH32,2018,46,565,Thurrock,Wholesale trade
TLH32,2018,47,364,Thurrock,Retail trade
TLH32,2018,49-51,202,Thurrock,"Land, water and air transport"
TLH32,2018,52,325,Thurrock,Warehousing and transport support activities
TLH32,2018,53,27,Thurrock,Postal and courier activities
TLH32,2018,55,32,Thurrock,Accommodation
TLH32,2018,56,80,Thurrock,Food and beverage service activities
TLH32,2018,58-60,4,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2018,61-63,51,Thurrock,Telecommunications; information technology
TLH32,2018,68,127,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2018,68IMP,414,Thurrock,Owner-occupiers' imputed rental
TLH32,2018,69,14,Thurrock,Legal and accounting activities
TLH32,2018,70,24,Thurrock,Head offices and management consultancy
TLH32,2018,71,8,Thurrock,Architectural and engineering activities
TLH32,2018,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2018,74-75,75,Thurrock,"Other professional, scientific and technical activities"
TLH32,2018,77,100,Thurrock,Rental and leasing activities
TLH32,2018,78-80,92,Thurrock,Employment activities; tourism and security services
TLH32,2018,81,22,Thurrock,Services to buildings and landscape activities
TLH32,2018,82,63,Thurrock,Office administration and business support activities
TLH32,2018,86,125,Thurrock,Human health activities
TLH32,2018,87,13,Thurrock,Residential care activities
TLH32,2018,88,50,Thurrock,Social work activities
TLH32,2018,90-91,17,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2018,92-93,15,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2018,94,2,Thurrock,Activities of membership organisations
TLH32,2018,95,9,Thurrock,"Repair of computers, personal and household goods"
TLH32,2018,96,33,Thurrock,Other personal service activities
TLH32,2018,AB (1-9),8,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2018,CA (10-12),79,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2018,CB (13-15),2,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2018,CC (16-18),25,Thurrock,Manufacture of wood and paper products and printing
TLH32,2018,CD-CG (19-23),224,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2018,CH (24-25),30,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2018,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2018,CK-CL (28-30),4,Thurrock,Manufacture of machinery and transport equipment
TLH32,2018,DE (35-39),125,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2018,K (64-66),45,Thurrock,Financial and insurance activities
TLH32,2018,O (84),88,Thurrock,Public administration and defence
TLH32,2018,P (85),170,Thurrock,Education
TLH32,2018,T (97-98),10,Thurrock,Activities of households
TLH32,2019,31-32,37,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2019,33,27,Thurrock,Repair and installation of machinery and equipment
TLH32,2019,41,33,Thurrock,Construction of buildings
TLH32,2019,42,59,Thurrock,Civil engineering
TLH32,2019,43,315,Thurrock,Specialised construction activities
TLH32,2019,45,116,Thurrock,Motor trades
TLH32,2019,46,595,Thurrock,Wholesale trade
TLH32,2019,47,363,Thurrock,Retail trade
TLH32,2019,49-51,227,Thurrock,"Land, water and air transport"
TLH32,2019,52,350,Thurrock,Warehousing and transport support activities
TLH32,2019,53,27,Thurrock,Postal and courier activities
TLH32,2019,55,35,Thurrock,Accommodation
TLH32,2019,56,74,Thurrock,Food and beverage service activities
TLH32,2019,58-60,5,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2019,61-63,53,Thurrock,Telecommunications; information technology
TLH32,2019,68,70,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2019,68IMP,414,Thurrock,Owner-occupiers' imputed rental
TLH32,2019,69,14,Thurrock,Legal and accounting activities
TLH32,2019,70,23,Thurrock,Head offices and management consultancy
TLH32,2019,71,11,Thurrock,Architectural and engineering activities
TLH32,2019,72-73,3,Thurrock,Research and development; advertising and market research
TLH32,2019,74-75,83,Thurrock,"Other professional, scientific and technical activities"
TLH32,2019,77,101,Thurrock,Rental and leasing activities
TLH32,2019,78-80,103,Thurrock,Employment activities; tourism and security services
TLH32,2019,81,26,Thurrock,Services to buildings and landscape activities
TLH32,2019,82,13,Thurrock,Office administration and business support activities
TLH32,2019,86,133,Thurrock,Human health activities
TLH32,2019,87,12,Thurrock,Residential care activities
TLH32,2019,88,67,Thurrock,Social work activities
TLH32,2019,90-91,17,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2019,92-93,17,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2019,94,3,Thurrock,Activities of membership organisations
TLH32,2019,95,5,Thurrock,"Repair of computers, personal and household goods"
TLH32,2019,96,32,Thurrock,Other personal service activities
TLH32,2019,AB (1-9),8,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2019,CA (10-12),81,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2019,CB (13-15),2,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2019,CC (16-18),26,Thurrock,Manufacture of wood and paper products and printing
TLH32,2019,CD-CG (19-23),240,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2019,CH (24-25),24,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2019,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2019,CK-CL (28-30),5,Thurrock,Manufacture of machinery and transport equipment
TLH32,2019,DE (35-39),120,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2019,K (64-66),65,Thurrock,Financial and insurance activities
TLH32,2019,O (84),118,Thurrock,Public administration and defence
TLH32,2019,P (85),198,Thurrock,Education
TLH32,2019,T (97-98),7,Thurrock,Activities of households
TLH32,2020,31-32,24,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2020,33,33,Thurrock,Repair and installation of machinery and equipment
TLH32,2020,41,28,Thurrock,Construction of buildings
TLH32,2020,42,67,Thurrock,Civil engineering
TLH32,2020,43,223,Thurrock,Specialised construction activities
TLH32,2020,45,118,Thurrock,Motor trades
TLH32,2020,46,658,Thurrock,Wholesale trade
TLH32,2020,47,305,Thurrock,Retail trade
TLH32,2020,49-51,183,Thurrock,"Land, water and air transport"
TLH32,2020,52,434,Thurrock,Warehousing and transport support activities
TLH32,2020,53,41,Thurrock,Postal and courier activities
TLH32,2020,55,18,Thurrock,Accommodation
TLH32,2020,56,60,Thurrock,Food and beverage service activities
TLH32,2020,58-60,3,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2020,61-63,39,Thurrock,Telecommunications; information technology
TLH32,2020,68,77,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2020,68IMP,417,Thurrock,Owner-occupiers' imputed rental
TLH32,2020,69,13,Thurrock,Legal and accounting activities
TLH32,2020,70,23,Thurrock,Head offices and management consultancy
TLH32,2020,71,13,Thurrock,Architectural and engineering activities
TLH32,2020,72-73,2,Thurrock,Research and development; advertising and market research
TLH32,2020,74-75,49,Thurrock,"Other professional, scientific and technical activities"
TLH32,2020,77,103,Thurrock,Rental and leasing activities
TLH32,2020,78-80,104,Thurrock,Employment activities; tourism and security services
TLH32,2020,81,16,Thurrock,Services to buildings and landscape activities
TLH32,2020,82,14,Thurrock,Office administration and business support activities
TLH32,2020,86,142,Thurrock,Human health activities
TLH32,2020,87,9,Thurrock,Residential care activities
TLH32,2020,88,63,Thurrock,Social work activities
TLH32,2020,90-91,18,Thurrock,"Creative, arts, entertainment and cultural activities"
TLH32,2020,92-93,12,Thurrock,Gambling and betting; sports and recreation activities
TLH32,2020,94,4,Thurrock,Activities of membership organisations
TLH32,2020,95,3,Thurrock,"Repair of computers, personal and household goods"
TLH32,2020,96,20,Thurrock,Other personal service activities
TLH32,2020,AB (1-9),6,Thurrock,"Agriculture, forestry and fishing; mining and quarrying"
TLH32,2020,CA (10-12),26,Thurrock,"Manufacture of food, beverages and tobacco"
TLH32,2020,CB (13-15),1,Thurrock,"Manufacture of textiles, wearing apparel and leather"
TLH32,2020,CC (16-18),23,Thurrock,Manufacture of wood and paper products and printing
TLH32,2020,CD-CG (19-23),209,Thurrock,"Manufacture of petroleum, chemicals and other minerals"
TLH32,2020,CH (24-25),19,Thurrock,Manufacture of basic and fabricated metal products
TLH32,2020,CI-CJ (26-27),1,Thurrock,"Manufacture of electronic, optical and electrical products"
TLH32,2020,CK-CL (28-30),5,Thurrock,Manufacture of machinery and transport equipment
TLH32,2020,DE (35-39),100,Thurrock,"Electricity, gas, water; sewerage and waste management"
TLH32,2020,K (64-66),67,Thurrock,Financial and insurance activities
TLH32,2020,O (84),130,Thurrock,Public administration and defence
TLH32,2020,P (85),195,Thurrock,Education
TLH32,2020,T (97-98),4,Thurrock,Activities of households
TLH32,2021,31-32,12,Thurrock,Manufacture of furniture; other manufacturing
TLH32,2021,33,43,Thurrock,Repair and installation of machinery and equipment
TLH32,2021,41,31,Thurrock,Construction of buildings
TLH32,2021,42,72,Thurrock,Civil engineering
TLH32,2021,43,273,Thurrock,Specialised construction activities
TLH32,2021,45,178,Thurrock,Motor trades
TLH32,2021,46,888,Thurrock,Wholesale trade
TLH32,2021,47,331,Thurrock,Retail trade
TLH32,2021,49-51,193,Thurrock,"Land, water and air transport"
TLH32,2021,52,444,Thurrock,Warehousing and transport support activities
TLH32,2021,53,40,Thurrock,Postal and courier activities
TLH32,2021,55,11,Thurrock,Accommodation
TLH32,2021,56,77,Thurrock,Food and beverage service activities
TLH32,2021,58-60,4,Thurrock,Publishing; film and TV production and broadcasting
TLH32,2021,61-63,38,Thurrock,Telecommunications; information technology
TLH32,2021,68,92,Thurrock,"Real estate activities, excluding imputed rental"
TLH32,2021,68IMP,440,Thurrock,Owner-occupiers' imputed rental
TLH32,2021,69,12,Thurrock,Legal and accounting activities
TLH32,2021,70,28,Thurrock,Head offices and management consultancy
TLH32,2021,71,17,Thurrock,Architectural and engineering activities
TLH32,2021,72-73,4,Thurrock,Research and development; advertising and market research
TLH32,2021,74-75,93,Thurrock,"Other professional, scientific and technical activities"
TLH32,2021,77,100,Thurrock,Rental and leasing activities
TLH32,2021,78-80,63,Thurrock,Employment activities; tourism and security services
TLH32,2021,81,22,Thurrock,Services to buildings and landscape activities
TLH32,2021,82,17,Thurrock,Office administration and business support activities
