ITL_code,Region_name,SIC07_code,SIC07_description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
TLD34,Greater Manchester South West,F (41-43),Construction,696,718,748,803,867,931,1056,1137,1126,1284,1329,1053,937,938,932,911,910,1010,1132,1276,1462,1477,1242,1519,1754
TLD34,Greater Manchester South West,G-T,Services sector,5391,5654,5806,6288,6625,6988,7438,7996,8506,8875,9002,9215,9430,9481,10125,10905,11374,11853,11918,12411,13164,13758,14302,15448,16955
TLD35,Greater Manchester South East,A-E,Production sector,1351,1430,1434,1369,1346,1337,1326,1343,1356,1346,1515,1529,1539,1507,1521,1584,1546,1330,1407,1558,1643,1594,1662,1561,1742
TLD35,Greater Manchester South East,F (41-43),Construction,332,349,363,389,419,451,533,562,562,635,672,547,480,477,524,548,511,481,504,541,522,472,443,468,527
TLD35,Greater Manchester South East,G-T,Services sector,3780,3980,4167,4460,4704,4950,5109,5446,5731,6044,6083,6253,6327,6268,6483,6586,6747,7048,7179,7710,8018,8225,8378,8820,9720
TLD36,Greater Manchester North West,A-E,Production sector,1560,1636,1594,1570,1569,1622,1573,1554,1575,1566,1453,1422,1473,1499,1566,1633,1777,1842,1881,1910,1938,1975,2226,2022,2283
TLD36,Greater Manchester North West,F (41-43),Construction,365,388,406,446,461,510,594,624,630,697,729,632,564,567,639,715,721,750,788,777,838,785,804,874,1048
TLD36,Greater Manchester North West,G-T,Services sector,3660,3805,3947,4269,4453,4610,4879,5293,5612,5870,5900,6023,6131,6119,6341,6711,6776,7183,7391,7877,8224,8215,8286,8947,9444
TLD37,Greater Manchester North East,A-E,Production sector,1493,1596,1621,1585,1570,1594,1566,1577,1557,1566,1580,1437,1533,1581,1641,1688,1737,1803,1763,2011,2039,2086,1945,1909,2033
TLD37,Greater Manchester North East,F (41-43),Construction,331,353,369,403,420,462,548,572,578,640,677,583,517,517,547,558,620,650,647,700,759,694,631,740,864
TLD37,Greater Manchester North East,G-T,Services sector,3895,4057,4178,4465,4747,4881,5167,5528,5850,6155,6194,6313,6449,6431,6682,6936,6993,7308,7498,7681,7921,8513,8390,8641,9355
TLD41,Blackburn with Darwen,A-E,Production sector,515,512,496,468,479,490,464,485,468,470,479,436,478,505,536,590,608,662,660,675,672,680,702,754,837
TLD41,Blackburn with Darwen,F (41-43),Construction,59,63,72,74,83,85,96,101,98,103,103,81,94,100,87,103,110,122,119,105,113,120,110,137,202
TLD41,Blackburn with Darwen,G-T,Services sector,954,1007,1027,1090,1151,1274,1377,1405,1481,1571,1636,1645,1677,1699,1823,1833,1933,2040,2193,2240,2265,2342,2281,2542,2798
TLD42,Blackpool,A-E,Production sector,154,153,141,137,139,142,147,156,153,150,144,140,153,151,165,170,179,180,181,195,195,203,221,214,258
TLD42,Blackpool,F (41-43),Construction,58,63,71,74,82,85,95,99,96,99,95,70,82,89,81,90,79,79,79,71,92,95,61,88,106
TLD42,Blackpool,G-T,Services sector,1061,1093,1126,1192,1259,1382,1493,1557,1614,1652,1673,1633,1694,1698,1759,1781,1865,1971,2110,2251,2327,2545,2380,2493,2823
TLD44,Lancaster and Wyre,A-E,Production sector,636,621,525,478,510,600,608,762,860,860,870,627,537,556,658,771,825,1038,983,941,947,992,1159,952,1107
TLD44,Lancaster and Wyre,F (41-43),Construction,123,130,149,153,170,181,202,208,203,214,215,173,192,208,190,202,204,244,244,244,255,289,247,309,364
TLD44,Lancaster and Wyre,G-T,Services sector,1599,1673,1723,1817,1928,2121,2281,2321,2405,2512,2579,2570,2634,2637,2690,2777,2789,2928,3030,3124,3172,3329,3085,3450,3788
TLD45,Mid Lancashire,A-E,Production sector,2426,2567,2702,2704,2746,2827,2969,3134,3034,3099,2839,2212,2163,2271,2327,2631,2751,3129,3239,3320,3085,2850,3136,3460,3905
TLD45,Mid Lancashire,F (41-43),Construction,448,462,546,545,601,705,764,770,760,820,883,804,805,874,853,884,924,1048,1123,1209,1141,1135,1139,1217,1225
TLD45,Mid Lancashire,G-T,Services sector,3963,4144,4211,4513,4750,5236,5631,5758,5990,6362,6675,6835,6956,6953,7313,7265,7364,7462,7857,7989,8035,8482,7904,8860,9561
TLD46,East Lancashire,A-E,Production sector,1413,1496,1496,1481,1505,1531,1571,1643,1619,1594,1505,1248,1313,1411,1480,1527,1582,1602,1647,1764,1824,1690,1539,1644,1802
TLD46,East Lancashire,F (41-43),Construction,147,156,180,183,204,213,241,250,245,258,262,211,241,257,226,242,255,293,291,292,314,334,298,365,399
TLD46,East Lancashire,G-T,Services sector,1893,1987,2000,2107,2182,2405,2544,2624,2769,2971,3123,3142,3196,3250,3397,3379,3563,3645,3919,3970,3984,4200,4003,4404,4622
TLD47,Chorley and West Lancashire,A-E,Production sector,533,532,512,490,508,494,491,497,477,507,532,520,575,602,655,689,725,683,716,726,750,774,823,914,1026
TLD47,Chorley and West Lancashire,F (41-43),Construction,130,137,159,160,178,194,216,222,218,232,243,206,224,240,236,255,255,302,319,325,339,358,327,375,471
TLD47,Chorley and West Lancashire,G-T,Services sector,1573,1639,1697,1812,1935,2109,2239,2263,2353,2472,2550,2563,2625,2620,2627,2620,2777,2897,3186,3339,3445,3769,3542,3992,4309
TLD61,Warrington,A-E,Production sector,883,846,853,872,845,782,808,920,922,947,874,900,828,806,863,871,971,944,880,954,971,1049,1092,979,996
TLD61,Warrington,F (41-43),Construction,342,392,406,429,444,495,500,574,631,662,677,535,508,542,530,551,586,626,663,800,923,892,1018,1195,1252
TLD61,Warrington,G-T,Services sector,2406,2450,2613,2954,3148,3310,3429,3557,3736,3973,3991,3848,4067,4159,4294,4578,4785,5139,5445,5804,5718,6196,5995,6469,7025
TLD62,Cheshire East,A-E,Production sector,2009,2111,2195,2885,2862,2366,3046,3278,3509,3373,3276,3155,3205,3558,3956,4036,4033,4243,4842,4261,4146,4110,4185,3460,4212
TLD62,Cheshire East,F (41-43),Construction,230,263,273,290,300,336,340,393,431,451,459,361,342,360,380,467,497,508,543,537,603,646,582,641,743
TLD62,Cheshire East,G-T,Services sector,3697,3841,3987,4362,4602,4771,4960,5203,5624,5929,5960,5932,6294,6399,6526,6645,7281,7577,7979,8548,9039,9489,9081,9664,10289
TLD63,Cheshire West and Chester,A-E,Production sector,1418,1451,1329,1493,1246,1354,1394,1440,1407,1429,1454,1520,1736,1643,1748,2136,2289,2332,2445,2656,2477,2659,2298,2438,2999
TLD63,Cheshire West and Chester,F (41-43),Construction,179,206,213,224,230,252,255,291,326,346,360,293,280,298,270,273,289,292,322,297,341,335,290,390,479
TLD63,Cheshire West and Chester,G-T,Services sector,3295,3617,3674,4008,4353,4635,4777,4974,5499,5987,6049,6378,6629,6575,6656,6615,6914,6610,6833,7485,7827,8310,7861,8804,9744
TLD71,East Merseyside,A-E,Production sector,1819,1816,1758,1760,1746,1963,1819,1811,1990,1881,2027,1978,2071,2184,1981,2206,2467,2526,2604,2776,2646,2675,2444,2613,2619
TLD71,East Merseyside,F (41-43),Construction,310,344,375,388,437,460,497,563,606,631,621,559,528,558,547,629,676,724,807,909,870,897,804,763,976
TLD71,East Merseyside,G-T,Services sector,3356,3578,3792,4051,4275,4479,4775,4926,5242,5385,5608,5710,5913,5839,5909,6035,6211,6414,6513,6562,6807,7200,6889,7936,8229
TLD72,Liverpool,A-E,Production sector,804,818,895,911,962,1250,1198,1253,1566,1378,1497,1634,1557,1512,1142,1000,1043,1099,1108,1106,1091,1091,1048,1130,1206
TLD72,Liverpool,F (41-43),Construction,252,277,302,316,356,366,393,448,486,497,481,444,422,441,381,393,456,527,516,568,587,588,529,555,628
TLD72,Liverpool,G-T,Services sector,4916,5198,5464,5867,6195,6657,7225,7618,8129,8275,8718,9127,9249,9339,9572,9836,10283,10485,10692,11132,11279,12399,12023,13376,14860
TLD73,Sefton,A-E,Production sector,252,257,261,249,255,257,240,245,257,251,264,258,262,250,241,224,226,231,206,223,241,272,275,323,364
TLD73,Sefton,F (41-43),Construction,98,109,119,122,137,146,159,178,191,203,205,182,169,179,173,150,159,169,195,208,220,228,219,233,250
TLD73,Sefton,G-T,Services sector,1790,1921,1976,2139,2288,2446,2599,2661,2831,2867,2982,3062,3092,3002,3017,3111,3243,3350,3497,3607,3646,3674,3701,4107,4378
TLD74,Wirral,A-E,Production sector,565,586,564,607,582,643,673,674,704,681,692,690,643,637,605,665,693,735,659,715,715,808,824,713,806
TLD74,Wirral,F (41-43),Construction,115,128,141,143,160,171,185,207,222,238,245,218,200,210,222,226,213,227,230,243,255,246,241,236,259
TLD74,Wirral,G-T,Services sector,1902,2050,2142,2264,2446,2607,2789,2833,3013,3074,3198,3258,3320,3339,3414,3436,3607,3785,3801,3919,3953,4173,4265,4597,5016
TLE11,"Kingston upon Hull, City of",A-E,Production sector,959,986,1070,1030,1082,1155,1103,1128,1393,1422,1871,1995,1749,1509,1624,1559,1473,1588,1572,1575,1693,1606,1343,1585,1768
TLE11,"Kingston upon Hull, City of",F (41-43),Construction,178,202,206,209,251,294,298,350,364,367,363,276,299,288,277,312,320,339,336,345,336,378,377,490,575
TLE11,"Kingston upon Hull, City of",G-T,Services sector,1887,1918,2030,2234,2383,2546,2693,2815,2952,3150,3238,3209,3164,3224,3192,3216,3336,3456,3626,3838,3910,4054,3713,4251,4587
TLE12,East Riding of Yorkshire,A-E,Production sector,1454,1367,1409,1349,1430,1495,1642,1642,1766,1615,1643,1523,1374,1400,1434,1568,1665,1736,1739,1782,1853,1903,1830,2191,2437
TLE12,East Riding of Yorkshire,F (41-43),Construction,164,186,189,191,230,266,272,318,327,326,317,236,259,248,267,243,276,302,285,320,355,351,338,419,530
TLE12,East Riding of Yorkshire,G-T,Services sector,2122,2160,2270,2521,2722,2897,3088,3169,3332,3564,3632,3587,3553,3559,3667,3720,3871,4020,4111,4313,4620,4876,4756,5446,5968
TLE13,North and North East Lincolnshire,A-E,Production sector,1469,1413,1480,1407,1355,1562,1681,1756,1582,1912,2106,1893,2074,1842,1874,1987,1974,2360,2478,2696,2583,3409,3274,4287,5141
TLE13,North and North East Lincolnshire,F (41-43),Construction,217,251,251,256,310,359,369,427,446,448,463,348,381,369,387,426,504,523,479,531,568,549,447,578,689
TLE13,North and North East Lincolnshire,G-T,Services sector,2335,2347,2445,2702,2836,3001,3157,3267,3468,3743,3865,3814,3766,3805,3790,3812,3986,4095,4100,4250,4200,4326,3993,4681,5023
TLE21,York,A-E,Production sector,534,522,572,564,625,631,638,629,599,601,577,504,486,498,501,532,505,479,467,480,531,528,537,597,586
TLE21,York,F (41-43),Construction,217,240,244,265,276,291,296,334,354,350,360,286,298,274,319,346,326,327,332,334,322,314,232,303,341
TLE21,York,G-T,Services sector,2450,2577,2681,2941,3268,3542,3771,3904,3997,4241,4269,4265,4367,4481,4556,4530,4695,4833,5018,5396,5513,5577,5174,5877,6705
TLE22,North Yorkshire CC,A-E,Production sector,1959,1880,1972,1886,2109,2153,2052,2109,2374,2464,2626,2642,2574,2653,2746,2853,2927,2944,2923,3078,3114,3272,3347,3496,3905
TLE22,North Yorkshire CC,F (41-43),Construction,448,497,504,549,570,601,614,689,734,731,755,605,625,574,579,585,639,732,757,776,821,901,697,918,1015
TLE22,North Yorkshire CC,G-T,Services sector,4986,5165,5425,5858,6378,6788,7264,7413,7649,8193,8303,8156,8129,8545,8753,9175,9308,9417,9830,10601,10565,11017,10548,12205,13169
TLE31,"Barnsley, Doncaster and Rotherham",A-E,Production sector,1988,1863,1904,1898,1971,2029,1898,1915,1862,1996,1910,1784,1980,2048,2050,2151,2273,2344,2323,2502,2620,2764,2770,2845,2984
TLE31,"Barnsley, Doncaster and Rotherham",F (41-43),Construction,573,582,688,754,835,893,953,1074,1158,1248,1259,986,956,1004,1018,1049,1180,1208,1254,1375,1447,1490,1277,1435,1622
TLE31,"Barnsley, Doncaster and Rotherham",G-T,Services sector,4455,4601,4706,5038,5288,5685,6265,6484,6934,7448,7476,7408,7591,7672,8141,8229,8475,8979,9226,9834,9898,10185,10217,10942,11871
TLE32,Sheffield,A-E,Production sector,1267,1218,1259,1268,1373,1424,1299,1388,1398,1486,1471,1369,1491,1520,1602,1583,1513,1433,1305,1355,1377,1395,1348,1296,1357
TLE32,Sheffield,F (41-43),Construction,317,322,380,413,459,493,525,591,639,685,688,536,522,542,541,586,574,597,619,658,606,674,554,622,811
TLE32,Sheffield,G-T,Services sector,4942,5038,5240,5825,6186,6660,7270,7551,8051,8565,8444,8770,8875,9093,9220,9521,9838,10185,10406,10487,10588,11076,11338,12409,13513
TLE41,Bradford,A-E,Production sector,1474,1476,1420,1482,1498,1498,1432,1513,1523,1635,1715,1637,1647,1730,1837,1973,1988,1983,1874,1877,1968,1914,1886,1959,1963
TLE41,Bradford,F (41-43),Construction,191,223,237,241,256,282,313,361,385,380,364,297,286,304,314,311,319,365,379,398,394,400,320,389,545
TLE41,Bradford,G-T,Services sector,3560,3794,3893,4044,4201,4494,4865,5101,5311,5581,5784,5860,5850,6020,6042,6096,6171,6449,6764,7194,7238,7400,7455,8004,8902
TLE42,Leeds,A-E,Production sector,1998,1976,1952,2024,1997,2039,1975,2034,2293,2461,2696,2771,2659,2444,2678,2730,2752,2872,2795,2808,2860,3084,2617,2579,2701
TLE42,Leeds,F (41-43),Construction,741,865,917,929,988,1078,1190,1375,1482,1443,1359,1075,1047,1109,1078,1140,1238,1366,1368,1460,1579,1700,1313,1556,1862
TLE42,Leeds,G-T,Services sector,9583,10278,10642,11125,11793,12920,14128,15173,15987,16961,16711,16869,17357,17877,18127,18622,19143,19739,20071,20696,22043,22621,22053,24785,27396
TLE44,Calderdale and Kirklees,A-E,Production sector,1901,1884,1849,1880,1868,1865,1751,1815,1835,1946,1970,1911,2088,2048,2149,2298,2413,2518,2491,2681,2767,2787,2649,2853,3001
TLE44,Calderdale and Kirklees,F (41-43),Construction,321,373,396,401,430,475,526,612,661,653,611,493,481,514,505,603,627,683,686,709,780,819,630,774,855
TLE44,Calderdale and Kirklees,G-T,Services sector,3912,4158,4264,4448,4569,4933,5316,5700,5977,6305,6280,6267,6229,6439,6589,6606,7236,7877,8033,8669,9171,9170,8994,9856,10308
TLE45,Wakefield,A-E,Production sector,1287,1254,1280,1340,1323,1278,1251,1252,1328,1354,1404,1395,1273,1221,1252,1344,1372,1486,1452,1515,1615,1595,1575,1647,1905
TLE45,Wakefield,F (41-43),Construction,255,296,314,317,340,373,411,478,518,506,472,375,366,390,415,435,395,458,538,606,671,686,579,698,795
TLE45,Wakefield,G-T,Services sector,2489,2683,2771,2887,3034,3287,3458,3628,3690,3857,3977,4003,4021,4150,4249,4333,4351,4622,4829,4963,5260,5631,5520,5941,6494
TLF11,Derby,A-E,Production sector,1444,1570,1679,1662,1637,1621,1752,1879,1920,1791,1832,1611,1536,1884,1994,2150,1986,1926,1872,1752,2011,2200,2553,2740,2728
TLF11,Derby,F (41-43),Construction,149,167,168,177,205,213,224,271,288,290,287,218,217,229,243,255,277,328,346,357,364,359,327,356,378
TLF11,Derby,G-T,Services sector,2179,2279,2333,2552,2793,2960,3212,3530,3645,3915,4006,4171,4323,4285,4286,4393,4384,4383,4487,4597,4796,4897,4871,5058,5273
TLF12,East Derbyshire,A-E,Production sector,745,798,801,791,815,807,801,807,798,803,777,693,760,783,824,897,887,918,875,884,892,902,994,1049,1064
TLF12,East Derbyshire,F (41-43),Construction,176,196,198,209,240,247,263,320,342,348,354,275,269,287,294,319,361,401,363,349,361,432,449,493,515
TLF12,East Derbyshire,G-T,Services sector,1984,1986,2038,2175,2217,2297,2444,2633,2701,2844,3023,3058,3154,3158,3296,3335,3479,3833,4031,4225,4462,4548,4709,5122,5437
TLF13,South and West Derbyshire,A-E,Production sector,2098,2092,2056,1975,2050,2120,2092,2199,2118,2084,2121,1877,2232,2238,2460,2849,3035,3002,3149,3143,3304,3722,3568,3712,3561
TLF13,South and West Derbyshire,F (41-43),Construction,318,348,354,374,426,432,471,575,622,642,686,548,521,565,575,644,644,698,772,797,765,866,878,922,1112
TLF13,South and West Derbyshire,G-T,Services sector,3016,3096,3121,3331,3430,3589,3870,4126,4236,4433,4622,4544,4731,4892,5008,5075,5149,5259,5454,5713,5952,6143,6134,6504,6798
TLF14,Nottingham,A-E,Production sector,701,876,797,776,789,867,974,884,1048,1085,1036,1140,1116,1175,1276,1366,1352,1007,958,1037,977,1048,1121,924,940
TLF14,Nottingham,F (41-43),Construction,302,337,346,361,414,421,437,520,572,602,622,476,472,535,532,442,383,382,344,375,394,335,319,348,436
TLF14,Nottingham,G-T,Services sector,3556,3530,3681,3973,4206,4468,4885,5252,5507,5704,5949,5955,6295,6513,6646,6783,7446,7957,8370,8730,8953,9121,8796,9420,10101
TLF15,North Nottinghamshire,A-E,Production sector,1675,1755,1718,1643,1714,1716,1728,1681,1758,1772,1695,1675,1781,1786,1874,2062,2076,2186,2057,2021,2006,2183,2134,2128,2140
TLF15,North Nottinghamshire,F (41-43),Construction,327,361,366,386,442,450,485,590,636,654,685,540,520,563,572,617,635,674,785,840,861,901,862,968,1040
TLF15,North Nottinghamshire,G-T,Services sector,2969,3022,3142,3310,3406,3581,3833,4073,4216,4427,4648,4634,4779,4952,5084,5076,5204,5338,5492,5732,6011,6188,6172,6613,7064
TLF16,South Nottinghamshire,A-E,Production sector,822,840,797,734,777,779,805,858,902,913,892,924,967,979,1081,1164,1159,1136,1079,1164,1248,1385,1341,1325,1419
TLF16,South Nottinghamshire,F (41-43),Construction,161,180,184,192,221,225,234,279,306,320,330,253,250,281,312,342,390,404,406,406,449,460,404,462,557
TLF16,South Nottinghamshire,G-T,Services sector,2382,2468,2526,2719,2767,2858,3007,3178,3282,3479,3645,3620,3719,3738,3828,3913,3909,4097,4269,4368,4648,4699,4819,5137,5728
TLF21,Leicester,A-E,Production sector,981,959,1026,970,943,971,972,930,927,1001,979,960,1047,1056,1164,1210,1312,1340,1205,1414,1507,1542,1451,1536,1626
TLF21,Leicester,F (41-43),Construction,153,165,199,196,199,199,228,276,268,287,283,245,231,235,253,276,298,289,275,296,293,300,244,287,364
TLF21,Leicester,G-T,Services sector,2680,2805,2908,3083,3224,3497,3817,4058,4452,4678,4960,4973,5189,5232,5359,5536,6015,6263,6631,6536,6820,7068,6855,7578,8006
TLF22,Leicestershire CC and Rutland,A-E,Production sector,2578,2444,2630,2725,2887,3046,3194,3114,3277,3415,3870,3875,3910,3808,4201,4455,4456,4420,4259,4400,4553,4584,4078,4290,4750
TLF22,Leicestershire CC and Rutland,F (41-43),Construction,612,676,808,803,832,870,1010,1136,1110,1160,1063,895,875,894,894,994,1126,1346,1343,1444,1561,1606,1213,1529,1831
TLF22,Leicestershire CC and Rutland,G-T,Services sector,5550,5782,5990,6234,6439,6928,7202,7638,8346,8814,9192,8924,9376,9250,9460,9648,10155,10577,11186,11544,11963,12184,11973,13511,14990
TLF24,West Northamptonshire,A-E,Production sector,1166,1052,1124,1113,1128,1057,1003,993,1080,1155,1234,1147,1285,1349,1458,1622,1727,1809,1856,1816,1836,1984,1861,1898,1977
TLF24,West Northamptonshire,F (41-43),Construction,397,438,523,520,537,558,648,734,716,750,693,586,571,582,569,617,705,871,895,944,1109,1225,997,1200,1370
TLF24,West Northamptonshire,G-T,Services sector,3771,3933,4160,4385,4552,4889,5190,5499,6067,6463,6774,6679,6888,6917,6962,7323,7534,7679,8017,8696,9296,9434,9286,10322,11255
TLF25,North Northamptonshire,A-E,Production sector,1183,1161,1221,1178,1167,1213,1212,1158,1173,1254,1330,1239,1357,1338,1498,1565,1647,1594,1614,1632,1613,1702,1529,1620,1777
TLF25,North Northamptonshire,F (41-43),Construction,246,265,318,316,318,319,367,412,394,410,391,339,322,325,313,341,366,418,422,433,469,529,399,508,644
TLF25,North Northamptonshire,G-T,Services sector,2195,2295,2353,2467,2508,2708,2848,3015,3247,3413,3571,3491,3623,3544,3724,3810,3986,4199,4344,4466,4761,4842,4867,5312,5781
TLF30,Lincolnshire CC,A-E,Production sector,2556,2527,2576,2583,2745,2796,2469,2370,2360,2531,2727,2635,2633,2781,2927,3162,3225,3259,3386,3601,3722,3734,3648,3805,4015
TLF30,Lincolnshire CC,F (41-43),Construction,430,514,548,624,666,733,798,795,859,845,889,735,765,745,739,842,861,991,1000,1063,993,1060,961,1073,1225
TLF30,Lincolnshire CC,G-T,Services sector,4765,4825,5115,5615,5878,6283,6466,6783,7425,7828,8254,8124,8217,8303,8701,9021,9311,9385,9426,10071,10523,11182,10931,12070,12891
TLG11,"Herefordshire, County of",A-E,Production sector,750,756,816,776,824,817,693,651,657,671,727,696,724,788,805,861,926,936,930,976,1079,1167,1054,1144,1208
TLG11,"Herefordshire, County of",F (41-43),Construction,86,105,109,115,117,128,153,157,162,178,187,139,137,146,152,161,158,172,178,199,214,241,202,209,245
TLG11,"Herefordshire, County of",G-T,Services sector,1328,1415,1460,1513,1591,1658,1743,1804,1890,1926,2022,1992,1982,2058,2139,2217,2334,2410,2436,2517,2601,2641,2637,2817,3003
TLG12,Worcestershire CC,A-E,Production sector,1711,1653,1788,1686,1688,1805,1907,1885,2097,2083,2172,2071,2245,2471,2735,2888,2939,2917,2652,2695,2885,2811,2527,2575,2618
TLG12,Worcestershire CC,F (41-43),Construction,293,356,372,393,399,436,519,533,550,600,627,468,462,492,500,542,542,622,635,717,764,969,760,853,1030
TLG12,Worcestershire CC,G-T,Services sector,4816,5122,5319,5565,5716,6055,6373,6634,7031,6942,7289,7417,7506,7806,8157,8419,8962,9086,9383,10132,10398,10642,10824,11038,11966
TLG13,Warwickshire CC,A-E,Production sector,1686,1680,1908,1809,1770,1723,1724,1769,1966,1959,2058,1889,2136,2289,2534,3001,3603,4156,4423,5429,5535,5456,4972,4826,4409
TLG13,Warwickshire CC,F (41-43),Construction,565,690,718,756,763,845,1004,1035,1064,1116,1116,877,877,944,1021,1169,1236,1277,1243,1411,1395,1398,1116,1198,1304
TLG13,Warwickshire CC,G-T,Services sector,5611,6084,6196,6396,6734,7272,7538,8037,8434,8595,8971,8820,9047,9431,9999,10442,10658,11073,11219,11961,12418,12625,12228,12920,14739
TLG21,Telford and Wrekin,A-E,Production sector,745,703,716,710,745,741,690,688,705,713,719,592,690,730,776,832,879,886,1019,1074,1123,1219,1227,1354,1512
