ITL_code,Region_name,SIC07_code,SIC07_description,year,value
TLC3,Tees Valley,A-E,Production sector,1998,1979
TLC3,Tees Valley,A-E,Production sector,1999,2054
TLC3,Tees Valley,A-E,Production sector,2000,2061
TLC3,Tees Valley,A-E,Production sector,2001,1918
TLC3,Tees Valley,A-E,Production sector,2002,2037
TLC3,Tees Valley,A-E,Production sector,2003,2272
TLC3,Tees Valley,A-E,Production sector,2004,2190
TLC3,Tees Valley,A-E,Production sector,2005,2083
TLC3,Tees Valley,A-E,Production sector,2006,2094
TLC3,Tees Valley,A-E,Production sector,2007,2080
TLC3,Tees Valley,A-E,Production sector,2008,2119
TLC3,Tees Valley,A-E,Production sector,2009,1989
TLC3,Tees Valley,A-E,Production sector,2010,1976
TLC3,Tees Valley,A-E,Production sector,2011,2126
TLC3,Tees Valley,A-E,Production sector,2012,2287
TLC3,Tees Valley,A-E,Production sector,2013,2262
TLC3,Tees Valley,A-E,Production sector,2014,2307
TLC3,Tees Valley,A-E,Production sector,2015,2567
TLC3,Tees Valley,A-E,Production sector,2016,2468
TLC3,Tees Valley,A-E,Production sector,2017,2252
TLC3,Tees Valley,A-E,Production sector,2018,2364
TLC3,Tees Valley,A-E,Production sector,2019,2361
TLC3,Tees Valley,A-E,Production sector,2020,2487
TLC3,Tees Valley,A-E,Production sector,2021,2417
TLC3,Tees Valley,A-E,Production sector,2022,2184
TLC3,Tees Valley,A-E,Production sector,2023,1995
TLC3,Tees Valley,F (41-43),Construction,1998,1083
TLC3,Tees Valley,F (41-43),Construction,1999,1224
TLC3,Tees Valley,F (41-43),Construction,2000,1294
TLC3,Tees Valley,F (41-43),Construction,2001,1219
TLC3,Tees Valley,F (41-43),Construction,2002,1167
TLC3,Tees Valley,F (41-43),Construction,2003,1291
TLC3,Tees Valley,F (41-43),Construction,2004,1245
TLC3,Tees Valley,F (41-43),Construction,2005,1230
TLC3,Tees Valley,F (41-43),Construction,2006,1170
TLC3,Tees Valley,F (41-43),Construction,2007,1225
TLC3,Tees Valley,F (41-43),Construction,2008,1092
TLC3,Tees Valley,F (41-43),Construction,2009,1046
TLC3,Tees Valley,F (41-43),Construction,2010,993
TLC3,Tees Valley,F (41-43),Construction,2011,1057
TLC3,Tees Valley,F (41-43),Construction,2012,986
TLC3,Tees Valley,F (41-43),Construction,2013,999
TLC3,Tees Valley,F (41-43),Construction,2014,1055
TLC3,Tees Valley,F (41-43),Construction,2015,1044
TLC3,Tees Valley,F (41-43),Construction,2016,1022
TLC3,Tees Valley,F (41-43),Construction,2017,1002
TLC3,Tees Valley,F (41-43),Construction,2018,1018
TLC3,Tees Valley,F (41-43),Construction,2019,1050
TLC3,Tees Valley,F (41-43),Construction,2020,807
TLC3,Tees Valley,F (41-43),Construction,2021,1010
TLC3,Tees Valley,F (41-43),Construction,2022,987
TLC3,Tees Valley,F (41-43),Construction,2023,1079
TLC3,Tees Valley,G-T,Services sector,1998,6958
TLC3,Tees Valley,G-T,Services sector,1999,7247
TLC3,Tees Valley,G-T,Services sector,2000,7627
TLC3,Tees Valley,G-T,Services sector,2001,8084
TLC3,Tees Valley,G-T,Services sector,2002,8355
TLC3,Tees Valley,G-T,Services sector,2003,8650
TLC3,Tees Valley,G-T,Services sector,2004,9391
TLC3,Tees Valley,G-T,Services sector,2005,9508
TLC3,Tees Valley,G-T,Services sector,2006,10033
TLC3,Tees Valley,G-T,Services sector,2007,9950
TLC3,Tees Valley,G-T,Services sector,2008,9921
TLC3,Tees Valley,G-T,Services sector,2009,9863
TLC3,Tees Valley,G-T,Services sector,2010,10071
TLC3,Tees Valley,G-T,Services sector,2011,10369
TLC3,Tees Valley,G-T,Services sector,2012,10506
TLC3,Tees Valley,G-T,Services sector,2013,10568
TLC3,Tees Valley,G-T,Services sector,2014,11064
TLC3,Tees Valley,G-T,Services sector,2015,11651
TLC3,Tees Valley,G-T,Services sector,2016,11719
TLC3,Tees Valley,G-T,Services sector,2017,11750
TLC3,Tees Valley,G-T,Services sector,2018,11815
TLC3,Tees Valley,G-T,Services sector,2019,11852
TLC3,Tees Valley,G-T,Services sector,2020,10525
TLC3,Tees Valley,G-T,Services sector,2021,11627
TLC3,Tees Valley,G-T,Services sector,2022,12537
TLC3,Tees Valley,G-T,Services sector,2023,12413
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,1998,6725
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,1999,6822
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2000,6972
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2001,7472
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2002,8178
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2003,8551
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2004,8778
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2005,8622
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2006,9301
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2007,9340
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2008,9327
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2009,8711
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2010,8632
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2011,8067
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2012,8261
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2013,8351
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2014,8520
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2015,8865
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2016,8605
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2017,8627
TLC4,"Northumberland, Durham and Tyne & Wear",A-E,Production sector,2018,8780
