ITL_code,Region_name,SIC07_code,SIC07_description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
TLM3,West Central Scotland,A-E,Production sector,4266,4165,4357,4794,5064,5350,5595,5655,6155,5660,5750,5436,4971,5008,4965,5060,5244,5201,5094,5364,5442,5753,6676,6893,6070,6152
TLM3,West Central Scotland,F (41-43),Construction,3463,3535,3493,3239,3119,3125,2916,2959,3094,2995,2967,2430,2639,2765,2682,2755,2782,2888,2754,2906,2675,2657,2273,2686,2758,2990
TLM3,West Central Scotland,G-T,Services sector,24037,24683,25630,26702,26423,27021,28280,29747,29874,30582,31151,30300,30159,30847,31062,31953,33386,33622,34246,35693,36058,36756,31522,35771,38007,38309
TLM5,North Eastern Scotland,A-E,Production sector,2777,2731,2640,2892,3057,2834,2968,3261,3924,4261,4572,4343,4214,4073,4361,4498,5076,6305,5535,5374,4825,5057,5103,4789,4130,3887
TLM5,North Eastern Scotland,F (41-43),Construction,1441,1281,1237,1198,1153,1103,1191,1128,1147,1147,1209,955,1068,1142,1122,1137,1120,1152,1105,1178,1065,1038,855,742,870,963
TLM5,North Eastern Scotland,G-T,Services sector,8577,8664,8979,9393,9476,9687,10041,10222,11325,12241,12902,12788,13300,13817,14201,14976,15352,14304,13358,13017,13097,12910,10698,11453,12027,12143
TLM9,Southern Scotland,A-E,Production sector,4218,4362,4571,4800,4889,5159,5171,5270,5622,5211,5128,4875,4486,4561,4436,4606,4952,4765,4573,4629,4661,4737,4720,4640,4549,4523
TLM9,Southern Scotland,F (41-43),Construction,1728,1775,1743,1610,1551,1551,1484,1492,1576,1513,1512,1282,1374,1430,1416,1501,1536,1593,1645,1673,1520,1494,1311,1536,1587,1688
TLM9,Southern Scotland,G-T,Services sector,11862,12078,12343,12803,12713,12911,13338,13912,14223,14087,14454,14012,14220,14494,14519,14766,14888,14861,15179,15826,15519,15553,13203,14517,15121,15310
TLN0,Northern Ireland,A-E,Production sector,6592,6946,7528,7700,7918,8171,8334,8578,8850,8618,8493,8209,7731,7384,7817,8389,8457,8973,8905,8193,8232,9007,8999,8960,8431,8211
TLN0,Northern Ireland,F (41-43),Construction,3255,3657,3881,4082,3924,4038,4093,4238,4498,4336,3614,2792,2847,2859,2551,2608,2765,3084,3192,3257,3418,3666,3214,3746,3886,4324
TLN0,Northern Ireland,G-T,Services sector,24805,25457,27037,27575,27709,29104,29834,30836,31590,31727,31304,30407,30260,31359,32040,31948,32631,32243,34194,35979,36069,36587,31724,36625,38384,38930
