DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,Outer London - East and North East,Education,P (85),31760
2022,Outer London - East and North East,Human health and social work activities,Q (86-88),54300
2022,Outer London - East and North East,"Arts, entertainment and recreation",R (90-93),6985
2022,Outer London - East and North East,Other service activities,S (94-96),11605
2022,Outer London - East and North East,Activities of households,T (97-98),0
2022,Outer London - East and North East,Activities of extraterritorial organisations and bodies,U (99),0
2022,Outer London - South,"Agriculture, forestry and fishing",A (1-3),370
2022,Outer London - South,Mining and quarrying,B (5-9),5
2022,Outer London - South,Manufacturing,C (10-33),9450
2022,Outer London - South,"Electricity, gas, steam and air conditioning supply",D (35),635
2022,Outer London - South,Water supply; sewerage and waste management,E (36-39),1990
2022,Outer London - South,Construction,F (41-43),18585
2022,Outer London - South,Wholesale and retail trade; repair of motor vehicles,G (45-47),39600
2022,Outer London - South,Transportation and storage,H (49-53),16870
2022,Outer London - South,Accommodation and food service activities,I (55-56),17590
2022,Outer London - South,Information and communication,J (58-63),16380
2022,Outer London - South,Financial and insurance activities,K (64-66),11135
2022,Outer London - South,Real estate activities,L (68),6490
2022,Outer London - South,"Professional, scientific and technical activities",M (69-75),32600
2022,Outer London - South,Administrative and support service activities,N (77-82),41970
2022,Outer London - South,Public administration and defence,O (84),21160
2022,Outer London - South,Education,P (85),23825
2022,Outer London - South,Human health and social work activities,Q (86-88),42500
2022,Outer London - South,"Arts, entertainment and recreation",R (90-93),5455
2022,Outer London - South,Other service activities,S (94-96),8680
2022,Outer London - South,Activities of households,T (97-98),0
2022,Outer London - South,Activities of extraterritorial organisations and bodies,U (99),0
2022,Outer London - West and North West,"Agriculture, forestry and fishing",A (1-3),280
2022,Outer London - West and North West,Mining and quarrying,B (5-9),415
2022,Outer London - West and North West,Manufacturing,C (10-33),32675
2022,Outer London - West and North West,"Electricity, gas, steam and air conditioning supply",D (35),865
2022,Outer London - West and North West,Water supply; sewerage and waste management,E (36-39),5040
2022,Outer London - West and North West,Construction,F (41-43),30965
2022,Outer London - West and North West,Wholesale and retail trade; repair of motor vehicles,G (45-47),85840
2022,Outer London - West and North West,Transportation and storage,H (49-53),68555
2022,Outer London - West and North West,Accommodation and food service activities,I (55-56),43760
2022,Outer London - West and North West,Information and communication,J (58-63),56630
2022,Outer London - West and North West,Financial and insurance activities,K (64-66),8600
2022,Outer London - West and North West,Real estate activities,L (68),15410
2022,Outer London - West and North West,"Professional, scientific and technical activities",M (69-75),61700
2022,Outer London - West and North West,Administrative and support service activities,N (77-82),67415
2022,Outer London - West and North West,Public administration and defence,O (84),23600
2022,Outer London - West and North West,Education,P (85),42530
2022,Outer London - West and North West,Human health and social work activities,Q (86-88),65950
2022,Outer London - West and North West,"Arts, entertainment and recreation",R (90-93),10865
2022,Outer London - West and North West,Other service activities,S (94-96),13420
2022,Outer London - West and North West,Activities of households,T (97-98),0
2022,Outer London - West and North West,Activities of extraterritorial organisations and bodies,U (99),0
2022,Shropshire and Staffordshire,"Agriculture, forestry and fishing",A (1-3),6385
2022,Shropshire and Staffordshire,Mining and quarrying,B (5-9),485
2022,Shropshire and Staffordshire,Manufacturing,C (10-33),80680
2022,Shropshire and Staffordshire,"Electricity, gas, steam and air conditioning supply",D (35),980
2022,Shropshire and Staffordshire,Water supply; sewerage and waste management,E (36-39),5555
2022,Shropshire and Staffordshire,Construction,F (41-43),27595
2022,Shropshire and Staffordshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),68780
2022,Shropshire and Staffordshire,Transportation and storage,H (49-53),41265
2022,Shropshire and Staffordshire,Accommodation and food service activities,I (55-56),17530
2022,Shropshire and Staffordshire,Information and communication,J (58-63),17210
2022,Shropshire and Staffordshire,Financial and insurance activities,K (64-66),7245
2022,Shropshire and Staffordshire,Real estate activities,L (68),10550
