DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2015,Aberdeen City and Aberdeenshire,Production sector,A-E,57630
2015,Aberdeen City and Aberdeenshire,Construction,F (41-43),12425
2015,Aberdeen City and Aberdeenshire,Services sector,G-T,131660
2015,Angus and Dundee City,Production sector,A-E,10065
2015,Angus and Dundee City,Construction,F (41-43),4535
2015,Angus and Dundee City,Services sector,G-T,55135
2015,Barking & Dagenham and Havering,Production sector,A-E,9590
2015,Barking & Dagenham and Havering,Construction,F (41-43),6290
2015,Barking & Dagenham and Havering,Services sector,G-T,71100
2015,Barnet,Production sector,A-E,2535
2015,Barnet,Construction,F (41-43),4520
2015,Barnet,Services sector,G-T,79360
2015,"Barnsley, Doncaster and Rotherham",Production sector,A-E,36935
2015,"Barnsley, Doncaster and Rotherham",Construction,F (41-43),16250
2015,"Barnsley, Doncaster and Rotherham",Services sector,G-T,152920
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Production sector,A-E,29555
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Construction,F (41-43),15110
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Services sector,G-T,158815
2015,Bedford,Production sector,A-E,5455
2015,Bedford,Construction,F (41-43),2900
2015,Bedford,Services sector,G-T,41580
2015,Berkshire,Production sector,A-E,32500
2015,Berkshire,Construction,F (41-43),14220
2015,Berkshire,Services sector,G-T,312785
2015,Bexley and Greenwich,Production sector,A-E,9030
2015,Bexley and Greenwich,Construction,F (41-43),6530
2015,Bexley and Greenwich,Services sector,G-T,79050
2015,Birmingham,Production sector,A-E,40290
2015,Birmingham,Construction,F (41-43),22890
2015,Birmingham,Services sector,G-T,294245
2015,Blackburn with Darwen,Production sector,A-E,9830
2015,Blackburn with Darwen,Construction,F (41-43),1640
2015,Blackburn with Darwen,Services sector,G-T,30190
2015,Blackpool,Production sector,A-E,3425
2015,Blackpool,Construction,F (41-43),1265
2015,Blackpool,Services sector,G-T,30350
2015,Bournemouth and Poole,Production sector,A-E,11950
