DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,Aberdeen City and Aberdeenshire,"Agriculture, forestry and fishing",A (1-3),4010
2022,Aberdeen City and Aberdeenshire,Mining and quarrying,B (5-9),22310
2022,Aberdeen City and Aberdeenshire,Manufacturing,C (10-33),18660
2022,Aberdeen City and Aberdeenshire,"Electricity, gas, steam and air conditioning supply",D (35),975
2022,Aberdeen City and Aberdeenshire,Water supply; sewerage and waste management,E (36-39),1110
2022,Aberdeen City and Aberdeenshire,Construction,F (41-43),11880
2022,Aberdeen City and Aberdeenshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),16185
2022,Aberdeen City and Aberdeenshire,Transportation and storage,H (49-53),9375
2022,Aberdeen City and Aberdeenshire,Accommodation and food service activities,I (55-56),8250
2022,Aberdeen City and Aberdeenshire,Information and communication,J (58-63),4130
2022,Aberdeen City and Aberdeenshire,Financial and insurance activities,K (64-66),1395
2022,Aberdeen City and Aberdeenshire,Real estate activities,L (68),1545
2022,Aberdeen City and Aberdeenshire,"Professional, scientific and technical activities",M (69-75),26780
2022,Aberdeen City and Aberdeenshire,Administrative and support service activities,N (77-82),12865
2022,Aberdeen City and Aberdeenshire,Public administration and defence,O (84),8010
2022,Aberdeen City and Aberdeenshire,Education,P (85),10730
2022,Aberdeen City and Aberdeenshire,Human health and social work activities,Q (86-88),15470
2022,Aberdeen City and Aberdeenshire,"Arts, entertainment and recreation",R (90-93),2695
2022,Aberdeen City and Aberdeenshire,Other service activities,S (94-96),2000
2022,Aberdeen City and Aberdeenshire,Activities of households,T (97-98),0
2022,Aberdeen City and Aberdeenshire,Activities of extraterritorial organisations and bodies,U (99),0
2022,Angus and Dundee City,"Agriculture, forestry and fishing",A (1-3),1275
2022,Angus and Dundee City,Mining and quarrying,B (5-9),130
2022,Angus and Dundee City,Manufacturing,C (10-33),7410
2022,Angus and Dundee City,"Electricity, gas, steam and air conditioning supply",D (35),365
2022,Angus and Dundee City,Water supply; sewerage and waste management,E (36-39),680
2022,Angus and Dundee City,Construction,F (41-43),4970
2022,Angus and Dundee City,Wholesale and retail trade; repair of motor vehicles,G (45-47),7515
2022,Angus and Dundee City,Transportation and storage,H (49-53),2660
2022,Angus and Dundee City,Accommodation and food service activities,I (55-56),4220
2022,Angus and Dundee City,Information and communication,J (58-63),3405
2022,Angus and Dundee City,Financial and insurance activities,K (64-66),795
2022,Angus and Dundee City,Real estate activities,L (68),935
2022,Angus and Dundee City,"Professional, scientific and technical activities",M (69-75),4575
2022,Angus and Dundee City,Administrative and support service activities,N (77-82),3780
2022,Angus and Dundee City,Public administration and defence,O (84),5110
2022,Angus and Dundee City,Education,P (85),6090
2022,Angus and Dundee City,Human health and social work activities,Q (86-88),14870
2022,Angus and Dundee City,"Arts, entertainment and recreation",R (90-93),1490
2022,Angus and Dundee City,Other service activities,S (94-96),1045
2022,Angus and Dundee City,Activities of households,T (97-98),0
2022,Angus and Dundee City,Activities of extraterritorial organisations and bodies,U (99),0
2022,Barking & Dagenham and Havering,"Agriculture, forestry and fishing",A (1-3),65
2022,Barking & Dagenham and Havering,Mining and quarrying,B (5-9),110
2022,Barking & Dagenham and Havering,Manufacturing,C (10-33),6065
2022,Barking & Dagenham and Havering,"Electricity, gas, steam and air conditioning supply",D (35),45
2022,Barking & Dagenham and Havering,Water supply; sewerage and waste management,E (36-39),2075
2022,Barking & Dagenham and Havering,Construction,F (41-43),7875
2022,Barking & Dagenham and Havering,Wholesale and retail trade; repair of motor vehicles,G (45-47),13355
2022,Barking & Dagenham and Havering,Transportation and storage,H (49-53),10600
2022,Barking & Dagenham and Havering,Accommodation and food service activities,I (55-56),4485
2022,Barking & Dagenham and Havering,Information and communication,J (58-63),2300
2022,Barking & Dagenham and Havering,Financial and insurance activities,K (64-66),1480
2022,Barking & Dagenham and Havering,Real estate activities,L (68),1060
2022,Barking & Dagenham and Havering,"Professional, scientific and technical activities",M (69-75),5800
2022,Barking & Dagenham and Havering,Administrative and support service activities,N (77-82),13235
2022,Barking & Dagenham and Havering,Public administration and defence,O (84),3730
2022,Barking & Dagenham and Havering,Education,P (85),6875
2022,Barking & Dagenham and Havering,Human health and social work activities,Q (86-88),14800
2022,Barking & Dagenham and Havering,"Arts, entertainment and recreation",R (90-93),1450
2022,Barking & Dagenham and Havering,Other service activities,S (94-96),1915
2022,Barking & Dagenham and Havering,Activities of households,T (97-98),0
2022,Barking & Dagenham and Havering,Activities of extraterritorial organisations and bodies,U (99),0
2022,Barnet,"Agriculture, forestry and fishing",A (1-3),70
2022,Barnet,Mining and quarrying,B (5-9),5
2022,Barnet,Manufacturing,C (10-33),2530
2022,Barnet,"Electricity, gas, steam and air conditioning supply",D (35),340
2022,Barnet,Water supply; sewerage and waste management,E (36-39),220
