DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,Aberdeen City and Aberdeenshire,"Agriculture, forestry and fishing",A (1-3),12430
2022,Aberdeen City and Aberdeenshire,Mining and quarrying,B (5-9),22310
2022,Aberdeen City and Aberdeenshire,Manufacturing,C (10-33),21230
2022,Aberdeen City and Aberdeenshire,"Electricity, gas, steam and air conditioning supply",D (35),975
2022,Aberdeen City and Aberdeenshire,Water supply; sewerage and waste management,E (36-39),1140
2022,Aberdeen City and Aberdeenshire,Construction,F (41-43),13895
2022,Aberdeen City and Aberdeenshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),30040
2022,Aberdeen City and Aberdeenshire,Transportation and storage,H (49-53),11405
2022,Aberdeen City and Aberdeenshire,Accommodation and food service activities,I (55-56),20810
2022,Aberdeen City and Aberdeenshire,Information and communication,J (58-63),4900
2022,Aberdeen City and Aberdeenshire,Financial and insurance activities,K (64-66),1800
2022,Aberdeen City and Aberdeenshire,Real estate activities,L (68),2535
2022,Aberdeen City and Aberdeenshire,"Professional, scientific and technical activities",M (69-75),32085
2022,Aberdeen City and Aberdeenshire,Administrative and support service activities,N (77-82),18900
2022,Aberdeen City and Aberdeenshire,Public administration and defence,O (84),10785
2022,Aberdeen City and Aberdeenshire,Education,P (85),18710
2022,Aberdeen City and Aberdeenshire,Human health and social work activities,Q (86-88),36275
2022,Aberdeen City and Aberdeenshire,"Arts, entertainment and recreation",R (90-93),6385
2022,Aberdeen City and Aberdeenshire,Other service activities,S (94-96),3470
2022,Aberdeen City and Aberdeenshire,Activities of households,T (97-98),0
2022,Aberdeen City and Aberdeenshire,Activities of extraterritorial organisations and bodies,U (99),0
2022,Angus and Dundee City,"Agriculture, forestry and fishing",A (1-3),4545
2022,Angus and Dundee City,Mining and quarrying,B (5-9),125
2022,Angus and Dundee City,Manufacturing,C (10-33),8155
2022,Angus and Dundee City,"Electricity, gas, steam and air conditioning supply",D (35),370
2022,Angus and Dundee City,Water supply; sewerage and waste management,E (36-39),795
2022,Angus and Dundee City,Construction,F (41-43),5775
2022,Angus and Dundee City,Wholesale and retail trade; repair of motor vehicles,G (45-47),16085
2022,Angus and Dundee City,Transportation and storage,H (49-53),3550
2022,Angus and Dundee City,Accommodation and food service activities,I (55-56),11775
2022,Angus and Dundee City,Information and communication,J (58-63),4250
2022,Angus and Dundee City,Financial and insurance activities,K (64-66),1040
2022,Angus and Dundee City,Real estate activities,L (68),1465
2022,Angus and Dundee City,"Professional, scientific and technical activities",M (69-75),5995
2022,Angus and Dundee City,Administrative and support service activities,N (77-82),5195
2022,Angus and Dundee City,Public administration and defence,O (84),6410
2022,Angus and Dundee City,Education,P (85),11375
2022,Angus and Dundee City,Human health and social work activities,Q (86-88),24215
2022,Angus and Dundee City,"Arts, entertainment and recreation",R (90-93),3580
2022,Angus and Dundee City,Other service activities,S (94-96),1965
2022,Angus and Dundee City,Activities of households,T (97-98),0
2022,Angus and Dundee City,Activities of extraterritorial organisations and bodies,U (99),0
2022,Barking & Dagenham and Havering,"Agriculture, forestry and fishing",A (1-3),165
2022,Barking & Dagenham and Havering,Mining and quarrying,B (5-9),110
2022,Barking & Dagenham and Havering,Manufacturing,C (10-33),7090
2022,Barking & Dagenham and Havering,"Electricity, gas, steam and air conditioning supply",D (35),45
2022,Barking & Dagenham and Havering,Water supply; sewerage and waste management,E (36-39),2325
2022,Barking & Dagenham and Havering,Construction,F (41-43),11710
2022,Barking & Dagenham and Havering,Wholesale and retail trade; repair of motor vehicles,G (45-47),23925
2022,Barking & Dagenham and Havering,Transportation and storage,H (49-53),12465
2022,Barking & Dagenham and Havering,Accommodation and food service activities,I (55-56),10595
2022,Barking & Dagenham and Havering,Information and communication,J (58-63),2590
