DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2015,Aberdeen City and Aberdeenshire,Production sector,A-E,61415
2015,Aberdeen City and Aberdeenshire,Construction,F (41-43),14090
2015,Aberdeen City and Aberdeenshire,Services sector,G-T,215525
2015,Angus and Dundee City,Production sector,A-E,11405
2015,Angus and Dundee City,Construction,F (41-43),5375
2015,Angus and Dundee City,Services sector,G-T,94235
2015,Barking & Dagenham and Havering,Production sector,A-E,10540
2015,Barking & Dagenham and Havering,Construction,F (41-43),8215
2015,Barking & Dagenham and Havering,Services sector,G-T,115305
2015,Barnet,Production sector,A-E,3210
2015,Barnet,Construction,F (41-43),5615
2015,Barnet,Services sector,G-T,124910
2015,"Barnsley, Doncaster and Rotherham",Production sector,A-E,41340
2015,"Barnsley, Doncaster and Rotherham",Construction,F (41-43),18345
2015,"Barnsley, Doncaster and Rotherham",Services sector,G-T,244870
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Production sector,A-E,34085
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Construction,F (41-43),17970
2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",Services sector,G-T,267705
2015,Bedford,Production sector,A-E,6735
2015,Bedford,Construction,F (41-43),3500
2015,Bedford,Services sector,G-T,65815
2015,Berkshire,Production sector,A-E,37750
2015,Berkshire,Construction,F (41-43),18005
2015,Berkshire,Services sector,G-T,450715
2015,Bexley and Greenwich,Production sector,A-E,10285
2015,Bexley and Greenwich,Construction,F (41-43),8310
2015,Bexley and Greenwich,Services sector,G-T,137040
2015,Birmingham,Production sector,A-E,44365
2015,Birmingham,Construction,F (41-43),25820
2015,Birmingham,Services sector,G-T,434910
2015,Blackburn with Darwen,Production sector,A-E,11095
2015,Blackburn with Darwen,Construction,F (41-43),1740
2015,Blackburn with Darwen,Services sector,G-T,53560
2015,Blackpool,Production sector,A-E,3605
2015,Blackpool,Construction,F (41-43),1470
2015,Blackpool,Services sector,G-T,54720
2015,Bournemouth and Poole,Production sector,A-E,12750
2015,Bournemouth and Poole,Construction,F (41-43),6840
2015,Bournemouth and Poole,Services sector,G-T,144460
2015,Bradford,Production sector,A-E,29095
2015,Bradford,Construction,F (41-43),7125
2015,Bradford,Services sector,G-T,164410
2015,Breckland and South Norfolk,Production sector,A-E,18650
2015,Breckland and South Norfolk,Construction,F (41-43),7480
2015,Breckland and South Norfolk,Services sector,G-T,80305
2015,Brent,Production sector,A-E,9390
2015,Brent,Construction,F (41-43),5090
2015,Brent,Services sector,G-T,103275
2015,Bridgend and Neath Port Talbot,Production sector,A-E,21300
2015,Bridgend and Neath Port Talbot,Construction,F (41-43),5840
2015,Bridgend and Neath Port Talbot,Services sector,G-T,83335
2015,Brighton and Hove,Production sector,A-E,3680
2015,Brighton and Hove,Construction,F (41-43),3880
2015,Brighton and Hove,Services sector,G-T,130480
2015,"Bristol, City of",Production sector,A-E,11955
2015,"Bristol, City of",Construction,F (41-43),9945
2015,"Bristol, City of",Services sector,G-T,240280
2015,Bromley,Production sector,A-E,4145
2015,Bromley,Construction,F (41-43),5915
2015,Bromley,Services sector,G-T,99000
2015,Buckinghamshire CC,Production sector,A-E,21365
2015,Buckinghamshire CC,Construction,F (41-43),11505
2015,Buckinghamshire CC,Services sector,G-T,203665
2015,Caithness & Sutherland and Ross & Cromarty,Production sector,A-E,5175
2015,Caithness & Sutherland and Ross & Cromarty,Construction,F (41-43),2795
2015,Caithness & Sutherland and Ross & Cromarty,Services sector,G-T,28885
2015,Calderdale and Kirklees,Production sector,A-E,42720
2015,Calderdale and Kirklees,Construction,F (41-43),12910
2015,Calderdale and Kirklees,Services sector,G-T,205630
2015,Cambridgeshire CC,Production sector,A-E,42160
2015,Cambridgeshire CC,Construction,F (41-43),14355
2015,Cambridgeshire CC,Services sector,G-T,269750
2015,Camden and City of London,Production sector,A-E,8725
2015,Camden and City of London,Construction,F (41-43),12385
2015,Camden and City of London,Services sector,G-T,788305
2015,Cardiff and Vale of Glamorgan,Production sector,A-E,21250
2015,Cardiff and Vale of Glamorgan,Construction,F (41-43),9155
2015,Cardiff and Vale of Glamorgan,Services sector,G-T,220920
2015,Central Bedfordshire,Production sector,A-E,11980
2015,Central Bedfordshire,Construction,F (41-43),6950
2015,Central Bedfordshire,Services sector,G-T,79580
2015,Central Hampshire,Production sector,A-E,29135
2015,Central Hampshire,Construction,F (41-43),15350
2015,Central Hampshire,Services sector,G-T,218395
2015,Central Valleys,Production sector,A-E,16720
2015,Central Valleys,Construction,F (41-43),4865
