DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2015,Bedfordshire and Hertfordshire,"Agriculture, forestry and fishing",A (1-3),640
2015,Bedfordshire and Hertfordshire,Mining and quarrying,B (5-9),0
2015,Bedfordshire and Hertfordshire,Manufacturing,C (10-33),4490
2015,Bedfordshire and Hertfordshire,"Electricity, gas, steam and air conditioning supply",D (35),160
2015,Bedfordshire and Hertfordshire,Water supply; sewerage and waste management,E (36-39),420
2015,Bedfordshire and Hertfordshire,Construction,F (41-43),5005
2015,Bedfordshire and Hertfordshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),53390
2015,Bedfordshire and Hertfordshire,Transportation and storage,H (49-53),4480
2015,Bedfordshire and Hertfordshire,Accommodation and food service activities,I (55-56),31165
2015,Bedfordshire and Hertfordshire,Information and communication,J (58-63),6120
2015,Bedfordshire and Hertfordshire,Financial and insurance activities,K (64-66),2615
2015,Bedfordshire and Hertfordshire,Real estate activities,L (68),2945
2015,Bedfordshire and Hertfordshire,"Professional, scientific and technical activities",M (69-75),24415
2015,Bedfordshire and Hertfordshire,Administrative and support service activities,N (77-82),53985
2015,Bedfordshire and Hertfordshire,Public administration and defence,O (84),5225
2015,Bedfordshire and Hertfordshire,Education,P (85),36400
2015,Bedfordshire and Hertfordshire,Human health and social work activities,Q (86-88),34250
2015,Bedfordshire and Hertfordshire,"Arts, entertainment and recreation",R (90-93),9880
2015,Bedfordshire and Hertfordshire,Other service activities,S (94-96),8250
2015,Bedfordshire and Hertfordshire,Activities of households,T (97-98),0
2015,Bedfordshire and Hertfordshire,Activities of extraterritorial organisations and bodies,U (99),0
2015,"Berkshire, Buckinghamshire and Oxfordshire","Agriculture, forestry and fishing",A (1-3),1415
2015,"Berkshire, Buckinghamshire and Oxfordshire",Mining and quarrying,B (5-9),35
2015,"Berkshire, Buckinghamshire and Oxfordshire",Manufacturing,C (10-33),5545
2015,"Berkshire, Buckinghamshire and Oxfordshire","Electricity, gas, steam and air conditioning supply",D (35),145
2015,"Berkshire, Buckinghamshire and Oxfordshire",Water supply; sewerage and waste management,E (36-39),880
2015,"Berkshire, Buckinghamshire and Oxfordshire",Construction,F (41-43),5500
2015,"Berkshire, Buckinghamshire and Oxfordshire",Wholesale and retail trade; repair of motor vehicles,G (45-47),73450
2015,"Berkshire, Buckinghamshire and Oxfordshire",Transportation and storage,H (49-53),5805
2015,"Berkshire, Buckinghamshire and Oxfordshire",Accommodation and food service activities,I (55-56),41635
2015,"Berkshire, Buckinghamshire and Oxfordshire",Information and communication,J (58-63),12565
2015,"Berkshire, Buckinghamshire and Oxfordshire",Financial and insurance activities,K (64-66),4755
2015,"Berkshire, Buckinghamshire and Oxfordshire",Real estate activities,L (68),6400
2015,"Berkshire, Buckinghamshire and Oxfordshire","Professional, scientific and technical activities",M (69-75),25285
2015,"Berkshire, Buckinghamshire and Oxfordshire",Administrative and support service activities,N (77-82),32525
2015,"Berkshire, Buckinghamshire and Oxfordshire",Public administration and defence,O (84),7925
2015,"Berkshire, Buckinghamshire and Oxfordshire",Education,P (85),63625
2015,"Berkshire, Buckinghamshire and Oxfordshire",Human health and social work activities,Q (86-88),51400
2015,"Berkshire, Buckinghamshire and Oxfordshire","Arts, entertainment and recreation",R (90-93),15175
2015,"Berkshire, Buckinghamshire and Oxfordshire",Other service activities,S (94-96),10895
2015,"Berkshire, Buckinghamshire and Oxfordshire",Activities of households,T (97-98),0
2015,"Berkshire, Buckinghamshire and Oxfordshire",Activities of extraterritorial organisations and bodies,U (99),0
2015,Cheshire,"Agriculture, forestry and fishing",A (1-3),925
2015,Cheshire,Mining and quarrying,B (5-9),10
2015,Cheshire,Manufacturing,C (10-33),2490
2015,Cheshire,"Electricity, gas, steam and air conditioning supply",D (35),160
2015,Cheshire,Water supply; sewerage and waste management,E (36-39),315
2015,Cheshire,Construction,F (41-43),1335
2015,Cheshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),30830
2015,Cheshire,Transportation and storage,H (49-53),3840
2015,Cheshire,Accommodation and food service activities,I (55-56),22120
2015,Cheshire,Information and communication,J (58-63),2480
2015,Cheshire,Financial and insurance activities,K (64-66),2525
2015,Cheshire,Real estate activities,L (68),1650
2015,Cheshire,"Professional, scientific and technical activities",M (69-75),8055
2015,Cheshire,Administrative and support service activities,N (77-82),13385
2015,Cheshire,Public administration and defence,O (84),3655
2015,Cheshire,Education,P (85),16945
2015,Cheshire,Human health and social work activities,Q (86-88),24675
2015,Cheshire,"Arts, entertainment and recreation",R (90-93),8195
2015,Cheshire,Other service activities,S (94-96),4130
2015,Cheshire,Activities of households,T (97-98),0
2015,Cheshire,Activities of extraterritorial organisations and bodies,U (99),0
2015,Cornwall and Isles of Scilly,"Agriculture, forestry and fishing",A (1-3),1425
2015,Cornwall and Isles of Scilly,Mining and quarrying,B (5-9),20
2015,Cornwall and Isles of Scilly,Manufacturing,C (10-33),1730
2015,Cornwall and Isles of Scilly,"Electricity, gas, steam and air conditioning supply",D (35),15
2015,Cornwall and Isles of Scilly,Water supply; sewerage and waste management,E (36-39),125
2015,Cornwall and Isles of Scilly,Construction,F (41-43),1245
2015,Cornwall and Isles of Scilly,Wholesale and retail trade; repair of motor vehicles,G (45-47),17940
2015,Cornwall and Isles of Scilly,Transportation and storage,H (49-53),1575
2015,Cornwall and Isles of Scilly,Accommodation and food service activities,I (55-56),15250
