DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,Bedfordshire and Hertfordshire,"Agriculture, forestry and fishing",A (1-3),715
2022,Bedfordshire and Hertfordshire,Mining and quarrying,B (5-9),0
2022,Bedfordshire and Hertfordshire,Manufacturing,C (10-33),5775
2022,Bedfordshire and Hertfordshire,"Electricity, gas, steam and air conditioning supply",D (35),50
2022,Bedfordshire and Hertfordshire,Water supply; sewerage and waste management,E (36-39),495
2022,Bedfordshire and Hertfordshire,Construction,F (41-43),9550
2022,Bedfordshire and Hertfordshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),51230
2022,Bedfordshire and Hertfordshire,Transportation and storage,H (49-53),5715
2022,Bedfordshire and Hertfordshire,Accommodation and food service activities,I (55-56),39695
2022,Bedfordshire and Hertfordshire,Information and communication,J (58-63),6615
2022,Bedfordshire and Hertfordshire,Financial and insurance activities,K (64-66),2970
2022,Bedfordshire and Hertfordshire,Real estate activities,L (68),5725
2022,Bedfordshire and Hertfordshire,"Professional, scientific and technical activities",M (69-75),19185
2022,Bedfordshire and Hertfordshire,Administrative and support service activities,N (77-82),36235
2022,Bedfordshire and Hertfordshire,Public administration and defence,O (84),4240
2022,Bedfordshire and Hertfordshire,Education,P (85),35550
2022,Bedfordshire and Hertfordshire,Human health and social work activities,Q (86-88),35150
2022,Bedfordshire and Hertfordshire,"Arts, entertainment and recreation",R (90-93),11375
2022,Bedfordshire and Hertfordshire,Other service activities,S (94-96),5170
2022,Bedfordshire and Hertfordshire,Activities of households,T (97-98),0
2022,Bedfordshire and Hertfordshire,Activities of extraterritorial organisations and bodies,U (99),0
2022,"Berkshire, Buckinghamshire and Oxfordshire","Agriculture, forestry and fishing",A (1-3),1180
2022,"Berkshire, Buckinghamshire and Oxfordshire",Mining and quarrying,B (5-9),5
2022,"Berkshire, Buckinghamshire and Oxfordshire",Manufacturing,C (10-33),6920
2022,"Berkshire, Buckinghamshire and Oxfordshire","Electricity, gas, steam and air conditioning supply",D (35),135
2022,"Berkshire, Buckinghamshire and Oxfordshire",Water supply; sewerage and waste management,E (36-39),715
2022,"Berkshire, Buckinghamshire and Oxfordshire",Construction,F (41-43),7895
2022,"Berkshire, Buckinghamshire and Oxfordshire",Wholesale and retail trade; repair of motor vehicles,G (45-47),64860
2022,"Berkshire, Buckinghamshire and Oxfordshire",Transportation and storage,H (49-53),9125
