DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2017,Cumbria,Services sector,G-T,97900
2017,Derbyshire and Nottinghamshire,Production sector,A-E,141625
2017,Derbyshire and Nottinghamshire,Construction,F (41-43),35830
2017,Derbyshire and Nottinghamshire,Services sector,G-T,439460
2017,Devon,Production sector,A-E,47085
2017,Devon,Construction,F (41-43),22610
2017,Devon,Services sector,G-T,229745
2017,Dorset and Somerset,Production sector,A-E,63575
2017,Dorset and Somerset,Construction,F (41-43),25195
2017,Dorset and Somerset,Services sector,G-T,265205
2017,East Anglia,Production sector,A-E,127695
2017,East Anglia,Construction,F (41-43),43850
2017,East Anglia,Services sector,G-T,585590
2017,East Wales,Production sector,A-E,66700
2017,East Wales,Construction,F (41-43),18685
2017,East Wales,Services sector,G-T,278410
2017,East Yorkshire and Northern Lincolnshire,Production sector,A-E,68475
2017,East Yorkshire and Northern Lincolnshire,Construction,F (41-43),18300
2017,East Yorkshire and Northern Lincolnshire,Services sector,G-T,174955
2017,Eastern Scotland,Production sector,A-E,70340
2017,Eastern Scotland,Construction,F (41-43),40510
2017,Eastern Scotland,Services sector,G-T,485000
2017,Essex,Production sector,A-E,53840
2017,Essex,Construction,F (41-43),40345
2017,Essex,Services sector,G-T,361475
2017,"Gloucestershire, Wiltshire and Bath/Bristol area",Production sector,A-E,107500
2017,"Gloucestershire, Wiltshire and Bath/Bristol area",Construction,F (41-43),52635
2017,"Gloucestershire, Wiltshire and Bath/Bristol area",Services sector,G-T,625365
2017,Greater Manchester,Production sector,A-E,111150
2017,Greater Manchester,Construction,F (41-43),51240
2017,Greater Manchester,Services sector,G-T,736535
2017,Hampshire and Isle of Wight,Production sector,A-E,72835
2017,Hampshire and Isle of Wight,Construction,F (41-43),41900
2017,Hampshire and Isle of Wight,Services sector,G-T,449635
2017,"Herefordshire, Worcestershire and Warwickshire",Production sector,A-E,92910
2017,"Herefordshire, Worcestershire and Warwickshire",Construction,F (41-43),25910
2017,"Herefordshire, Worcestershire and Warwickshire",Services sector,G-T,310390
2017,Highlands and Islands,Production sector,A-E,22185
2017,Highlands and Islands,Construction,F (41-43),12975
2017,Highlands and Islands,Services sector,G-T,87860
2017,Inner London - East,Production sector,A-E,23645
2017,Inner London - East,Construction,F (41-43),34170
2017,Inner London - East,Services sector,G-T,881150
2017,Inner London - West,Production sector,A-E,19410
2017,Inner London - West,Construction,F (41-43),35575
2017,Inner London - West,Services sector,G-T,1458820
2017,Kent,Production sector,A-E,60510
2017,Kent,Construction,F (41-43),40035
2017,Kent,Services sector,G-T,354995
