ITL_region_code,ITL_region_name,SIC07_code,SIC07_description,year,value
TLN0A,Derry City and Strabane,96,Other personal service activities,2003,7
TLN0A,Derry City and Strabane,96,Other personal service activities,2004,7
TLN0A,Derry City and Strabane,96,Other personal service activities,2005,8
TLN0A,Derry City and Strabane,96,Other personal service activities,2006,9
TLN0A,Derry City and Strabane,96,Other personal service activities,2007,9
TLN0A,Derry City and Strabane,96,Other personal service activities,2008,9
TLN0A,Derry City and Strabane,96,Other personal service activities,2009,9
TLN0A,Derry City and Strabane,96,Other personal service activities,2010,10
TLN0A,Derry City and Strabane,96,Other personal service activities,2011,10
TLN0A,Derry City and Strabane,96,Other personal service activities,2012,9
TLN0A,Derry City and Strabane,96,Other personal service activities,2013,10
TLN0A,Derry City and Strabane,96,Other personal service activities,2014,10
TLN0A,Derry City and Strabane,96,Other personal service activities,2015,11
TLN0A,Derry City and Strabane,96,Other personal service activities,2016,13
TLN0A,Derry City and Strabane,96,Other personal service activities,2017,15
TLN0A,Derry City and Strabane,96,Other personal service activities,2018,13
TLN0A,Derry City and Strabane,96,Other personal service activities,2019,14
TLN0A,Derry City and Strabane,96,Other personal service activities,2020,13
TLN0A,Derry City and Strabane,96,Other personal service activities,2021,13
TLN0A,Derry City and Strabane,T (97-98),Activities of households,1998,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,1999,3
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2000,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2001,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2002,3
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2003,3
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2004,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2005,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2006,1
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2007,1
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2008,1
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2009,1
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2010,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2011,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2012,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2013,2
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2014,3
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2015,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2016,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2017,3
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2018,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2019,5
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2020,4
TLN0A,Derry City and Strabane,T (97-98),Activities of households,2021,5
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",1998,140
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",1999,129
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2000,158
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2001,163
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2002,169
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2003,171
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2004,167
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2005,128
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2006,147
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2007,160
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2008,152
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2009,139
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2010,120
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2011,136
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2012,127
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2013,139
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2014,164
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2015,144
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2016,161
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2017,174
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2018,162
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2019,183
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2020,189
TLN0B,Mid Ulster,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",2021,225
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",1998,85
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",1999,86
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2000,97
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2001,97
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2002,87
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2003,101
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2004,97
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2005,111
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2006,106
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2007,122
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2008,109
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2009,111
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2010,141
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2011,121
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2012,127
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2013,196
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2014,208
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2015,229
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2016,256
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2017,189
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2018,258
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2019,326
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2020,318
TLN0B,Mid Ulster,CA (10-12),"Manufacture of food, beverages and tobacco",2021,277
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",1998,116
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",1999,116
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2000,95
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2001,78
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2002,63
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2003,59
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2004,36
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2005,25
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2006,28
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2007,30
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2008,24
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2009,31
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2010,55
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2011,44
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2012,40
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2013,28
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2014,34
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2015,22
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2016,8
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2017,18
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2018,23
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2019,37
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2020,46
TLN0B,Mid Ulster,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2021,45
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,1998,19
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,1999,18
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2000,19
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2001,17
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2002,19
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2003,22
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2004,26
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2005,29
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2006,28
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2007,32
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2008,33
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2009,24
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2010,23
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2011,22
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2012,23
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2013,19
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2014,29
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2015,34
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2016,34
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2017,25
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2018,29
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2019,40
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2020,34
TLN0B,Mid Ulster,CC (16-18),Manufacture of wood and paper products and printing,2021,40
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",1998,48
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",1999,54
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2000,61
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2001,62
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2002,63
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2003,85
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2004,100
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2005,124
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2006,116
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2007,109
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2008,105
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2009,103
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2010,111
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2011,91
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2012,96
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2013,133
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2014,119
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2015,131
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2016,119
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2017,103
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2018,111
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2019,137
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2020,149
TLN0B,Mid Ulster,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2021,170
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,1998,37
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,1999,46
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2000,48
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2001,53
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2002,48
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2003,52
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2004,54
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2005,68
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2006,63
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2007,63
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2008,71
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2009,60
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2010,74
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2011,91
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2012,81
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2013,108
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2014,101
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2015,102
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2016,103
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2017,104
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2018,104
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2019,138
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2020,110
TLN0B,Mid Ulster,CH (24-25),Manufacture of basic and fabricated metal products,2021,124
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",1998,4
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",1999,4
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2000,5
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2001,5
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2002,4
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2003,5
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2004,5
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2005,5
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2006,6
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2007,6
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2008,7
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2009,7
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2010,8
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2011,8
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2012,9
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2013,10
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2014,9
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2015,9
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2016,12
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2017,14
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2018,16
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2019,17
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2020,17
TLN0B,Mid Ulster,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2021,19
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,1998,94
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,1999,95
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2000,107
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2001,110
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2002,124
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2003,131
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2004,128
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2005,130
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2006,142
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2007,159
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2008,167
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2009,110
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2010,162
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2011,172
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2012,221
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2013,294
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2014,305
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2015,390
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2016,343
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2017,340
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2018,406
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2019,416
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2020,354
TLN0B,Mid Ulster,CK-CL (28-30),Manufacture of machinery and transport equipment,2021,457
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",1998,42
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",1999,48
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2000,53
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2001,52
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2002,48
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2003,55
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2004,50
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2005,60
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2006,64
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2007,69
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2008,64
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2009,54
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2010,54
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2011,52
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2012,57
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2013,64
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2014,66
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2015,71
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2016,76
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2017,72
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2018,81
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2019,87
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2020,77
TLN0B,Mid Ulster,CM (31-33),"Other manufacturing, repair and installation",2021,100
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",1998,11
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",1999,10
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2000,12
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2001,14
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2002,15
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2003,20
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2004,25
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2005,29
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2006,28
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2007,32
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2008,30
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2009,27
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2010,28
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2011,27
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2012,32
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2013,32
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2014,37
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2015,55
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2016,56
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2017,67
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2018,57
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2019,64
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2020,49
TLN0B,Mid Ulster,DE (35-39),"Electricity, gas, water; sewerage and waste management",2021,54
TLN0B,Mid Ulster,41,Construction of buildings,1998,79
TLN0B,Mid Ulster,41,Construction of buildings,1999,99
TLN0B,Mid Ulster,41,Construction of buildings,2000,115
TLN0B,Mid Ulster,41,Construction of buildings,2001,126
TLN0B,Mid Ulster,41,Construction of buildings,2002,143
TLN0B,Mid Ulster,41,Construction of buildings,2003,186
TLN0B,Mid Ulster,41,Construction of buildings,2004,199
TLN0B,Mid Ulster,41,Construction of buildings,2005,223
TLN0B,Mid Ulster,41,Construction of buildings,2006,243
TLN0B,Mid Ulster,41,Construction of buildings,2007,239
TLN0B,Mid Ulster,41,Construction of buildings,2008,184
TLN0B,Mid Ulster,41,Construction of buildings,2009,120
TLN0B,Mid Ulster,41,Construction of buildings,2010,121
TLN0B,Mid Ulster,41,Construction of buildings,2011,109
TLN0B,Mid Ulster,41,Construction of buildings,2012,78
TLN0B,Mid Ulster,41,Construction of buildings,2013,85
TLN0B,Mid Ulster,41,Construction of buildings,2014,80
TLN0B,Mid Ulster,41,Construction of buildings,2015,108
TLN0B,Mid Ulster,41,Construction of buildings,2016,131
TLN0B,Mid Ulster,41,Construction of buildings,2017,150
TLN0B,Mid Ulster,41,Construction of buildings,2018,213
TLN0B,Mid Ulster,41,Construction of buildings,2019,204
TLN0B,Mid Ulster,41,Construction of buildings,2020,156
TLN0B,Mid Ulster,41,Construction of buildings,2021,174
TLN0B,Mid Ulster,42,Civil engineering,1998,23
TLN0B,Mid Ulster,42,Civil engineering,1999,26
TLN0B,Mid Ulster,42,Civil engineering,2000,29
TLN0B,Mid Ulster,42,Civil engineering,2001,37
TLN0B,Mid Ulster,42,Civil engineering,2002,35
TLN0B,Mid Ulster,42,Civil engineering,2003,29
TLN0B,Mid Ulster,42,Civil engineering,2004,29
TLN0B,Mid Ulster,42,Civil engineering,2005,39
TLN0B,Mid Ulster,42,Civil engineering,2006,44
TLN0B,Mid Ulster,42,Civil engineering,2007,45
TLN0B,Mid Ulster,42,Civil engineering,2008,59
TLN0B,Mid Ulster,42,Civil engineering,2009,58
TLN0B,Mid Ulster,42,Civil engineering,2010,58
TLN0B,Mid Ulster,42,Civil engineering,2011,57
TLN0B,Mid Ulster,42,Civil engineering,2012,55
TLN0B,Mid Ulster,42,Civil engineering,2013,56
TLN0B,Mid Ulster,42,Civil engineering,2014,72
TLN0B,Mid Ulster,42,Civil engineering,2015,93
TLN0B,Mid Ulster,42,Civil engineering,2016,104
TLN0B,Mid Ulster,42,Civil engineering,2017,112
TLN0B,Mid Ulster,42,Civil engineering,2018,128
TLN0B,Mid Ulster,42,Civil engineering,2019,111
TLN0B,Mid Ulster,42,Civil engineering,2020,101
TLN0B,Mid Ulster,42,Civil engineering,2021,161
TLN0B,Mid Ulster,43,Specialised construction activities,1998,82
TLN0B,Mid Ulster,43,Specialised construction activities,1999,96
TLN0B,Mid Ulster,43,Specialised construction activities,2000,113
TLN0B,Mid Ulster,43,Specialised construction activities,2001,120
TLN0B,Mid Ulster,43,Specialised construction activities,2002,123
TLN0B,Mid Ulster,43,Specialised construction activities,2003,136
TLN0B,Mid Ulster,43,Specialised construction activities,2004,149
TLN0B,Mid Ulster,43,Specialised construction activities,2005,168
