Sector_Type,Sector,Cluster,Site_Count,Enterprise_Count,Employment,Turnover,RD&I_Active,Percentage_Innovation_Active,Percentage_IUK_or_UKRI_Engagement,Percentage_with_Patent,IUK_Funding,UKRI_Funding,"Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2019-20","Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2020-21","Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2021-22",Percentage_of_sector_business_locations_in_clusters,Percentage_of_business_locations_in_sector,LA1,LA2,LA3,Frontier_Sector_Flag,Industrial_Strategy_Parent_Sector,Collaboration_in_IUK_Data
RTIC,Land Remediation,17,21,18,NA,NA,TRUE,0.47619047619047605,0.380952380952381,<=10%,0,10634.18012672664,14000000,20950000,26560000,0.0266497461928934,0.0146239554317548,Sheffield,Rotherham,Barnsley,FALSE,x,FALSE
RTIC,Legal Services,25,115,73,3240,907026610,TRUE,0.6434782608695652,0.591304347826087,15%,4449.702772311094,39912.875571113895,329920000,298280000,296000000,0.0199548846087107,0.0113861386138613,Rotherham,Sheffield,Barnsley,TRUE,Professional and Business Services,FALSE
RTIC,Media and Publishing,3,220,201,2640,673648250,TRUE,0.2772727272727273,0.20909090909090908,3%,44840.40641148325,71753.77600729864,25720000,20400000,22100000,0.0462184873949579,0.0297417872110315,Leeds,Kirklees,Bradford,FALSE,x,FALSE
RTIC,Media and Publishing,17,69,63,560,61284920,TRUE,0.3188405797101449,0.2753623188405797,<=10%,0,3042.1225243313934,NA,NA,NA,0.0144957983193277,0.0093281059889144,Sheffield,Rotherham,North East Derbyshire,FALSE,x,FALSE
RTIC,Modular Construction,2,35,26,750,182968730,TRUE,0.5428571428571428,0.4571428571428573,23%,61464.99146404707,52419.045755394094,46200000,48180000,52580000,0.0918635170603674,0.0502152080344332,Wakefield,Kirklees,Barnsley,FALSE,x,FALSE
RTIC,Net Zero,30,81,69,2750,528741380,TRUE,0.4691358024691358,0.43209876543209874,<=10%,21845.499107092925,53493.29884934663,86390000,79820000,101220000,0.0057320784091713,0.0034345318860244,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
RTIC,Net Zero,40,252,170,3780,864856680,TRUE,0.6071428571428571,0.5396825396825397,9%,11515938.785387613,1382555.9692327231,228760000,222640000,228600000,0.017833132828533,0.0106852103120759,Sheffield,Rotherham,Barnsley,FALSE,x,TRUE
RTIC,Photonics,7,22,22,410,81566110,TRUE,0.5454545454545454,0.5,<=10%,9731767.937956989,2675229.303355846,NA,NA,10420000,0.0275344180225281,0.0163325909428359,Rotherham,Sheffield,North East Derbyshire,FALSE,x,FALSE
RTIC,Quantum Economy,3,32,28,690,214786510,TRUE,0.6875,0.53125,25%,4602863.857046655,2671203.4290866344,85830000,60270000,73530000,0.1088435374149659,0.073394495412844,Cheshire East,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
RTIC,Rehabilitation,11,63,53,540,56654880,TRUE,0.380952380952381,0.3492063492063492,<=10%,1231.953316162267,5203.621809943253,NA,NA,NA,0.0183780630105017,0.0112882995878874,Sheffield,Rotherham,Barnsley,FALSE,x,FALSE
RTIC,Research and Consulting - Physical Sciences and Engineering,18,82,69,1640,279405870,TRUE,0.42682926829268286,0.36585365853658536,11%,4383080.65955301,1081689.7727129792,686780000,673180000,530670000,0.0136167386250415,0.0086306704557415,Sheffield,Rotherham,North East Derbyshire,FALSE,x,FALSE
RTIC,Sensors,19,32,31,550,97026960,TRUE,0.65625,0.40625,<=10%,1070730.92,0,NA,NA,NA,0.0227920227920227,0.0136752136752136,Rotherham,Sheffield,North East Derbyshire,FALSE,x,FALSE
RTIC,Software Development,12,50,49,510,65584650,TRUE,0.42,0.22,<=10%,158966.39923262046,54625.11155143456,6040000,5800000,9510000,0.0146156094709149,0.0100522718134298,Sheffield,Rotherham,North East Derbyshire,FALSE,x,FALSE
RTIC,Software Development,15,137,127,2200,557938470,TRUE,0.5474452554744526,0.24087591240875916,<=2%,310613.001223826,82322.72814986887,194540000,192650000,200520000,0.0400467699503069,0.0275432247687977,Leeds,North Yorkshire,Wakefield,FALSE,x,FALSE
RTIC,Software as a Service (SaaS),8,24,23,850,94445130,TRUE,0.6666666666666665,0.33333333333333326,<=10%,1122.2857142857144,0,16320000,NA,NA,0.0129101667563206,0.0088659032138899,Rotherham,Sheffield,North East Derbyshire,FALSE,x,FALSE
RTIC,Streaming Economy,3,60,38,NA,NA,TRUE,0.5833333333333334,0.5166666666666667,35%,108858,174213.53435802425,NA,NA,NA,0.1724137931034483,0.1197604790419161,No dominant Local Authority,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
RTIC,Supply Chain Logistics,10,88,37,1370,223324720,TRUE,0.8409090909090908,0.7954545454545454,51%,48417.437331368266,46323.08247143266,32150000,17850000,21760000,0.0152618799861255,0.0093846646048842,Rotherham,Sheffield,Doncaster,FALSE,x,FALSE
SIC,Automotive Manufacturing,5,72,68,1450,327374990,TRUE,0.2916666666666667,0.04166666666666666,<=10%,146526.2163234681,0,NA,NA,NA,0.0314822912111937,0.0170051960321209,Doncaster,Rotherham,Sheffield,TRUE,Advanced Manufacturing,FALSE
SIC,Automotive Manufacturing,8,137,126,3380,687619260,FALSE,0.16788321167883213,0.10218978102189782,3%,1742026.0225,0,12040000,7620000,8440000,0.059903804110188,0.0323571091166745,Leeds,Kirklees,Wakefield,TRUE,Advanced Manufacturing,FALSE
SIC,Business Support Services,45,2626,2205,29880,2291313850,TRUE,0.14356435643564358,0.061690784463061685,<=2%,2722286.6244272063,101744.2111913302,71130000,44920000,45440000,0.0186374637151434,0.0101287891352729,Doncaster,Rotherham,Sheffield,FALSE,x,FALSE
SIC,Chemicals and Materials,20,220,196,3420,969374120,TRUE,0.29545454545454547,0.1863636363636364,5%,858206.9735466541,514052.7921574157,45520000,40250000,50650000,0.0170847247029587,0.0087607518317935,Sheffield,Rotherham,Barnsley,FALSE,x,FALSE
SIC,Construction,46,3569,3476,15060,3073672790,TRUE,0.03978705519753433,0.01989352759876716,<=2%,4068.811604653116,42616.11029588521,175060000,173410000,203030000,0.0134513767968461,0.0083354547598973,Sheffield,Barnsley,Rotherham,FALSE,x,FALSE
SIC,Construction,63,845,809,6060,1400890360,FALSE,0.05207100591715976,0.03195266272189349,<=2%,107269.88550667989,390855.6630441898,106030000,104070000,128470000,0.0031847613878775,0.0019735105833884,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
SIC,Electricity,17,198,174,2410,5049088420,TRUE,0.2171717171717172,0.17171717171717168,<=2%,7188000.3662687065,2549440.160649448,34790000,30300000,31580000,0.0290280017592728,0.0191489361702127,Leeds,Wakefield,Barnsley,FALSE,x,TRUE
SIC,Electronic Devices,3,959,904,10930,4631001640,TRUE,0.20437956204379565,0.05943691345151198,3%,3499485.4502348835,1341401.2610506788,93090000,88310000,96920000,0.0645400094218991,0.0302209056817823,Leeds,Kirklees,Bradford,FALSE,x,TRUE
SIC,Electronic Devices,28,298,286,3700,796544350,TRUE,0.2516778523489933,0.1040268456375839,6%,17023653.71111111,1151599.5522804805,28920000,37670000,47970000,0.0200551854095161,0.0093908549459553,Sheffield,Rotherham,North East Derbyshire,FALSE,x,FALSE
SIC,Engineering,7,1449,1418,8710,1103538190,TRUE,0.09523809523809523,0.05866114561766736,<=2%,6775315.077908399,1264035.342724961,456180000,496840000,537500000,0.0184035054296056,0.0109273545847379,Sheffield,Rotherham,Barnsley,FALSE,x,FALSE
SIC,Engineering,69,242,240,1070,226289750,FALSE,0.04132231404958678,0.02066115702479339,<=2%,34536.44375085486,4763.51989261142,596220000,NA,422700000,0.0030736013208865,0.0018249964178789,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
SIC,Food and Agriculture,7,510,488,3930,1163904910,FALSE,0.06862745098039216,0.03137254901960784,<=2%,22763.9205196704,152207.35034125988,29610000,35210000,43540000,0.0068866803500054,0.0022970386217768,Sheffield,North East Derbyshire,Rotherham,FALSE,x,FALSE
SIC,Healthcare,13,3226,2751,81680,6113021760,TRUE,0.07439553626782394,0.05362678239305642,<=2%,458092.2013555685,277591.8894222365,116760000,110090000,127830000,0.0543738412270352,0.035058358147319,Leeds,Kirklees,Bradford,FALSE,x,FALSE
SIC,Healthcare,14,1149,955,51190,3732719280,FALSE,0.123585726718886,0.09660574412532635,<=2%,122641,559977.6955042921,7000000,11340000,20730000,0.0193662565312658,0.0124866873872503,Doncaster,Rotherham,Sheffield,FALSE,x,FALSE
SIC,Higher and Further Education,15,979,908,27090,1778032850,FALSE,0.07865168539325844,0.045965270684371805,<=2%,28593887.77,901417.4260447227,NA,6220000,10240000,0.0463103122043519,0.022675684439709,Leeds,Kirklees,Wakefield,FALSE,x,FALSE
SIC,Higher and Further Education,19,441,408,18860,1332452270,FALSE,0.090702947845805,0.05895691609977324,<=2%,93402827.94320394,655315.4150230384,NA,NA,NA,0.0208609271523178,0.0102144809376013,Sheffield,Doncaster,Rotherham,FALSE,x,FALSE
SIC,Machinery,9,1494,1312,19990,5217842080,TRUE,0.19678714859437751,0.06760374832663989,4%,5064577.908311556,1452383.8655985133,142760000,142520000,155200000,0.06203288490284,0.0317710105478053,Leeds,Wakefield,Kirklees,FALSE,x,FALSE
SIC,Machinery,17,469,423,4720,976046310,FALSE,0.19829424307036247,0.09381663113006397,4%,2396839.044628621,194337.1464049164,NA,NA,NA,0.0194735093838232,0.00997363048656,Sheffield,Rotherham,No dominant Local Authority,FALSE,x,FALSE
SIC,Machinery,30,103,99,1710,277443340,TRUE,0.2815533980582524,0.08737864077669905,8%,73608.2467771639,0,20080000,20630000,16760000,0.0042766982228865,0.002190370874447,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
SIC,Manufacturing,7,1737,1593,30640,6128690690,TRUE,0.2141623488773748,0.09153713298791018,4%,24491524.729701456,5712071.506397728,905070000,831570000,733800000,0.0286548549935662,0.0132407421523638,Sheffield,Rotherham,North East Derbyshire,FALSE,x,TRUE
SIC,Metal Products,14,1129,988,19270,5166208900,TRUE,0.2382639503985828,0.09831709477413639,5%,3630485.436483725,2614175.7953554327,91310000,72800000,79230000,0.0445857357238764,0.0263871359790585,Rotherham,Sheffield,Barnsley,FALSE,x,TRUE
SIC,Mining and Extraction,3,119,111,2480,3892560810,TRUE,0.2689075630252101,0.12605042016806722,4%,1781.0123692590391,127627.73647063776,153670000,99930000,98870000,0.0403663500678426,0.0198664440734557,Leeds,Wakefield,Kirklees,FALSE,x,FALSE
SIC,Mining and Extraction,4,101,85,1360,745084170,TRUE,0.25742574257425743,0.18811881188118812,8%,483289.3270990952,246058.2335033377,65120000,48950000,60480000,0.0342605156037991,0.0168614357262103,North East Derbyshire,Bolsover,Rotherham,FALSE,x,FALSE
SIC,Mining and Extraction,18,23,20,80,41223190,TRUE,0.391304347826087,0.2608695652173913,<=10%,1763.9089140855492,5502.150420599878,85180000,67660000,84420000,0.007801899592944299,0.0038397328881469,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
SIC,Primary and Secondary Education,1,792,385,30920,840316480,FALSE,0.13257575757575757,0.10606060606060604,<=2%,0,1575.7021527212803,NA,NA,NA,0.0222596964586846,0.0133167434509197,Rotherham,Doncaster,Sheffield,FALSE,x,FALSE
SIC,Software and IT,25,1076,1058,7310,923439120,TRUE,0.23884758364312264,0.07806691449814127,<=2%,4825987.383541509,3785302.6937824017,108290000,100180000,110490000,0.0123861818098099,0.007226423457669,Sheffield,Rotherham,North East Derbyshire,FALSE,x,FALSE
SIC,Transport Equipment,1,1221,1128,8600,2776108680,FALSE,0.104013104013104,0.04995904995904995,<=2%,1493523.9252756925,623661.125217756,161130000,121680000,100740000,0.0202021873293734,0.0105867357998144,Sheffield,Rotherham,Doncaster,FALSE,x,FALSE
SIC,Transport Services,51,178,163,2850,202105910,FALSE,0.07303370786516854,0.06741573033707865,<=2%,19791.957925394658,9740.59517830575,NA,NA,NA,0.0194620599169035,0.0090122019138271,Rotherham,Sheffield,Barnsley,FALSE,x,FALSE
SIC,Water & Waste,14,424,342,9000,1713181780,TRUE,0.23113207547169812,0.1650943396226415,8%,436108.679452202,89921.94387103974,65590000,49030000,66030000,0.04779618983203691,0.0267541645633518,Leeds,Kirklees,Wakefield,FALSE,x,FALSE
SIC,Water & Waste,19,168,146,2590,804977490,TRUE,0.23809523809523803,0.1904761904761905,8%,261125.3225861849,20435.17825637402,16700000,14350000,11610000,0.0189381129523165,0.0106007067137809,Sheffield,Rotherham,No dominant Local Authority,FALSE,x,FALSE
SIC,Water & Waste,23,63,52,780,256900930,TRUE,0.3015873015873016,0.2222222222222222,<=10%,0,38719.86050765151,NA,NA,NA,0.0071017923571187,0.0039752650176678,Doncaster,No dominant Local Authority,No dominant Local Authority,FALSE,x,FALSE
SIC,Wood Products,7,512,459,5880,1172103880,FALSE,0.17578125,0.09765625,6%,1164932.854988399,929696.8092485548,51790000,25110000,39150000,0.0182576757122989,0.0096123157795926,Sheffield,Rotherham,No dominant Local Authority,FALSE,x,FALSE
SIC,Wood Products,8,1602,1426,19540,3777751350,TRUE,0.15355805243445692,0.06803995006242197,5%,649799.5148628043,271005.10063916194,98040000,61050000,82550000,0.0571265556466854,0.0300760349197409,Leeds,Kirklees,Bradford,FALSE,x,FALSE
