Sector,Cluster,Site_Count,Enterprise_Count,Employment,Turnover,RD&I_Active,Percentage_Innovation_Active,Percentage_IUK_or_UKRI_Engagement,Percentage_with_Patent,IUK_Funding,UKRI_Funding,"Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2019-20","Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2020-21","Qualifying_Expenditure_for_R&D_Tax_Credit_claims,_2021-22",Percentage_of_sector_business_locations_in_clusters,Percentage_of_business_locations_in_sector,Sector_Type,Geometry,LA1,LA2,LA3,Frontier_Sector_Flag,Industrial_Strategy_Parent_Sector,Collaboration_in_IUK_Data
Cleantech,2,846,788,5260,14243878080,TRUE,0.5236406619385343,0.24349881796690304,3%,29571240.13462708,3593368.658331209,254330000,236510000,265190000,0.3258859784283513,0.1974329054842473,RTIC,"POLYGON ((-0.372717746664494 51.40020158980856, -0.373668327002618 51.40042014381526, -0.374593093593301 51.40073026570393, -0.375483248495418 51.40112900507157, -0.376330323052667 51.40161256843612, -0.377126258461715 51.40217635532644, -0.37786348244115 51.40281500204977, -0.378534981271802 51.40352243272022, -0.379134366523081 51.4042919170629, -0.379655935830517 51.40511613444358, -0.380094727146275 51.405987243514986, -0.380446565946536 51.406896956816915, -0.380708104946612 51.40783661962054, -0.380876855945968 51.408797292266804, -0.380951213500192 51.40976983521558, -0.380930470194687 51.410744995996346, -0.380814823374798 51.41171349723337, -0.361619823374798 51.52514449723338, -0.361403570740955 51.52612204296341, -0.361090654728889 51.527073065794546, -0.360684211886218 51.52798803304619, -0.360188316236897 51.52885777344478, -0.359607938444802 51.529673569052996, -0.358948895989737 51.53042724265501, -0.358217794855297 51.53111123972164, -0.35742196331307 51.53171870413405, -0.356569378466915 51.53224354690675, -0.355668586293593 51.53268050722122, -0.354728615981242 51.53302520515833, -0.22649768127768 51.57288908866894, -0.172866229149681 51.59516789826208, -0.171819089859433 51.59553617539962, -0.170737585391352 51.595786129052804, -0.149468585391352 51.599472129052806, -0.149196820891273 51.59951538410573, -0.110088820891273 51.60518938410573, -0.108974812619631 51.605287820490524, -0.107856779424197 51.60526125124054, -0.106748704592555 51.60511000865851, 0.078276295407445 51.56921900865851, 0.079259311346241 51.568976102213256, 0.0802127229924 51.56863503021199, 0.081126754788665 51.5681992897474, 0.081992034948786 51.56767334857048, 0.082799691548677 51.56706259928172, 0.083541443492375 51.56637330403939, 0.084209685420092 51.565612530352205, 0.084797565687787 51.56478807861443, 0.085299056618707 51.56390840212657, 0.085709016306595 51.56298252042172, 0.086023241336886 51.562019926786064, 0.086238509885315 51.56103049092198, 0.086352614752057 51.560024357751644, 0.086364385992667 51.55901184339867, 0.085330385992667 51.53252984339867, 0.085241822834757 51.531536420129605, 0.085054743060618 51.5305567597892, 0.08477100761492 51.52960060738434, 0.08439343890841 51.52867747408068, 0.083925792742457 51.5277965425919, 0.064461792742457 51.495171542591905, 0.063913488100786 51.49434801495905, 0.063286490076098 51.49358269854135, 0.06258693594916 51.49288308452946, 0.061821673205805 51.49225602099537, 0.060998192511284 51.49170764586108, 0.060124554388966 51.491243326818406, 0.05920931032105 51.49086760878809, -0.003343340057704 51.4687371491808, -0.117054875285042 51.37742867242552, -0.117837737697819 51.37686007852365, -0.118671886100271 51.376369804084916, -0.119549511423757 51.375962438924205, -0.120462397580618 51.37564179668245, -0.154270397580618 51.36557579668245, -0.155245846533102 51.365337956447114, -0.156240228561628 51.365199129152295, -0.157243519612843 51.365160714272406, -0.158245605824325 51.365223099055804, -0.202773605824325 51.370249099055805, -0.203249032214079 51.37031434927142, -0.229816032214079 51.374612349271416, -0.229981746664494 51.374640589808564, -0.372717746664494 51.40020158980856))",No dominant Local Authority,No dominant Local Authority,No dominant Local Authority,FALSE,x,TRUE
Cleantech,25,149,84,1350,450159410,TRUE,0.7046979865771812,0.6375838926174496,13%,9330484.792046834,1119371.7514397793,80900000,46770000,61700000,0.0573959938366718,0.0347724620770128,RTIC,"POLYGON ((-2.098874064274802 54.97332392727422, -2.099177469289082 54.97372950013082, -2.136538469289082 55.026401500130824, -2.137071765222553 55.02723846684593, -2.137519474108539 55.02812417254664, -2.137877186382375 55.029049893759534, -2.138141378872078 55.03000651289129, -2.138309449498698 55.03098460802947, -2.13837974290466 55.0319745457406, -2.13835156675767 55.03296657595164, -2.138225198569626 55.03395092798009, -2.138001882963349 55.03491790676726, -2.137683819414074 55.03585798836664, -2.137274140586424 55.036761913746865, -2.136776881480237 55.03762077998568, -2.136196939689137 55.038426127956306, -2.135540027163255 55.03917002564295, -2.134812613951218 55.039845146264625, -2.134021864475485 55.04044484043792, -2.133175566968671 55.04096320166797, -2.132282056765857 55.041395124522566, -2.131350134208386 55.04173635491649, -1.712317134208386 55.171980354916485, -1.712218758851654 55.172010378066105, -1.587472758851654 55.209381378066105, -1.586559837138174 55.20960867060804, -1.585629595694894 55.20974916548968, -1.584690267976777 55.20980161920776, -1.583750167860309 55.209765567500725, -1.553316167860309 55.20716056750073, -1.552353694802607 55.207030853112606, -1.551408343344264 55.20680838776812, -1.550489029853145 55.20649526971637, -1.549604425112159 55.20609445222484, -1.548762872538153 55.2056097157248, -1.547972309488455 55.20504563215498, -1.547240192397294 55.204407521839975, -1.546573426448181 55.203701403309985, -1.545978300445591 55.202933936535246, -1.490387300445591 55.12356593653524, -1.48988266663251 55.122767742514874, -1.369832137110777 54.91140232470024, -0.816364746606032 54.5645525593992, -0.81555936955017 54.56399095703989, -0.81481294897058 54.56335308108764, -0.814132680581185 54.562645080854246, -0.813525122369342 54.5618737816702, -0.812996131374909 54.56104661908648, -0.812550807226658 54.56017156719369, -0.812193442980358 54.55925706174944, -0.811927483732452 54.558311918855196, -0.811755493408314 54.55734524996643, -0.811679130045254 54.556366374055564, -0.811699129808553 54.55538472777428, -0.81181529989461 54.55440977448145, -0.812026520389627 54.55345091301357, -0.812330755065907 54.55251738707722, -0.812725071011691 54.55161819613699, -0.813205666905283 54.55076200865801, -0.813767909660916 54.549957078539414, -0.81440637909306 54.54921116554428, -0.815114920168599 54.548531460493265, -0.815886702343171 54.547924515942995, -0.816714285409613 54.54739618301743, -0.817589691223757 54.54695155500138, -0.818504480616079 54.54659491823969, -1.558898480616079 54.29908191823969, -1.559882131234122 54.29880804913925, -1.560888581551582 54.29863591378252, -1.561907338590979 54.29856730680594, -1.56292778106829 54.298602943487225, -1.563939270127578 54.298742452288, -1.564931260258808 54.29898437872743, -1.565893409242469 54.29932620054622, -1.566815685974744 54.29976435400296, -1.567688475049075 54.30029427102881, -1.568502677003774 54.300910426852866, -1.56924980319054 54.301606397601965, -1.569922064274802 54.30237492727422, -2.098874064274802 54.97332392727422))",County Durham,Northumberland,North Yorkshire,FALSE,x,TRUE
Cleantech,5,135,102,1330,317267990,TRUE,0.5777777777777777,0.4888888888888889,9%,1131111.2824821472,1596039.157817499,154410000,110850000,124010000,0.0520030816640986,0.0315052508751458,RTIC,"POLYGON ((-1.941782755763677 53.67380355681096, -1.941790888325803 53.67381026970787, -2.016733888325803 53.73573726970787, -2.017463796783353 53.73640377835942, -2.018124340216461 53.73713908952618, -2.018709065114868 53.73793601921704, -2.019212258715505 53.738786781427805, -2.019629004816192 53.739683064210496, -2.019955231806949 53.74061611088108, -2.02018775244962 53.74157680557229, -2.020324295017206 53.74255576229566, -2.020363525488629 53.74354341664263, -2.02030506058213 53.74453011922888, -2.020149471499927 53.74550622996875, -2.019898278347569 53.746462212258955, -2.019553935282503 53.74738872615121, -2.019119806536955 53.748276719603474, -2.018600133549371 53.74911751691851, -2.017999993525562 53.749902903505365, -2.017325249834395 53.75062520613599, -2.01658249472267 53.7512773679127, -1.64907649472267 54.0430953679127, -1.648247759106082 54.043687211785205, -1.647363127273802 54.04419170005359, -1.646431773582371 54.04460360076138, -1.64546335693227 54.04491864216092, -1.644467920597211 54.045133557014914, -1.64345578806717 54.04524611648032, -1.642437455985334 54.04525515322331, -1.641423485289321 54.04516057352546, -1.477105485289321 54.02134257352546, -1.475955193839456 54.02110616444541, -1.303823193839456 53.97504816444541, -1.302827131000393 53.974724882627925, -1.301870337844036 53.974299207671145, -1.300963307064663 53.973775807749334, -1.300115985636295 53.973160422739845, -1.042210985636295 53.764378422739846, -1.041490823148716 53.76373547233716, -1.040836015497751 53.76302607388137, -1.040252665616619 53.762256839102506, -1.039746210438384 53.76143493741661, -1.039321370222691 53.76056802910545, -1.038982104562043 53.75966419392117, -1.038731575477634 53.75873185578149, -1.038572117948705 53.75777970425715, -1.038505218150086 53.756816613583446, -1.038531499600766 53.75585155995064, -1.03865071735257 53.75489353784417, -1.038861760273126 53.753951476214276, -1.039162661401836 53.7530341552565, -1.039550616282319 53.752150124578556, -1.040022009100489 53.751307623516354, -1.040572446384639 53.750514504341794, -1.041196797953436 53.7497781590781, -1.041889244730206 53.7491054506047, -1.042643332977838 53.74850264869394, -1.043452034448862 53.74797537157553, -1.044307811890064 53.74752853357361, -1.045202689291137 53.74716629930427, -1.046128326222628 53.74689204486056, -1.305291005887037 53.683537128079664, -1.677157348410242 53.56660549842287, -1.678012735598478 53.56637759859653, -1.67888492579091 53.56622623862538, -1.679767084282147 53.56615260460485, -1.680652298252661 53.566157273549955, -1.681533630939406 53.566240208873644, -1.834843630939406 53.58754820887365, -1.835746839355103 53.587716351063385, -1.836630804621705 53.587966676143225, -1.837488065566397 53.58829707122621, -1.838311386416124 53.588704747588736, -1.839093817871662 53.58918626420895, -1.839828755763677 53.58973755681096, -1.941782755763677 53.67380355681096))",North Yorkshire,Leeds,Kirklees,FALSE,x,TRUE
Cleantech,11,120,94,1340,330202480,TRUE,0.675,0.48333333333333334,18%,5872789.269911658,2568933.5161418626,226160000,185620000,205430000,0.046224961479198703,0.028004667444574,RTIC,"POLYGON ((-2.76996661165312 53.34050184962393, -2.770867252754116 53.340580669741186, -2.771757094371065 53.340740509975284, -2.872846094371065 53.363659509975285, -2.873810122717863 53.36392945837201, -2.874742329261161 53.36429444296204, -2.87563337121453 53.36475080578663, -2.876474318352442 53.365293973073534, -2.877256742511026 53.36591850107642, -2.877972802057048 53.36661813063332, -2.878615320478545 53.367385849897346, -2.879177858309464 53.36821396461109, -2.879654777667461 53.36909417522014, -2.880041298758038 53.370017660053186, -2.880333547778736 53.37097516373476, -2.880528595743264 53.37195708994475, -2.88062448783647 53.37295359759489, -2.880620263005943 53.37395469945841, -2.880515963593895 53.374950362264265, -2.880312634912806 53.37593060725292, -2.880012314769056 53.37688561018568, -2.87961801303957 53.377805799805515, -2.879133681506143 53.37868195376234, -2.878564174249784 53.37950529104151, -2.877915199002009 53.38026755996919, -2.877193259940655 53.38096112091245, -2.876405592503527 53.38157902284546, -2.875560090873191 53.38211507301422, -2.727379090873191 53.46597107301422, -2.726303954284527 53.46649718479645, -2.725173658927603 53.46689106891368, -2.659781658927603 53.485372068913684, -2.658384350447851 53.48566118388112, -2.198684350447851 53.54698818388112, -2.197680314606819 53.54707093250658, -2.196673048078461 53.54705223903331, -2.19567277396639 53.54693229318798, -2.194689644405717 53.5467123123433, -2.193733637525448 53.54639452916255, -2.19281445617693 53.5459821689394, -2.191941429456187 53.545479416863365, -2.19112341801963 53.54489137554275, -2.190368724154129 53.54422401321652, -2.18968500751417 53.543484103180546, -2.121735007514169 53.46207910318055, -2.12115915269659 53.461318168439725, -2.120658450819605 53.46050580886349, -2.120237461426976 53.4596494220455, -2.119900018176307 53.45875680650491, -2.119649193928591 53.45783609067064, -2.119487272765807 53.456895658861434, -2.119415729191369 53.455944074935715, -2.117266729191369 53.37727707493571, -2.117289085171602 53.37628218077342, -2.117410214245082 53.37529443488931, -2.117628916853413 53.37432361907098, -2.117943027153645 53.37337934744517, -2.11834943446692 53.37247097126774, -2.12714843446692 53.35516897126774, -2.127649397170368 53.35429569686099, -2.128235627645401 53.35347721921935, -2.128901184025128 53.35272183420154, -2.129639320417638 53.35203719817723, -2.130442555280466 53.35143025042424, -2.131302747251397 53.35090714279394, -2.211588747251398 53.30746114279395, -2.212435145398848 53.30705330643397, -2.213316083108975 53.306726704120145, -2.214223784165601 53.30648421883745, -2.215150236107049 53.30632799105275, -2.216087260953772 53.306259399820455, -2.21702658739704 53.306279050609305, -2.639330691258956 53.33500228367149, -2.76996661165312 53.34050184962393))",Warrington,Cheshire East,Manchester,FALSE,x,TRUE
Cleantech,9,103,75,1080,795115640,TRUE,0.7475728155339807,0.5631067961165048,19%,13849048.001116725,5658962.200635098,295250000,262820000,270510000,0.0396764252696456,0.0240373395565927,RTIC,"POLYGON ((-4.341535767460993 55.70236598379903, -4.342554408778383 55.70225269258742, -4.34357929606864 55.70224426202459, -4.344599663249161 55.70234078067064, -4.345604791719516 55.70254123463094, -4.346584122956596 55.70284351820674, -4.347527369428206 55.70324445601478, -4.348424622659997 55.70373983634358, -4.530286622659997 55.81667883634358, -4.531088429904669 55.81723266221888, -4.531832524783597 55.81786190046383, -4.532511841238186 55.81856057571907, -4.533119928357395 55.819322053238906, -4.533651011636739 55.82013910189606, -4.53410004781403 55.821003962849765, -4.534462772761088 55.821908423225096, -4.534735741976681 55.822843894103904, -4.534916363296117 55.82380149208674, -4.535002921506911 55.82477212365119, -4.534994594636751 55.82574657150561, -4.53489146175909 55.826715582118204, -4.534694502242255 55.82766995359016, -4.534405586449187 55.82860062303861, -4.534027457976141 55.82949875265934, -4.533563707598999 55.83035581365219, -4.533018739174622 55.83116366721205, -4.532397727821033 55.83191464181647, -4.531706570773564 55.83260160607573, -4.530951831383655 55.83321803645386, -4.530140676792087 55.83375807921729, -4.529280809868525 55.83421660602297, -4.528380396063691 55.834589262618, -4.316113396063691 55.910552262618005, -4.315229095641462 55.91082329442319, -4.086727095641462 55.96944729442319, -4.085991637993655 55.969606748670934, -4.085246271732821 55.96971044411948, -3.975376271732821 55.98080044411948, -3.974559100366716 55.98084924951943, -3.973740675145617 55.98083105154938, -3.956193675145617 55.979721051549376, -3.955195156556781 55.97960728655324, -3.95421309909085 55.97939387385397, -3.953257421349952 55.979082968881116, -3.952337775505782 55.97867771171844, -3.95146344981442 55.97818219538972, -3.950643274806629 55.97760142451994, -3.949885534101098 55.97694126478943, -3.949197880741396 55.97620838369165, -3.948587259901625 55.97541018319263, -3.948059838741417 55.97455472497251, -3.947620944118745 55.973650649004036, -3.947275008789625 55.97270708629034, -3.947025526638082 55.971733566643564, -3.946875017388556 55.97073992243541, -3.946825001157146 55.96973618929199, -3.946875983098708 55.968732504735854, -3.960482328892649 55.83450305509807, -3.827877862453301 55.682658758279054, -3.827275447288423 55.681897274768495, -3.826749721527679 55.68108095767801, -3.826305641509388 55.68021750292813, -3.825947393847518 55.67931505083495, -3.825678355961909 55.678382109366346, -3.825501064237272 55.67742747393221, -3.825417190111141 55.67646014446471, -3.825427524316207 55.67548924057043, -3.825531969425598 55.67452391555425, -3.825729540771381 55.67357327012559, -3.826018375727629 55.67264626660036, -3.826395751270536 55.67175164440784, -3.826858109650027 55.67089783769866, -3.827401091930844 55.67009289583092, -3.828019579086896 55.66934440748396, -3.828707740261448 55.66865942911528, -3.829459087738176 55.66804441843493, -3.830266538104834 55.66750517352479, -3.831122479032917 55.66704677817647, -3.832018841043735 55.66667355396331, -3.832947173584329 55.666389019498254, -3.833898724695998 55.666195857261755, -3.834864523524371 55.66609588831237, -3.835835464893135 55.666090055118524, -4.057556464893135 55.67553205511852, -4.058617651367149 55.67563412404201, -4.059661941531053 55.675848583481866, -4.060677466663747 55.67617299603193, -4.061652684968713 55.67660367463069, -4.168322276486006 55.73068021838386, -4.341535767460993 55.70236598379903))",South Lanarkshire,North Lanarkshire,Glasgow City,FALSE,x,TRUE
Cleantech,8,102,101,640,286721480,TRUE,0.9411764705882352,0.19607843137254904,5%,14808769.124049269,1101903.5376014877,c,c,147000000,0.0392912172573189,0.0238039673278879,RTIC,"POLYGON ((-1.312736485162439 51.67066309185482, -1.38469692350643 51.77012635897585, -1.385237241439912 51.77095693024355, -1.385692710529676 51.77183689615666, -1.386058859016183 51.77275761727936, -1.386332092082518 51.773710054044415, -1.38650972714802 51.7746848555029, -1.38659002020565 51.77567245113111, -1.386572182944511 51.77666314479318, -1.386456390489423 51.77764720993702, -1.386243779681565 51.77861498508877, -1.385936437917049 51.77955696870845, -1.385537382653041 51.780463912475305, -1.385050531782597 51.781326912087074, -1.384480665169102 51.78213749468174, -1.383833377717946 51.782887702023444, -1.383115024446191 51.783570168635755, -1.382332658089507 51.7841781941154, -1.381493959858977 51.78470580891624, -1.380607164027571 51.785147832957854, -1.379680977086706 51.78549992648312, -1.378724492266596 51.78575863266562, -1.377747100259643 51.78592141154849, -1.376758397023358 51.78598666498152, -1.264837397023358 51.78781566498152, -1.263748700847732 51.78777409904936, -1.262670987853583 51.78761434363699, -1.261617050355013 51.78733829502053, -1.260599398454064 51.78694922986142, -1.235925398454064 51.77594022986142, -1.235120101570854 51.77553649307276, -1.234354405378863 51.77506192399854, -1.23363452355219 51.7745203737975, -1.232966297978395 51.77391623718451, -1.197680297978395 51.73900023718451, -1.196932698428777 51.73817303063658, -1.196281834134068 51.73726773983833, -1.195735796481407 51.736295619145515, -1.130440796481408 51.603170619145516, -1.13004762717293 51.602256609052034, -1.1297472341327 51.601308051949125, -1.129542591241471 51.600334338519424, -1.129435724456819 51.59934510849236, -1.129427691756232 51.59835015521113, -1.129518572663168 51.59735932867895, -1.129707467459779 51.59638243804437, -1.129992506094083 51.595429154491036, -1.130370866693418 51.594508915493286, -1.13083880350088 51.59363083138551, -1.131391683958191 51.59280359517013, -1.132024034567864 51.5920353964572, -1.13272959508064 51.591333840387506, -1.133501380471742 51.59070587234199, -1.134331750092378 51.59015770918267, -1.135212483311899 51.58969477770595, -1.136134860901765 51.5893216609175, -1.137089751355602 51.58904205266068, -1.138067701290801 51.58885872104761, -1.313165701290801 51.5649787210476, -1.314124556410259 51.5648947035658, -1.315087047370751 51.56490326092112, -1.31604425705853 51.56500431383291, -1.316987317288838 51.56519692608426, -1.317907490966274 51.56547931319571, -1.318796253030672 51.56584885895775, -1.319645369438546 51.566302139669055, -1.320446973448385 51.56683495585572, -1.321193638503028 51.567442371177826, -1.321878447033898 51.568118758162775, -1.322495054549653 51.56885785034165, -1.323037748415495 51.5696528003057, -1.323501500778561 51.57049624314496, -1.323882015149073 51.571380364681396, -1.32417576620569 51.572296973864255, -1.32438003245627 51.57323757865705, -1.324492921451466 51.57419346471309, -1.324513387317546 51.57515577611055, -1.324441240446024 51.57611559739927, -1.312736485162439 51.67066309185482))",Vale of White Horse,South Oxfordshire,Oxford,FALSE,x,FALSE
Cleantech,17,100,89,940,NA,TRUE,0.85,0.47,17%,30087308.56728416,1735976.583798544,248280000,200350000,247980000,0.0385208012326656,0.0233372228704784,RTIC,"POLYGON ((-3.679323663295979 55.76870887604315, -3.680235664874107 55.76907461745503, -3.681107369147799 55.76952809878662, -3.681930359693229 55.77006494161372, -3.682696690424269 55.7706799626455, -3.683398962313039 55.77136722376991, -3.68403039482853 55.7721200893869, -3.684584891403558 55.77293129047613, -3.685057098297954 55.77379299478026, -3.685442456289654 55.77469688242655, -3.685737244694613 55.775634226256294, -3.685938617290515 55.77659597608681, -3.699122617290515 55.85974497608681, -3.699227243849214 55.86069881438883, -3.699239967683644 55.86165828941572, -3.699160671638563 55.86261456676065, -3.698990085835654 55.86355884145958, -3.698729780950902 55.864482419063336, -3.698382153752527 55.865376795692136, -3.697950405032638 55.866233736335396, -3.697438510135807 55.867045350675944, -3.696851182355916 55.86780416574047, -3.696193829538302 55.86850319470723, -3.695472504286793 55.86913600123748, -3.694693848234107 55.86969675873837, -3.439205848234108 56.03567575873837, -3.438478708627386 56.03610560605151, -3.318389708627385 56.100412606051506, -3.317540417677163 56.10081720201346, -3.316656864951089 56.10114019983203, -3.315746869829033 56.10137874099911, -3.314818485704221 56.10153071444203, -3.31387992871127 56.10159477520645, -3.312939505013967 56.10157035635909, -3.312005537296302 56.101457674005026, -3.311086291107298 56.10125772537523, -3.310189901711478 56.10097228000109, -3.309324302092342 56.10060386405422, -3.308497152746018 56.10015573799, -3.054759152746018 55.94682773799, -3.053947283752894 55.94628118695951, -3.053192729743415 55.945657891253035, -3.052502718207808 55.94496382110409, -3.051883858416677 55.94420562465867, -3.051342078114141 55.94339056429605, -3.050882566738987 55.942526447066136, -3.050509725717664 55.94162154990969, -3.05022712630525 55.94068454037771, -3.050037475378214 55.93972439360934, -3.049942589506616 55.93875030636361, -3.049943377554103 55.93777160892829, -3.05003983197237 55.936797675749816, -3.061493831972369 55.85979667574982, -3.061683171609213 55.85884425787764, -3.061963994569083 55.85791469466487, -3.062333652833842 55.85701675142133, -3.062788660713466 55.85615889529655, -3.063324727714331 55.85534921543889, -3.063936798996399 55.85459534671889, -3.064619103037792 55.853904397736386, -3.065365206057319 55.85328288378997, -3.066168072681769 55.85273666544108, -3.067020132285918 55.8522708932518, -3.06791335037968 55.85188995921774, -3.068839304369282 55.85159745535372, -3.069789262978048 55.851396139822874, -3.070754268577913 55.8512879109286, -3.071725221655316 55.85127378921449, -3.090211722050333 55.851903104315035, -3.205300106001265 55.849268411795585, -3.598646016139577 55.742700960867786, -3.599617447314161 55.7424889879071, -3.600605126832423 55.74237453166122, -3.601599290385379 55.742358723657254, -3.60259010956216 55.74244172017488, -3.60356778901477 55.74262270070135, -3.604522663295979 55.74289987604315, -3.679323663295979 55.76870887604315))",West Lothian,City of Edinburgh,Midlothian,FALSE,x,TRUE
Cleantech,24,92,49,610,NA,TRUE,0.8152173913043479,0.7608695652173914,13%,6056970.51810926,718740.852717717,162160000,91150000,150530000,0.0354391371340523,0.0214702450408401,RTIC,"POLYGON ((-2.150616615311883 52.58066992488803, -2.15050108164092 52.58163897031599, -2.150291640841251 52.582592139567495, -2.149990287620918 52.58352035468652, -2.149599892059164 52.58441477537945, -2.138150892059164 52.607501775379454, -2.137690368008218 52.608329459296584, -2.137153601437779 52.60910985965347, -2.136545407911926 52.60983597514241, -2.135871243796717 52.61050129146863, -2.135137157308781 52.61109983979283, -2.016179157308781 52.699053839792825, -2.015349923182677 52.69960528316508, -2.014469953472879 52.70007151523019, -2.013547975006444 52.70044791227604, -2.012593131219264 52.700730741501516, -2.01161489147887 52.700917198035356, -2.010622957174914 52.70100543275264, -2.009627165508642 52.700994570612885, -2.008637391935493 52.700884719338006, -2.007663452228333 52.700676968343984, -2.006715005132567 52.70037337793697, -2.00580145657852 52.6999769588808, -2.004931866401039 52.69949164253868, -2.004114858491386 52.69892224188513, -2.003358535272466 52.69827440377478, -1.920738578958821 52.62004564621725, -1.713648113318752 52.527475422977105, -1.712823187770993 52.52705995469197, -1.712040114495 52.52657014626031, -1.711305574014618 52.5260101763165, -1.710625832812617 52.525384822054015, -1.710006689870327 52.52469941847049, -1.709453427195593 52.52395981285393, -1.708970764761122 52.5231723148986, -1.677602764761122 52.466249314898604, -1.677167881568259 52.465358298400375, -1.676823369836078 52.46442859658908, -1.676572616231321 52.463469348747665, -1.676418085746657 52.46248998460658, -1.676361297468967 52.461500131646254, -1.676402809646212 52.46050952045578, -1.67654221419966 52.459527889077904, -1.676778140735446 52.45856488728079, -1.677108270015998 52.457629981697494, -1.677529356758934 52.45673236276584, -1.678037261539279 52.45588085438323, -1.678626991481412 52.45508382716481, -1.679292749340724 52.45434911615747, -1.680027990492488 52.453683943818675, -1.680825487267732 52.45309484901729, -1.68167740000367 52.45258762275427, -1.682575354110235 52.452167251235196, -1.817747354110235 52.39688125123519, -1.818643961043579 52.39656341896111, -1.819566711507176 52.39633222006555, -1.820507255335094 52.396189746716686, -1.821457081345455 52.39613728818626, -1.822407594359928 52.39617531918271, -1.823350192983335 52.396303495555436, -1.824276347439513 52.39652065740907, -2.109284347439513 52.47782765740907, -2.110088028801039 52.47809420927055, -2.110866279610971 52.47842779479566, -2.15012227961097 52.49725979479565, -2.150996057419715 52.497733763644895, -2.151818461567703 52.49829214124695, -2.152581365598869 52.49892941008216, -2.15327723099811 52.49963927307968, -2.153899181681923 52.500414715840954, -2.154441071943334 52.5012480759514, -2.154897547179729 52.50213111869537, -2.155264096803506 52.503055118426104, -2.155537098812732 52.50401094478694, -2.155713855581381 52.50498915293137, -2.155792620515497 52.50598007685089, -2.155772615311883 52.50697392488803, -2.150616615311883 52.58066992488803))",Birmingham,Walsall,Sandwell,FALSE,x,FALSE
Cleantech,16,86,66,1670,NA,TRUE,0.7558139534883721,0.5116279069767442,15%,26383125.041720595,967742.6055294344,317990000,307700000,300770000,0.0331278890600924,0.0200700116686114,RTIC,"POLYGON ((-2.683400853088595 57.13707620140679, -2.683377810518481 57.138147329916436, -2.683240306796134 57.13920984578481, -2.682989920254239 57.140251552952805, -2.682629524947819 57.1412604942134, -2.502300524947819 57.5717694942134, -2.501866281248659 57.57267554244472, -2.501343310547407 57.573533442574906, -2.50073689218616 57.57433453417946, -2.500053147903624 57.57507073031082, -2.49929898003671 57.5757345991354, -2.498482001842065 57.57631943895724, -2.497610460640938 57.57681934587106, -2.496693154563209 57.577229273361596, -2.49573934373106 57.577545083247784, -2.494758656778885 57.577763587457284, -2.493760993653081 57.5778825802098, -2.492756425672993 57.57790086028421, -2.491755093861845 57.57781824314481, -2.490767106574029 57.57763556280419, -2.489802437452174 57.57735466340391, -2.488870824744126 57.576978380598106, -2.06752523321564 57.38163236506292, -1.817588306622384 57.494059818001254, -1.816675062375483 57.49441786268973, -1.815731132617904 57.49468471033577, -1.814765599946111 57.49485779330183, -1.813787754822197 57.4949354461645, -1.812807006180029 57.49491692173932, -1.81183279089145 57.49480239827037, -1.810874482963649 57.494592977715136, -1.785728482963649 57.48778997771513, -1.784792923193715 57.48748677251757, -1.783891670944851 57.48709313580832, -1.783033443178153 57.48661287486319, -1.782226540719567 57.486050634792335, -1.78147876797385 57.4854118536125, -1.780797357439939 57.48470270965023, -1.780188899757824 57.483930061784754, -1.779659279963521 57.483101383108526, -1.779213620568675 57.48222468864708, -1.778856232015354 57.48130845783724, -1.778590570985211 57.48036155251356, -1.778419206966276 57.479393131196176, -1.778343797400721 57.47841256050909, -1.778365071653994 57.47742932458567, -1.778482823960351 57.47645293333761, -1.778695915413039 57.47549283047451, -1.779002284979861 57.47455830216382, -1.779398969437592 57.473658387214535, -1.779882132032441 57.47280178965332, -1.780447099589334 57.47199679453867, -2.108562099589334 57.05022279453867, -2.109347308840357 57.04932874621021, -2.110233154183349 57.04853429419164, -2.210227154183348 56.96906429419164, -2.210940207768147 56.968547150244206, -2.211696003150646 56.96809476034936, -2.655801003150646 56.72817976034936, -2.656674127789362 56.72776135247342, -2.657583622807439 56.72742934253762, -2.658520962491389 56.72718684284221, -2.659477360108546 56.72703612660792, -2.660443850274931 56.7269786066665, -2.66141137299782 56.72701482221665, -2.662370858605184 56.727144433769546, -2.663313312765859 56.727366226331206, -2.664229900803471 56.72767812079202, -2.665112030513732 56.72807719341655, -2.665951432708776 56.728559703251, -2.666740238733501 56.7291211271913, -2.667471054227265 56.729756202383264, -2.668137028439503 56.73045897555721, -2.668731918449459 56.73122285883457, -2.669250147688071 56.73204069148348, -2.669686858213382 56.732904807044314, -2.670037956249458 56.73380710519595, -2.670300150561931 56.73473912768918, -2.670470983310416 56.73569213763531, -2.670548853088595 56.73665720140679, -2.683400853088595 57.13707620140679))",Aberdeenshire,No dominant Local Authority,No dominant Local Authority,FALSE,x,TRUE
