ITL_code,Region_name,year,hoursworked
TLM75,City of Edinburgh,2007,10585511
TLM75,City of Edinburgh,2008,10411093
TLM75,City of Edinburgh,2009,9888518
TLM75,City of Edinburgh,2010,9849837
TLM75,City of Edinburgh,2011,10008567
TLM75,City of Edinburgh,2012,10670629
TLM75,City of Edinburgh,2013,10142654
TLM75,City of Edinburgh,2014,9844272
TLM75,City of Edinburgh,2015,10060041
TLM75,City of Edinburgh,2016,10330524
TLM75,City of Edinburgh,2017,10339127
TLM75,City of Edinburgh,2018,10766516
TLM75,City of Edinburgh,2019,11014392
TLM75,City of Edinburgh,2020,10221256
TLM75,City of Edinburgh,2021,11179910
TLM75,City of Edinburgh,2022,10602628
TLM76,Falkirk,2004,1950065
TLM76,Falkirk,2005,1897813
TLM76,Falkirk,2006,1944188
TLM76,Falkirk,2007,2073218
TLM76,Falkirk,2008,2039792
TLM76,Falkirk,2009,1922250
TLM76,Falkirk,2010,1756696
TLM76,Falkirk,2011,1929834
TLM76,Falkirk,2012,1942962
TLM76,Falkirk,2013,2117131
TLM76,Falkirk,2014,2091103
TLM76,Falkirk,2015,2016402
TLM76,Falkirk,2016,2081213
TLM76,Falkirk,2017,2100986
TLM76,Falkirk,2018,2031637
TLM76,Falkirk,2019,2066214
TLM76,Falkirk,2020,1980399
TLM76,Falkirk,2021,2224995
TLM76,Falkirk,2022,2107652
TLM77,"Perth and Kinross, and Stirling",2004,3172321
TLM77,"Perth and Kinross, and Stirling",2005,3353880
TLM77,"Perth and Kinross, and Stirling",2006,3353626
TLM77,"Perth and Kinross, and Stirling",2007,3618792
TLM77,"Perth and Kinross, and Stirling",2008,3465525
TLM77,"Perth and Kinross, and Stirling",2009,3599898
TLM77,"Perth and Kinross, and Stirling",2010,3564117
TLM77,"Perth and Kinross, and Stirling",2011,3299830
TLM77,"Perth and Kinross, and Stirling",2012,3367316
TLM77,"Perth and Kinross, and Stirling",2013,3516032
TLM77,"Perth and Kinross, and Stirling",2014,3583503
TLM77,"Perth and Kinross, and Stirling",2015,3441215
TLM77,"Perth and Kinross, and Stirling",2016,3697239
TLM77,"Perth and Kinross, and Stirling",2017,3676176
TLM77,"Perth and Kinross, and Stirling",2018,3566767
TLM77,"Perth and Kinross, and Stirling",2019,3813402
TLM77,"Perth and Kinross, and Stirling",2020,3134270
TLM77,"Perth and Kinross, and Stirling",2021,3583051
TLM77,"Perth and Kinross, and Stirling",2022,3601646
TLM78,West Lothian,2004,2322886
TLM78,West Lothian,2005,2425615
TLM78,West Lothian,2006,2521329
TLM78,West Lothian,2007,2474407
TLM78,West Lothian,2008,2619855
TLM78,West Lothian,2009,2502540
TLM78,West Lothian,2010,2438721
TLM78,West Lothian,2011,2361073
TLM78,West Lothian,2012,2459179
TLM78,West Lothian,2013,2377818
TLM78,West Lothian,2014,2665340
TLM78,West Lothian,2015,2422437
TLM78,West Lothian,2016,2527571
TLM78,West Lothian,2017,2551975
TLM78,West Lothian,2018,2534523
TLM78,West Lothian,2019,2602159
TLM78,West Lothian,2020,2396769
TLM78,West Lothian,2021,2499502
TLM78,West Lothian,2022,2472209
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2004,2151305
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2005,2228364
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2006,2235097
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2007,2372304
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2008,2322546
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2009,2154564
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2010,2092464
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2011,2041712
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2012,2120138
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2013,2127246
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2014,2133899
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2015,2092278
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2016,2178199
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2017,2224434
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2018,2192911
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2019,2212771
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2020,1954202
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2021,2252769
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2022,2263447
TLM82,Glasgow City,2004,13034264
TLM82,Glasgow City,2005,13623728
TLM82,Glasgow City,2006,13528632
TLM82,Glasgow City,2007,13263183
TLM82,Glasgow City,2008,13786336
TLM82,Glasgow City,2009,12952053
TLM82,Glasgow City,2010,12035824
TLM82,Glasgow City,2011,12299137
TLM82,Glasgow City,2012,12303270
TLM82,Glasgow City,2013,12307073
TLM82,Glasgow City,2014,12971456
TLM82,Glasgow City,2015,12464345
TLM82,Glasgow City,2016,12654701
TLM82,Glasgow City,2017,12921846
TLM82,Glasgow City,2018,13095960
TLM82,Glasgow City,2019,13594701
TLM82,Glasgow City,2020,11604241
TLM82,Glasgow City,2021,12903994
TLM82,Glasgow City,2022,13388413
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2004,3971803
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2005,4135155
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2006,4086881
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2007,4210779
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2008,4115202
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2009,3865525
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2010,3788715
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2011,3867423
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2012,3666351
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2013,3681992
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2014,3774102
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2015,3997343
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2016,4061201
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2017,4063427
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2018,4172992
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2019,3710575
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2020,3766738
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2021,3954645
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2022,3874227
TLM84,North Lanarkshire,2004,3873334
TLM84,North Lanarkshire,2005,3994693
TLM84,North Lanarkshire,2006,4295164
TLM84,North Lanarkshire,2007,4351814
TLM84,North Lanarkshire,2008,4330775
TLM84,North Lanarkshire,2009,3838095
TLM84,North Lanarkshire,2010,3985331
TLM84,North Lanarkshire,2011,3801704
TLM84,North Lanarkshire,2012,4008465
TLM84,North Lanarkshire,2013,3877746
TLM84,North Lanarkshire,2014,4320486
TLM84,North Lanarkshire,2015,4095107
TLM84,North Lanarkshire,2016,4035039
TLM84,North Lanarkshire,2017,4370946
TLM84,North Lanarkshire,2018,4425201
TLM84,North Lanarkshire,2019,3989864
TLM84,North Lanarkshire,2020,4087263
TLM84,North Lanarkshire,2021,4124623
TLM84,North Lanarkshire,2022,4096125
TLM91,Scottish Borders,2004,1443303
TLM91,Scottish Borders,2005,1500941
TLM91,Scottish Borders,2006,1467419
TLM91,Scottish Borders,2007,1584986
TLM91,Scottish Borders,2008,1522863
TLM91,Scottish Borders,2009,1408771
TLM91,Scottish Borders,2010,1374854
TLM91,Scottish Borders,2011,1488840
TLM91,Scottish Borders,2012,1418614
TLM91,Scottish Borders,2013,1517273
TLM91,Scottish Borders,2014,1431255
TLM91,Scottish Borders,2015,1417903
TLM91,Scottish Borders,2016,1500539
TLM91,Scottish Borders,2017,1497652
TLM91,Scottish Borders,2018,1495346
TLM91,Scottish Borders,2019,1571883
TLM91,Scottish Borders,2020,1338157
TLM91,Scottish Borders,2021,1476134
TLM91,Scottish Borders,2022,1459627
TLM92,Dumfries and Galloway,2004,1968769
TLM92,Dumfries and Galloway,2005,1942849
TLM92,Dumfries and Galloway,2006,2052471
TLM92,Dumfries and Galloway,2007,2188479
TLM92,Dumfries and Galloway,2008,2099634
TLM92,Dumfries and Galloway,2009,2044708
TLM92,Dumfries and Galloway,2010,1969286
TLM92,Dumfries and Galloway,2011,2052095
TLM92,Dumfries and Galloway,2012,2024704
TLM92,Dumfries and Galloway,2013,2037153
TLM92,Dumfries and Galloway,2014,2031788
TLM92,Dumfries and Galloway,2015,2094429
TLM92,Dumfries and Galloway,2016,2141429
TLM92,Dumfries and Galloway,2017,2238374
TLM92,Dumfries and Galloway,2018,2056784
TLM92,Dumfries and Galloway,2019,2055438
TLM92,Dumfries and Galloway,2020,1706129
TLM92,Dumfries and Galloway,2021,2010566
TLM92,Dumfries and Galloway,2022,1981784
TLM93,East Ayrshire and North Ayrshire mainland,2004,2456118
TLM93,East Ayrshire and North Ayrshire mainland,2005,2551030
TLM93,East Ayrshire and North Ayrshire mainland,2006,2687413
TLM93,East Ayrshire and North Ayrshire mainland,2007,2540857
TLM93,East Ayrshire and North Ayrshire mainland,2008,2491558
TLM93,East Ayrshire and North Ayrshire mainland,2009,2371773
TLM93,East Ayrshire and North Ayrshire mainland,2010,2447474
TLM93,East Ayrshire and North Ayrshire mainland,2011,2519665
TLM93,East Ayrshire and North Ayrshire mainland,2012,2401980
TLM93,East Ayrshire and North Ayrshire mainland,2013,2481448
TLM93,East Ayrshire and North Ayrshire mainland,2014,2466929
TLM93,East Ayrshire and North Ayrshire mainland,2015,2556569
TLM93,East Ayrshire and North Ayrshire mainland,2016,2635130
TLM93,East Ayrshire and North Ayrshire mainland,2017,2747953
TLM93,East Ayrshire and North Ayrshire mainland,2018,2482601
TLM93,East Ayrshire and North Ayrshire mainland,2019,2608037
TLM93,East Ayrshire and North Ayrshire mainland,2020,2110352
TLM93,East Ayrshire and North Ayrshire mainland,2021,2497298
TLM93,East Ayrshire and North Ayrshire mainland,2022,2384936
TLM94,South Ayrshire,2004,1522358
TLM94,South Ayrshire,2005,1382770
TLM94,South Ayrshire,2006,1587461
TLM94,South Ayrshire,2007,1619167
TLM94,South Ayrshire,2008,1628905
TLM94,South Ayrshire,2009,1487436
TLM94,South Ayrshire,2010,1438695
TLM94,South Ayrshire,2011,1501244
TLM94,South Ayrshire,2012,1362716
TLM94,South Ayrshire,2013,1476940
TLM94,South Ayrshire,2014,1364776
TLM94,South Ayrshire,2015,1484874
TLM94,South Ayrshire,2016,1455612
TLM94,South Ayrshire,2017,1490599
TLM94,South Ayrshire,2018,1420963
TLM94,South Ayrshire,2019,1455675
TLM94,South Ayrshire,2020,1251254
TLM94,South Ayrshire,2021,1382212
TLM94,South Ayrshire,2022,1408468
TLM95,South Lanarkshire,2004,3899841
TLM95,South Lanarkshire,2005,4061474
TLM95,South Lanarkshire,2006,4331415
TLM95,South Lanarkshire,2007,4104465
TLM95,South Lanarkshire,2008,4005395
TLM95,South Lanarkshire,2009,3776334
TLM95,South Lanarkshire,2010,3555916
TLM95,South Lanarkshire,2011,3881472
TLM95,South Lanarkshire,2012,3700385
TLM95,South Lanarkshire,2013,3763708
TLM95,South Lanarkshire,2014,3702130
TLM95,South Lanarkshire,2015,3866830
TLM95,South Lanarkshire,2016,3982654
TLM95,South Lanarkshire,2017,3891844
TLM95,South Lanarkshire,2018,3823242
TLM95,South Lanarkshire,2019,3963857
TLM95,South Lanarkshire,2020,3442089
TLM95,South Lanarkshire,2021,3698324
TLM95,South Lanarkshire,2022,3806790
TLN06,Belfast,2004,7601204
TLN06,Belfast,2005,8634680
TLN06,Belfast,2006,7954658
TLN06,Belfast,2007,8072645
TLN06,Belfast,2008,7810991
TLN06,Belfast,2009,8364692
TLN06,Belfast,2010,7737691
TLN06,Belfast,2011,7894409
TLN06,Belfast,2012,7829411
TLN06,Belfast,2013,8190923
TLN06,Belfast,2014,7359172
TLN06,Belfast,2015,7573541
TLN06,Belfast,2016,7973022
TLN06,Belfast,2017,8131492
TLN06,Belfast,2018,7868451
TLN06,Belfast,2019,8211230
TLN06,Belfast,2020,7361725
TLN06,Belfast,2021,7630463
TLN06,Belfast,2022,8327053
TLN07,"Armagh City, Banbridge and Craigavon",2004,2527269
TLN07,"Armagh City, Banbridge and Craigavon",2005,2464083
TLN07,"Armagh City, Banbridge and Craigavon",2006,2620785
TLN07,"Armagh City, Banbridge and Craigavon",2007,2641660
TLN07,"Armagh City, Banbridge and Craigavon",2008,2612102
TLN07,"Armagh City, Banbridge and Craigavon",2009,2541754
TLN07,"Armagh City, Banbridge and Craigavon",2010,2484677
TLN07,"Armagh City, Banbridge and Craigavon",2011,2584593
TLN07,"Armagh City, Banbridge and Craigavon",2012,2499503
TLN07,"Armagh City, Banbridge and Craigavon",2013,2449511
TLN07,"Armagh City, Banbridge and Craigavon",2014,2753768
TLN07,"Armagh City, Banbridge and Craigavon",2015,2788136
TLN07,"Armagh City, Banbridge and Craigavon",2016,2696298
TLN07,"Armagh City, Banbridge and Craigavon",2017,2755144
TLN07,"Armagh City, Banbridge and Craigavon",2018,2705787
TLN07,"Armagh City, Banbridge and Craigavon",2019,2981994
TLN07,"Armagh City, Banbridge and Craigavon",2020,2703797
TLN07,"Armagh City, Banbridge and Craigavon",2021,2687034
TLN07,"Armagh City, Banbridge and Craigavon",2022,2780906
TLN08,"Newry, Mourne and Down",2004,1479946
TLN08,"Newry, Mourne and Down",2005,1591371
TLN08,"Newry, Mourne and Down",2006,1586508
TLN08,"Newry, Mourne and Down",2007,1694970
TLN08,"Newry, Mourne and Down",2008,1682787
TLN08,"Newry, Mourne and Down",2009,1526859
TLN08,"Newry, Mourne and Down",2010,1696497
TLN08,"Newry, Mourne and Down",2011,1556850
TLN08,"Newry, Mourne and Down",2012,1571631
TLN08,"Newry, Mourne and Down",2013,1624674
TLN08,"Newry, Mourne and Down",2014,1805728
TLN08,"Newry, Mourne and Down",2015,1753410
TLN08,"Newry, Mourne and Down",2016,1994846
TLN08,"Newry, Mourne and Down",2017,2065368
TLN08,"Newry, Mourne and Down",2018,2097487
TLN08,"Newry, Mourne and Down",2019,2115143
TLN08,"Newry, Mourne and Down",2020,1989963
TLN08,"Newry, Mourne and Down",2021,1921997
TLN08,"Newry, Mourne and Down",2022,1984327
TLN09,Ards and North Down,2004,1383168
TLN09,Ards and North Down,2005,1336686
TLN09,Ards and North Down,2006,1379671
TLN09,Ards and North Down,2007,1289909
TLN09,Ards and North Down,2008,1472055
TLN09,Ards and North Down,2009,1251501
TLN09,Ards and North Down,2010,1297558
TLN09,Ards and North Down,2011,1194192
TLN09,Ards and North Down,2012,1217973
TLN09,Ards and North Down,2013,1568454
TLN09,Ards and North Down,2014,1004059
TLN09,Ards and North Down,2015,1060299
TLN09,Ards and North Down,2016,1106766
TLN09,Ards and North Down,2017,1222484
TLN09,Ards and North Down,2018,1239290
TLN09,Ards and North Down,2019,1391585
TLN09,Ards and North Down,2020,1220573
TLN09,Ards and North Down,2021,1200158
TLN09,Ards and North Down,2022,1184447
TLN0A,Derry City and Strabane,2004,1865046
TLN0A,Derry City and Strabane,2005,1830265
TLN0A,Derry City and Strabane,2006,1685023
TLN0A,Derry City and Strabane,2007,2013900
TLN0A,Derry City and Strabane,2008,1727553
TLN0A,Derry City and Strabane,2009,2170217
TLN0A,Derry City and Strabane,2010,2076450
TLN0A,Derry City and Strabane,2011,2195928
TLN0A,Derry City and Strabane,2012,1968307
TLN0A,Derry City and Strabane,2013,2162345
TLN0A,Derry City and Strabane,2014,2077361
TLN0A,Derry City and Strabane,2015,1784222
TLN0A,Derry City and Strabane,2016,1854500
TLN0A,Derry City and Strabane,2017,1858083
TLN0A,Derry City and Strabane,2018,1774268
TLN0A,Derry City and Strabane,2019,1863142
TLN0A,Derry City and Strabane,2020,1714403
TLN0A,Derry City and Strabane,2021,1678208
TLN0A,Derry City and Strabane,2022,1794967
TLN0B,Mid Ulster,2004,1599434
TLN0B,Mid Ulster,2005,1484560
TLN0B,Mid Ulster,2006,1579293
TLN0B,Mid Ulster,2007,1544277
TLN0B,Mid Ulster,2008,1672850
TLN0B,Mid Ulster,2009,1419726
TLN0B,Mid Ulster,2010,1546633
TLN0B,Mid Ulster,2011,1527452
TLN0B,Mid Ulster,2012,1537442
TLN0B,Mid Ulster,2013,1670862
TLN0B,Mid Ulster,2014,1814773
TLN0B,Mid Ulster,2015,1778803
TLN0B,Mid Ulster,2016,1903104
TLN0B,Mid Ulster,2017,2031289
TLN0B,Mid Ulster,2018,2098929
TLN0B,Mid Ulster,2019,2256668
TLN0B,Mid Ulster,2020,1766036
TLN0B,Mid Ulster,2021,1926080
TLN0B,Mid Ulster,2022,2028853
TLN0C,Causeway Coast and Glens,2004,1407309
TLN0C,Causeway Coast and Glens,2005,1396490
TLN0C,Causeway Coast and Glens,2006,1554725
TLN0C,Causeway Coast and Glens,2007,1453317
TLN0C,Causeway Coast and Glens,2008,1397917
TLN0C,Causeway Coast and Glens,2009,1166502
TLN0C,Causeway Coast and Glens,2010,1195976
TLN0C,Causeway Coast and Glens,2011,1185154
TLN0C,Causeway Coast and Glens,2012,1264064
TLN0C,Causeway Coast and Glens,2013,1216288
TLN0C,Causeway Coast and Glens,2014,1260493
TLN0C,Causeway Coast and Glens,2015,1265956
TLN0C,Causeway Coast and Glens,2016,1251565
TLN0C,Causeway Coast and Glens,2017,1301776
TLN0C,Causeway Coast and Glens,2018,1294008
TLN0C,Causeway Coast and Glens,2019,1426347
TLN0C,Causeway Coast and Glens,2020,1385675
TLN0C,Causeway Coast and Glens,2021,1320687
TLN0C,Causeway Coast and Glens,2022,1398477
TLN0D,Antrim and Newtownabbey,2004,1848698
TLN0D,Antrim and Newtownabbey,2005,1807537
TLN0D,Antrim and Newtownabbey,2006,1895824
TLN0D,Antrim and Newtownabbey,2007,1950642
TLN0D,Antrim and Newtownabbey,2008,1548920
TLN0D,Antrim and Newtownabbey,2009,1821459
TLN0D,Antrim and Newtownabbey,2010,1810319
TLN0D,Antrim and Newtownabbey,2011,1635416
TLN0D,Antrim and Newtownabbey,2012,1604925
TLN0D,Antrim and Newtownabbey,2013,1567308
TLN0D,Antrim and Newtownabbey,2014,1766523
TLN0D,Antrim and Newtownabbey,2015,1813667
TLN0D,Antrim and Newtownabbey,2016,1987858
TLN0D,Antrim and Newtownabbey,2017,1948936
TLN0D,Antrim and Newtownabbey,2018,1975669
TLN0D,Antrim and Newtownabbey,2019,1994321
TLN0D,Antrim and Newtownabbey,2020,1744335
TLN0D,Antrim and Newtownabbey,2021,1802588
TLN0D,Antrim and Newtownabbey,2022,1795160
TLN0E,Lisburn and Castlereagh,2004,1831044
TLN0E,Lisburn and Castlereagh,2005,1665653
TLN0E,Lisburn and Castlereagh,2006,1932900
TLN0E,Lisburn and Castlereagh,2007,1939230
TLN0E,Lisburn and Castlereagh,2008,2020859
TLN0E,Lisburn and Castlereagh,2009,1739053
TLN0E,Lisburn and Castlereagh,2010,1639271
TLN0E,Lisburn and Castlereagh,2011,1679490
TLN0E,Lisburn and Castlereagh,2012,1610040
TLN0E,Lisburn and Castlereagh,2013,1655023
TLN0E,Lisburn and Castlereagh,2014,1714342
TLN0E,Lisburn and Castlereagh,2015,1763455
TLN0E,Lisburn and Castlereagh,2016,1794631
TLN0E,Lisburn and Castlereagh,2017,2022041
TLN0E,Lisburn and Castlereagh,2018,2102733
TLN0E,Lisburn and Castlereagh,2019,2183201
TLN0E,Lisburn and Castlereagh,2020,1852303
TLN0E,Lisburn and Castlereagh,2021,1999319
TLN0E,Lisburn and Castlereagh,2022,1973046
TLN0F,Mid and East Antrim,2004,1528379
TLN0F,Mid and East Antrim,2005,1692194
TLN0F,Mid and East Antrim,2006,1433138
TLN0F,Mid and East Antrim,2007,1567468
TLN0F,Mid and East Antrim,2008,1830719
TLN0F,Mid and East Antrim,2009,1770016
TLN0F,Mid and East Antrim,2010,1857191
TLN0F,Mid and East Antrim,2011,1676894
TLN0F,Mid and East Antrim,2012,1839084
TLN0F,Mid and East Antrim,2013,2126797
TLN0F,Mid and East Antrim,2014,1884916
TLN0F,Mid and East Antrim,2015,1757548
TLN0F,Mid and East Antrim,2016,1660616
TLN0F,Mid and East Antrim,2017,1577149
TLN0F,Mid and East Antrim,2018,1773656
TLN0F,Mid and East Antrim,2019,1639212
TLN0F,Mid and East Antrim,2020,1353042
TLN0F,Mid and East Antrim,2021,1321103
TLN0F,Mid and East Antrim,2022,1386829
TLN0G,Fermanagh and Omagh,2004,1231165
TLN0G,Fermanagh and Omagh,2005,1415238
TLN0G,Fermanagh and Omagh,2006,1555939
TLN0G,Fermanagh and Omagh,2007,1348902
TLN0G,Fermanagh and Omagh,2008,1429123
TLN0G,Fermanagh and Omagh,2009,1099985
TLN0G,Fermanagh and Omagh,2010,1191609
TLN0G,Fermanagh and Omagh,2011,1072317
TLN0G,Fermanagh and Omagh,2012,1016521
TLN0G,Fermanagh and Omagh,2013,1123046
TLN0G,Fermanagh and Omagh,2014,1123011
TLN0G,Fermanagh and Omagh,2015,1202647
TLN0G,Fermanagh and Omagh,2016,1286878
TLN0G,Fermanagh and Omagh,2017,1397786
TLN0G,Fermanagh and Omagh,2018,1408475
TLN0G,Fermanagh and Omagh,2019,1428949
TLN0G,Fermanagh and Omagh,2020,1287123
TLN0G,Fermanagh and Omagh,2021,1295919
TLN0G,Fermanagh and Omagh,2022,1344388
